# GENERATED (ONE-SHOT): python3 scripts/archive/ghidra_recover_structs/recover_structs.py (ONE-SHOT, not a pipeline stage)
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - Ghidra decompiler inference.
# Standing: lead-generator only. Same grade as the Dreamcast dump - a
# recovered offset still needs retail-byte proof before it is a claim.
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# contents: one row per recovered offset; kind r/w/rw, !union = >1 width seen
class,offset,width,n_methods,kind
inputManager,0x84e,2,2,w
inputManager,0x850,2,2,w
inputManager,0x852,2,2,w
inputManager,0x854,2,2,w
inputManager,0x856,2,2,w
inputManager,0x858,2,2,w
inputManager,0x85a,2,2,w
inputManager,0x85c,2,2,w
inputManager,0x85e,2,2,w
inputManager,0x860,2,2,w
inputManager,0x862,2,2,w
inputManager,0x864,2,2,w
inputManager,0x866,2,2,w
inputManager,0x868,2,2,w
inputManager,0x86a,2,2,w
inputManager,0x86c,2,2,w
inputManager,0x86e,2,2,w
inputManager,0x870,2,2,w
inputManager,0x872,2,2,w
inputManager,0x874,2,2,w
inputManager,0x876,2,2,w
inputManager,0x878,2,2,w
inputManager,0x87a,2,2,w
inputManager,0x87c,2,2,w
inputManager,0x87e,2,2,w
inputManager,0x880,2,2,w
inputManager,0x882,2,2,w
inputManager,0x884,2,2,w
inputManager,0x886,2,2,w
inputManager,0x888,2,2,w
inputManager,0x88a,2,2,w
inputManager,0x88c,2,2,w
inputManager,0x88e,2,2,w
inputManager,0x890,2,2,w
inputManager,0x892,2,2,w
inputManager,0x894,2,2,w
inputManager,0x896,2,2,w
inputManager,0x898,2,2,w
inputManager,0x89a,2,2,w
inputManager,0x89c,2,2,w
inputManager,0x89e,2,2,w
inputManager,0x8a0,2,2,w
inputManager,0x8a2,2,2,w
inputManager,0x8a4,2,2,w
inputManager,0x8a6,2,2,w
inputManager,0x8a8,2,2,w
inputManager,0x8aa,2,2,w
inputManager,0x8ac,2,2,w
inputManager,0x8ae,2,2,w
inputManager,0x8b0,2,2,w
inputManager,0x8b2,2,2,w
inputManager,0x8b4,2,2,w
inputManager,0x8b6,2,2,w
inputManager,0x8b8,2,2,w
inputManager,0x8ba,2,2,w
inputManager,0x8bc,2,2,w
inputManager,0x8be,2,2,w
inputManager,0x8c0,2,2,w
inputManager,0x8c2,2,2,w
inputManager,0x8c4,2,2,w
inputManager,0x8c6,2,2,w
inputManager,0x8c8,2,2,w
inputManager,0x8ca,2,2,w
inputManager,0x8cc,2,2,w
inputManager,0x8ce,2,2,w
inputManager,0x8d0,2,2,w
inputManager,0x8d2,2,2,w
inputManager,0x8d4,2,2,w
inputManager,0x8d6,2,2,w
inputManager,0x8d8,2,2,w
inputManager,0x8da,2,2,w
inputManager,0x8dc,2,2,w
inputManager,0x8de,2,2,w
inputManager,0x8e0,2,2,w
inputManager,0x8e2,2,2,w
inputManager,0x8e4,2,2,w
inputManager,0x8e6,2,2,w
inputManager,0x8e8,2,2,w
inputManager,0x8ea,2,2,w
inputManager,0x8ec,2,2,w
inputManager,0x8ee,2,2,w
inputManager,0x8f0,2,2,w
inputManager,0x8f2,2,2,w
inputManager,0x8f4,2,2,w
inputManager,0x8f6,2,2,w
inputManager,0x8f8,2,2,w
inputManager,0x948,4,1,w
inputManager,0x94c,4,3,w
inputManager,0x950,4,3,rw
inputManager,0x958,4,1,w
inputManager,0x95c,4,1,w
logic_error@std,0xc,1,1,r
logic_error@std,0x10,4,2,r
logic_error@std,0x14,4,1,r
logic_error@std,0x18,4,1,r
mouseManager,0x0,4,1,w
mouseManager,0x14,1,1,w
mouseManager,0x34,4,2,rw
mouseManager,0x38,4,1,r
mouseManager,0x3c,4,6,rw
mouseManager,0x40,4,6,rw
mouseManager,0x44,4,6,rw
mouseManager,0x48,4,6,rw
mouseManager,0x4c,4,6,rw
mouseManager,0x50,4,7,rw
mouseManager,0x54,4,7,rw
mouseManager,0x58,4,6,rw
mouseManager,0x5c,4,6,rw
mouseManager,0x60,4,6,rw
mouseManager,0x64,1,1,rw
mouseManager,0x68,4,7,rw
mouseManager,0x6c,4,7,rw
mouseManager,0x70,4,7,rw
mouseManager,0x74,4,7,rw
playerData,0x0,1,4,rw
playerData,0x1,1,9,rw
playerData,0x4,4,6,rw!union
playerData,0x8,4,9,rw!union
playerData,0x28,4,4,rw!union
playerData,0x2c,4,2,rw!union
playerData,0x30,1,4,rw
playerData,0x34,4,4,rw
playerData,0x38,1,4,rw
playerData,0x39,4,3,rw!union
playerData,0x3b,2,1,rw
playerData,0x3d,1,4,rw
playerData,0x3e,1,9,rw
playerData,0x3f,1,4,rw
playerData,0x40,4,3,rw!union
playerData,0x88,1,4,rw
playerData,0x8c,1,1,w
playerData,0x90,4,4,rw
playerData,0x94,4,4,rw
playerData,0x98,4,3,rw
playerData,0x9c,4,3,rw
playerData,0xb8,4,4,rw
playerData,0xbc,4,4,rw
playerData,0xc0,4,4,rw
playerData,0xc4,4,4,rw
playerData,0xc8,4,4,w
playerData,0xcc,1,5,rw
playerData,0xe1,1,4,rw
playerData,0xe2,1,7,rw
playerData,0xe4,4,2,w
playerData,0xe8,4,4,w
playerData,0xf0,4,2,w
recruitUnit,0x0,4,3,w
recruitUnit,0x48,4,3,w
recruitUnit,0x4c,1,4,rw
recruitUnit,0x50,4,4,rw
recruitUnit,0x54,4,4,rw
recruitUnit,0x58,4,4,rw
recruitUnit,0x5c,4,3,w
recruitUnit,0x60,4,3,w
recruitUnit,0x64,4,3,w
recruitUnit,0x68,4,3,w
recruitUnit,0x6c,4,3,w
recruitUnit,0x70,4,3,w
recruitUnit,0x74,4,3,w
recruitUnit,0x78,4,3,w
recruitUnit,0x7c,4,4,rw
recruitUnit,0x84,4,4,rw
recruitUnit,0x88,4,4,rw
recruitUnit,0x8c,4,4,rw
recruitUnit,0x90,4,3,w
recruitUnit,0x98,4,3,w
recruitUnit,0x9c,1,3,w
recruitUnit,0xac,4,1,rw
recruitUnit,0xb0,4,1,w
recruitUnit,0xb4,4,1,w
recruitUnit,0xb8,4,1,rw
resource,0x0,4,3,w
resource,0x4,1,1,w
resource,0x10,1,1,w
resource,0x14,4,1,w
resource,0x18,4,1,w
sample,0x0,4,3,rw
sample,0x4,4,3,rw!union
sample,0x10,2,2,rw!union
sample,0x14,4,1,w
sample,0x16,1,1,rw
sample,0x17,1,1,rw
sample,0x18,4,2,rw!union
sample,0x1a,2,1,rw
sample,0x1c,4,2,rw!union
sample,0x1e,2,1,r
sample,0x20,4,2,rw
sample,0x24,4,2,w
sample,0x28,4,1,w
sample,0x2c,4,3,rw
sample,0x30,4,2,rw
sample,0x34,4,1,r
sample,0x38,4,1,r
sample,0x3c,4,1,r
sample,0x40,4,1,r
sample,0x44,4,1,r
sample,0x48,4,1,r
sample,0x4c,4,1,r
sample,0x50,4,1,r
sample,0x54,4,1,r
sample,0x58,4,1,r
sample,0x5c,4,1,r
searchArray,0x0,4,1,w
searchArray,0x4,1,2,w
searchArray,0x8,4,2,w
searchArray,0xc,4,2,w
searchArray,0x10,4,2,w
searchArray,0x14,1,2,w
searchArray,0x15,1,2,rw
searchArray,0x16,1,1,rw
searchArray,0x17,1,1,rw
searchArray,0x18,4,2,rw
searchArray,0x1c,4,2,rw
searchArray,0x20,1,2,w
searchArray,0x24,4,8,rw
searchArray,0x38,1,1,w
searchArray,0x3c,4,5,rw
searchArray,0x40,4,5,rw
searchArray,0x44,4,2,w
searchArray,0x48,1,1,w
searchArray,0x4c,4,5,rw
searchArray,0x50,4,5,rw
searchArray,0x54,4,2,w
searchArray,0x58,1,1,w
searchArray,0x5c,4,2,rw
searchArray,0x60,4,2,w
searchArray,0x64,4,2,w
searchArray,0x68,4,2,rw
searchArray,0x6c,4,2,rw
slider,0x0,4,5,rw
slider,0x4,4,4,rw
slider,0x8,4,1,w
slider,0xc,4,1,w
slider,0x10,2,3,rw
slider,0x12,2,1,w
slider,0x14,2,2,rw
slider,0x16,2,3,rw!union
slider,0x17,1,1,rw
slider,0x18,2,3,rw
slider,0x1a,2,3,rw
slider,0x1c,2,3,rw
slider,0x1e,2,3,rw
slider,0x20,4,2,rw
slider,0x24,4,2,rw
slider,0x28,1,2,rw
slider,0x2c,4,2,rw
slider,0x30,4,2,r
slider,0x34,4,2,r
slider,0x38,4,2,w
slider,0x3c,4,4,rw
slider,0x40,4,3,rw
slider,0x44,4,1,r
slider,0x48,4,5,rw
slider,0x4c,4,1,r
slider,0x50,4,1,w
slider,0x54,4,4,r
slider,0x58,2,2,rw
slider,0x5a,2,2,rw
slider,0x5c,1,2,rw
slider,0x5d,1,2,w
slider,0x64,4,1,w
soundManager,0x0,4,2,rw
soundManager,0x34,4,1,w
soundManager,0x3c,4,8,rw
soundManager,0x40,4,4,rw
soundManager,0x44,4,5,r
soundManager,0x48,4,1,r
soundManager,0x7c,4,5,r
soundManager,0x84,4,8,rw
soundManager,0x88,4,1,w
soundManager,0x8c,1,2,rw
std::D::?$_Mpunct,0x8,4,1,w
std::D::?$_Mpunct,0xc,1,1,w
std::D::?$_Mpunct,0xd,1,1,w
std::D::?$_Mpunct,0x10,4,1,w
std::D::?$_Mpunct,0x14,4,1,w
std::D::?$_Mpunct,0x18,4,1,w
std::D::?$_Mpunct,0x1c,4,1,w
std::D::?$_Mpunct,0x28,1,1,r
std::D::?$ctype,0x8,4,1,w
std::D::?$ctype,0xc,4,1,w
std::D::?$ctype,0x10,4,1,rw
std::D::?$ctype,0x14,4,1,w
std::D::?$numpunct,0x8,4,1,w
std::D::?$numpunct,0xc,1,1,w
std::D::?$numpunct,0xd,1,1,w
std::D::?$numpunct,0x10,4,1,w
std::D::?$numpunct,0x14,4,1,w
std::D::DU?$char_traits::?$basic_string,0x4,4,1,r
std::D::DU?$char_traits::?$basic_string,0x8,4,1,rw
std::G::?$_Mpunct,0x8,4,1,w
std::G::?$_Mpunct,0xc,2,1,w
std::G::?$_Mpunct,0xe,2,1,w
std::G::?$_Mpunct,0x10,4,1,w
std::G::?$_Mpunct,0x14,4,1,w
std::G::?$_Mpunct,0x18,4,1,w
std::G::?$_Mpunct,0x1c,4,1,w
std::G::?$_Mpunct,0x28,1,1,r
std::G::?$ctype,0x0,4,4,r
std::G::?$ctype,0x10,4,2,r
std::G::?$numpunct,0x8,4,1,w
std::G::?$numpunct,0xc,2,1,w
std::G::?$numpunct,0xe,2,1,w
std::G::?$numpunct,0x10,4,1,w
std::G::?$numpunct,0x14,4,1,w
std::G::GU?$char_traits::?$basic_string,0x4,4,9,rw
std::G::GU?$char_traits::?$basic_string,0x8,4,9,rw
std::G::GU?$char_traits::?$basic_string,0xc,4,9,rw
std::_Locinfo,0x4,4,1,r
std::_Locinfo,0x8,4,1,r
std::_Locinfo,0x14,4,1,r
std::_Locinfo,0x18,4,1,r
std::_Locinfo,0x30,1,1,r
std::ios_base,0x8,4,1,w
std::ios_base,0xc,4,1,w
std::ios_base,0x10,4,1,w
std::ios_base,0x14,4,1,w
std::ios_base,0x18,4,2,rw
std::ios_base,0x1c,4,3,rw
std::ios_base,0x24,4,1,rw
std::locale,0x0,4,2,r
std::strstreambuf,0xc,4,7,r
std::strstreambuf,0x10,4,2,r
std::strstreambuf,0x1c,4,6,r
std::strstreambuf,0x20,4,6,r
std::strstreambuf,0x2c,4,6,r
std::strstreambuf,0x30,4,5,r
std::strstreambuf,0x38,4,2,rw
std::strstreambuf,0x3c,4,6,rw
std::strstreambuf,0x40,4,2,rw
std::strstreambuf,0x44,4,5,rw!union
std::strstreambuf,0x48,4,2,rw
std::strstreambuf,0x4c,4,3,rw
strip,0x1c,4,2,rw
strip,0x20,4,2,rw
strip,0x24,4,5,rw
strip,0x28,4,1,w
strip,0x2c,4,3,rw
strip,0x64,4,3,rw
strip,0x68,4,5,rw
strip,0x6c,4,3,rw
strip,0x70,4,4,rw
strip,0x74,4,1,w
t_lod_file_adapter,0x4,4,1,r
textButton,0x0,4,2,w
textButton,0x4,4,2,rw
textButton,0x8,4,1,w
textButton,0xc,4,1,w
textButton,0x10,2,1,w
textButton,0x12,2,1,w
textButton,0x14,2,1,w
textButton,0x16,2,2,rw
textButton,0x18,2,2,rw
textButton,0x1a,2,2,rw
textButton,0x1c,2,2,rw
textButton,0x1e,2,2,rw
textButton,0x20,4,2,rw
textButton,0x24,4,2,rw
textButton,0x28,1,2,rw
textButton,0x2c,4,1,w
textButton,0x30,4,2,rw
textButton,0x34,4,1,w
textButton,0x38,4,1,w
textButton,0x3c,4,1,w
textButton,0x40,4,1,w
textButton,0x44,1,1,w
textButton,0x48,1,1,w
textButton,0x4c,4,2,rw
textButton,0x50,4,2,rw
textButton,0x54,4,2,w
textButton,0x58,1,1,w
textButton,0x5c,4,3,rw
textButton,0x60,4,2,w
textButton,0x64,4,2,rw
textButton,0x68,4,3,rw
textButton,0x6c,4,2,rw
textEntryWidget,0x0,4,4,rw
textEntryWidget,0x4,4,2,r
textEntryWidget,0x10,2,1,r
textEntryWidget,0x18,2,3,r
textEntryWidget,0x1a,2,3,r
textEntryWidget,0x1c,2,3,r
textEntryWidget,0x1e,2,3,r
textEntryWidget,0x30,1,1,w
textEntryWidget,0x34,4,3,rw
textEntryWidget,0x38,4,3,rw
textEntryWidget,0x3c,4,3,rw
textEntryWidget,0x40,4,3,rw
textEntryWidget,0x44,4,1,w
textEntryWidget,0x48,4,1,w
textEntryWidget,0x4c,4,1,w
textEntryWidget,0x50,4,2,rw
textEntryWidget,0x54,4,2,rw
textEntryWidget,0x58,2,2,rw
textEntryWidget,0x5a,2,2,rw
textEntryWidget,0x5c,2,2,rw
textEntryWidget,0x5e,2,1,w
textEntryWidget,0x60,2,1,w
textEntryWidget,0x62,2,1,w
textEntryWidget,0x64,2,2,rw
textEntryWidget,0x66,2,1,w
textEntryWidget,0x68,2,1,r
textEntryWidget,0x6a,2,2,rw
textEntryWidget,0x6c,1,1,w
textEntryWidget,0x6d,1,3,rw
textEntryWidget,0x6e,1,3,rw
textWidget,0x0,4,2,w
textWidget,0x4,4,1,w
textWidget,0x8,4,1,w
textWidget,0xc,4,1,w
textWidget,0x10,2,1,w
textWidget,0x12,2,1,w
textWidget,0x14,2,1,w
textWidget,0x16,2,1,w
textWidget,0x18,2,1,w
textWidget,0x1a,2,1,w
textWidget,0x1c,2,1,w
textWidget,0x1e,2,1,w
textWidget,0x20,4,2,rw
textWidget,0x24,4,2,rw
textWidget,0x28,1,2,rw
textWidget,0x2c,4,1,w
textWidget,0x30,1,1,w
textWidget,0x34,4,2,rw
textWidget,0x38,4,2,w
textWidget,0x3c,4,2,rw
textWidget,0x40,4,2,rw
textWidget,0x44,4,1,w
textWidget,0x48,4,1,w
textWidget,0x4c,4,1,w
town,0x0,1,4,rw
town,0x1,1,9,rw
town,0x2,1,3,rw
town,0x4,1,14,rw
town,0x5,1,5,rw
town,0x6,1,5,rw
town,0x7,1,6,rw
town,0x8,1,6,r
town,0x9,1,1,r
town,0xc,4,8,rw
town,0x10,4,7,rw
town,0x14,1,4,rw
town,0x33,1,1,w
town,0x34,1,1,w
town,0x38,4,1,w
town,0x3c,4,1,w
town,0x44,4,2,r
town,0xbc,4,3,rw!union
town,0xc0,1,2,w
town,0xc4,1,1,w
town,0xc8,4,2,rw
town,0xcc,4,2,w
town,0xd0,4,2,w
town,0xdc,4,1,w
town,0xe0,4,1,w
town,0x150,4,8,rw
town,0x154,4,8,rw
town,0x158,4,10,rw
town,0x15c,4,10,rw
town,0x160,4,6,r
town,0x164,4,6,r
type_AI_attack_hex_chooser,0x0,4,4,rw
type_AI_attack_hex_chooser,0x4,4,3,rw
type_AI_attack_hex_chooser,0x8,4,3,rw
type_AI_attack_hex_chooser,0xc,4,3,rw
type_AI_attack_hex_chooser,0x10,4,3,rw
type_AI_attack_hex_chooser,0x14,4,3,rw
type_AI_attack_hex_chooser,0x18,4,3,rw
type_AI_attack_hex_chooser,0x1c,4,3,rw
type_AI_attack_hex_chooser,0x20,4,3,rw
type_AI_attack_hex_chooser,0x24,4,3,rw
type_AI_attack_hex_chooser,0x28,4,4,rw
type_AI_combat_data,0x0,1,3,rw
type_AI_combat_data,0x4,4,19,rw
type_AI_combat_data,0x8,4,19,rw
type_AI_combat_data,0xc,4,2,w
type_AI_combat_data,0x10,4,4,rw
type_AI_combat_data,0x14,4,5,rw!union
type_AI_combat_data,0x18,1,4,rw
type_AI_combat_data,0x1c,4,8,rw
type_AI_combat_data,0x20,4,2,r
type_AI_combat_data,0x24,4,17,rw
type_AI_combat_data,0x28,4,5,rw
type_AI_combat_data,0x2c,4,4,rw
type_AI_combat_data,0x30,1,4,rw
type_AI_combat_data,0x32,2,4,rw
type_AI_combat_parameters,0x0,4,5,rw
type_AI_combat_parameters,0x4,4,5,rw
type_AI_combat_parameters,0x8,1,5,rw
type_AI_combat_parameters,0x9,1,5,rw
type_AI_combat_parameters,0xc,4,1,rw
type_AI_combat_parameters,0x10,4,1,rw
type_AI_combat_parameters,0x14,4,1,rw
type_AI_combat_parameters,0x18,4,1,w
type_AI_combat_parameters,0x1c,4,1,rw
type_AI_combat_parameters,0x20,4,5,rw
type_AI_combat_parameters,0x24,4,1,rw
type_AI_player,0x0,2,5,r
type_AI_player,0x4,4,1,w
type_AI_player,0x8,4,1,rw
type_AI_player,0x24,4,2,w
type_AI_player,0x40,4,2,rw
type_AI_spellcaster,0x0,4,3,w
type_AI_spellcaster,0x4,4,10,rw
type_AI_spellcaster,0x8,4,9,rw
type_AI_spellcaster,0xc,4,14,rw
type_AI_spellcaster,0x10,4,8,rw
type_AI_spellcaster,0x14,4,4,rw
type_AI_spellcaster,0x18,4,2,rw
type_AI_spellcaster,0x1c,1,15,rw
type_AI_spellcaster,0x1d,1,8,rw
type_AI_spellcaster,0x20,4,16,r
type_AI_spellcaster,0x24,4,16,r
type_AI_spellcaster,0x28,1,10,rw
type_AI_spellcaster,0x2c,4,4,r
type_AI_spellcaster,0x30,4,4,r
type_AI_spellcaster,0x3c,4,6,r
type_AI_spellcaster,0x48,4,3,rw
type_AI_spellcaster,0x4c,1,3,rw
type_AI_spellcaster,0x50,4,3,rw
type_AI_spellcaster,0x54,4,3,rw
type_AI_spellcaster,0x58,4,3,rw
type_AI_spellcaster,0x5c,4,3,rw
type_AI_spellcaster,0x190,4,2,rw
type_AI_spellcaster,0x194,4,2,rw
type_AI_spellcaster,0x198,4,2,rw
type_AI_spellcaster,0x19c,4,2,rw
type_AI_spellcaster,0x2d0,4,2,w
type_AI_spellcaster,0x2d4,4,2,rw
type_AI_spellcaster,0x2d8,4,2,w
type_AI_spellcaster,0x2dc,4,2,w
type_angelic_alliance_artifact,0x4,4,1,r
type_antimagic_artifact,0x4,4,1,r
type_artifact,0x0,4,2,r
type_artifact_effect,0x0,4,2,w
type_artifact_quest,0x0,4,3,r
type_artifact_quest,0x4,1,5,rw
type_artifact_quest,0xc,4,1,r
type_artifact_quest,0x10,4,2,r
type_artifact_quest,0x1c,4,1,r
type_artifact_quest,0x20,4,2,r
type_artifact_quest,0x2c,4,1,r
type_artifact_quest,0x30,4,2,r
type_artifact_quest,0x38,4,5,rw!union
type_artifact_quest,0x3c,4,3,rw
type_artifact_quest,0x44,4,9,rw
type_artifact_quest,0x48,4,9,rw
type_artifact_quest,0x4c,4,2,rw
type_be_hero_quest,0x0,4,2,r
type_be_hero_quest,0x4,1,3,rw
type_be_hero_quest,0x10,4,1,r
type_be_hero_quest,0x20,4,1,r
type_be_hero_quest,0x2c,4,1,rw
type_be_hero_quest,0x30,4,1,rw
type_be_hero_quest,0x34,4,1,w
type_be_hero_quest,0x38,4,3,rw
type_be_hero_quest,0x3c,4,2,w
type_be_hero_quest,0x40,4,6,rw
type_belong_to_player_quest,0x0,4,2,r
type_belong_to_player_quest,0x4,1,3,rw
type_belong_to_player_quest,0xc,4,1,r
type_belong_to_player_quest,0x10,4,2,r
type_belong_to_player_quest,0x1c,4,1,r
type_belong_to_player_quest,0x20,4,2,r
type_belong_to_player_quest,0x2c,4,1,r
type_belong_to_player_quest,0x30,4,2,r
type_belong_to_player_quest,0x38,4,3,rw!union
type_belong_to_player_quest,0x3c,4,2,rw
type_belong_to_player_quest,0x40,4,4,rw
type_bottom_view_window,0x0,4,1,w
type_bottom_view_window,0x4,4,1,w
type_bottom_view_window,0x8,4,1,w
type_bottom_view_window,0xc,4,1,w
type_bottom_view_window,0x10,4,1,w
type_bottom_view_window,0x18,4,1,rw
type_bottom_view_window,0x1c,4,1,rw
type_bottom_view_window,0x20,4,1,rw
type_bottom_view_window,0x24,4,1,w
type_combat_artifact,0x4,4,1,r
type_creature_growth_artifact,0x4,4,1,r
type_creature_growth_artifact,0x8,4,1,r
type_creature_quest,0x0,4,4,r
type_creature_quest,0x4,1,5,rw
type_creature_quest,0xc,4,1,r
type_creature_quest,0x10,4,2,r
type_creature_quest,0x1c,4,1,r
type_creature_quest,0x20,4,2,r
type_creature_quest,0x2c,4,1,r
type_creature_quest,0x30,4,2,r
type_creature_quest,0x38,4,5,rw!union
type_creature_quest,0x3c,4,4,rw
type_creature_quest,0x44,4,7,r
type_creature_quest,0x48,4,2,r
type_creature_quest,0x54,4,9,rw
type_creature_quest,0x58,4,9,rw
type_creature_quest,0x5c,4,2,rw
type_defeat_hero_quest,0x0,4,2,r
type_defeat_hero_quest,0x4,1,4,rw
type_defeat_hero_quest,0xc,4,1,r
type_defeat_hero_quest,0x10,4,2,r
type_defeat_hero_quest,0x1c,4,1,r
type_defeat_hero_quest,0x20,4,2,r
type_defeat_hero_quest,0x2c,4,2,rw
type_defeat_hero_quest,0x30,4,2,rw
type_defeat_hero_quest,0x34,4,1,w
type_defeat_hero_quest,0x38,4,4,rw!union
type_defeat_hero_quest,0x3c,4,2,rw
type_defeat_hero_quest,0x40,4,1,r
type_defeat_hero_quest,0x44,4,6,rw!union
type_defeat_hero_quest,0x48,4,4,rw!union
type_duration_artifact,0x4,4,1,r
type_enchant_data,0x0,4,1,r
type_enchant_data,0x4,4,1,r
type_event_record,0x0,4,1,w
type_experience_quest,0x0,4,2,r
type_experience_quest,0x4,1,4,rw
type_experience_quest,0xc,4,1,r
type_experience_quest,0x10,4,2,r
type_experience_quest,0x1c,4,1,r
type_experience_quest,0x20,4,2,r
type_experience_quest,0x2c,4,2,rw
type_experience_quest,0x30,4,2,rw
type_experience_quest,0x34,4,1,w
type_experience_quest,0x38,4,4,rw!union
type_experience_quest,0x3c,4,3,rw
type_experience_quest,0x40,4,9,rw!union
type_func_button,0x0,4,3,rw
type_func_button,0x4,4,1,r
type_func_button,0x10,2,1,r
type_func_button,0x14,2,1,r
type_func_button,0x16,2,1,rw
type_func_button,0x18,2,1,r
type_func_button,0x1a,2,1,r
type_func_button,0x1c,2,1,r
type_func_button,0x1e,2,1,r
type_func_button,0x20,4,1,r
type_func_button,0x24,4,1,r
type_func_button,0x28,1,1,r
type_func_button,0x2c,4,1,r
type_func_button,0x30,4,3,rw
type_func_button,0x34,4,1,w
type_func_button,0x38,4,1,w
type_func_button,0x3c,4,1,w
type_func_button,0x40,4,1,w
type_func_button,0x44,1,2,rw
type_func_button,0x48,1,1,w
type_func_button,0x4c,4,3,rw
type_func_button,0x50,4,3,rw
type_func_button,0x54,4,2,rw
type_func_button,0x58,1,1,w
type_func_button,0x5c,4,3,rw
type_func_button,0x60,4,3,w
type_func_button,0x64,4,2,w
type_func_button,0x68,4,2,rw
type_garrison_purchaser,0x4,4,1,r
type_income_artifact,0x4,4,1,r
type_income_artifact,0x8,4,1,r
type_info,0x0,4,1,w
type_info,0x4,4,1,r
type_knowledge_artifact,0x4,4,1,r
type_might_artifact,0x4,4,1,r
type_monster,0x4,4,1,r
type_monster,0x8,1,1,r
type_monster,0xc,1,1,r
type_monster,0x10,1,1,r
type_monster,0x1c,4,1,r
type_monster,0x20,1,1,r
type_monster,0x24,1,1,r
type_monster_data,0x4,4,2,r
type_monster_data,0x8,4,2,rw
type_monster_data,0xc,4,1,r
type_monster_data,0x3c,4,2,r
type_monster_data,0x40,4,3,rw
type_monster_quest,0x0,4,2,r
type_monster_quest,0x4,1,3,rw
type_monster_quest,0xc,4,1,r
type_monster_quest,0x10,4,2,r
type_monster_quest,0x1c,4,1,r
type_monster_quest,0x20,4,2,r
type_monster_quest,0x2c,4,2,rw
type_monster_quest,0x30,4,2,rw
type_monster_quest,0x34,4,1,w
type_monster_quest,0x38,4,3,rw!union
type_monster_quest,0x3c,4,2,rw
type_monster_quest,0x40,4,1,r
type_monster_quest,0x44,2,1,rw
type_monster_quest,0x46,2,2,r
type_monster_quest,0x48,4,7,rw!union
type_monster_quest,0x4c,4,4,rw!union
type_movement_artifact,0x4,4,1,r
type_necromancy_artifact,0x4,4,1,r
type_object,0x4,4,1,r
type_object,0x8,1,1,r
type_object,0xc,1,1,r
type_object,0x10,1,1,r
type_object,0x1c,4,1,r
type_object,0x20,2,1,r
type_object,0x24,1,1,r
type_obscuring_object,0x0,2,3,rw
type_obscuring_object,0x2,2,3,rw
type_obscuring_object,0x4,2,3,rw!union
type_obscuring_object,0x6,1,5,rw
type_obscuring_object,0x7,4,2,rw
type_obscuring_object,0xc,4,5,rw
type_obscuring_object,0x10,4,6,rw!union
type_obscuring_object,0x14,4,5,rw
type_point,0x0,2,1,r
type_point,0x2,2,1,r
type_power_artifact,0x4,4,1,r
type_quest,0x4,1,1,w
type_quest,0xc,4,1,r
type_quest,0x10,4,1,r
type_quest,0x1c,4,1,r
type_quest,0x20,4,1,r
type_quest,0x2c,4,1,r
type_quest,0x30,4,1,r
type_quest,0x38,4,2,rw!union
type_quest,0x3c,4,3,rw
type_record_claim_mine,0x8,4,2,r
type_record_claim_mine,0xc,1,1,r
type_record_claim_mine,0xd,1,1,r
type_record_claim_town,0x8,4,2,r
type_record_claim_town,0xc,1,1,r
type_record_claim_town,0xd,1,1,r
type_record_erase,0x8,4,1,r
type_record_erase,0xa,2,1,r
type_record_erase,0xc,4,1,r
type_record_erase,0x10,4,1,r
type_record_erase,0x14,2,1,r
type_record_hide_boat,0x8,4,4,rw
type_record_hide_boat,0xc,1,3,rw
type_record_hide_boat,0xd,1,3,rw
type_record_hide_boat,0x10,4,3,rw!union
type_record_hide_boat,0x14,4,3,rw!union
type_record_hide_hero,0x4,1,1,r
type_record_hide_hero,0x8,4,4,rw
type_record_hide_hero,0xc,1,1,r
type_record_hide_hero,0xd,1,4,rw
type_record_hide_hero,0xe,1,4,rw
type_record_move_hero,0x4,1,1,r
type_record_move_hero,0x8,4,4,rw
type_record_move_hero,0xc,2,2,r
type_record_move_hero,0xe,2,2,r
type_record_move_hero,0x10,1,1,r
type_record_move_hero,0x11,1,1,r
type_record_move_hero,0x12,2,1,r
type_record_move_hero,0x14,2,1,r
type_record_player_death,0x8,1,1,r
type_record_show_boat,0x8,4,4,rw
type_record_show_boat,0xc,1,3,rw
type_record_show_boat,0xd,1,3,rw
type_record_show_boat,0x10,4,2,rw!union
type_record_show_boat,0x14,4,2,rw!union
type_record_show_boat,0x18,2,1,r
type_record_show_boat,0x1a,2,1,r
type_record_show_boat,0x1c,2,1,r
type_record_show_boat,0x1e,2,1,r
type_record_show_hero,0x4,1,1,r
type_record_show_hero,0x8,4,4,rw
type_record_show_hero,0xc,1,2,r
type_record_show_hero,0xd,1,3,rw
type_record_show_hero,0xe,1,2,rw
type_record_show_hero,0x10,2,1,r
type_record_show_hero,0x12,2,1,r
type_record_show_hero,0x14,2,1,r
type_record_show_hero,0x16,2,1,r
type_record_show_hero,0x18,1,1,r
type_record_show_hero,0x19,1,1,r
type_record_shroud,0xc,4,4,rw
type_record_shroud,0x10,4,4,rw
type_record_shroud,0x14,4,1,rw
type_record_teleport,0x4,1,1,r
