# generator: homm3.analysis.dc_bracket
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - a `forced`
# row is a link-order proof proposal; it becomes
# evidence only when a supervised review promotes it
# into a VA() claim.
unit	dc_offset	dc_size	proposed_rva	proposed_size	grade	name	detail
army	0x49260	104		0	ambiguous	army::DamageEnemy	gap 1 dc vs 0 retail [0x43f40..0x44090]
army	0x4935c	68		0	ambiguous	army::Strength	gap 2 dc vs 1 retail [0x44090..0x444d0]
army	0x493a0	756		0	ambiguous	army::ProcessDeath	gap 2 dc vs 1 retail [0x44090..0x444d0]
army	0x496dc	106		0	ambiguous	army::adjust_hitpoints	gap 1 dc vs 0 retail [0x444d0..0x44510]
army	0x499ac	58		0	ambiguous	army::CancelAllSpells	gap 1 dc vs 0 retail [0x44510..0x448f0]
army	0x4a2e8	94		0	ambiguous	army::DecrementSpellRounds	gap 1 dc vs 0 retail [0x448f0..0x45490]
army	0x4aa3c	144		0	ambiguous	army::attack_wall	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4aacc	1444		0	ambiguous	army::attack_wall	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b070	218		0	ambiguous	army::Cure	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b14c	36		0	ambiguous	army::MidY	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b170	32		0	ambiguous	army::TopY	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b190	22		0	ambiguous	army::BottomY	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b1a8	100		0	ambiguous	army::MidX	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b20c	108		0	ambiguous	army::RightX	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b278	108		0	ambiguous	army::LeftX	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b2e4	110		0	ambiguous	army::FrontX	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b354	68		0	ambiguous	army::get_second_grid_index	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b398	78		0	ambiguous	army::is_adjacent	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b3e8	62		0	ambiguous	army::is_adjacent	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4b428	42		0	ambiguous	army::OtherArmyAdjacent	gap 14 dc vs 7 retail [0x45d30..0x46720]
army	0x4c004	128		0	ambiguous	army::cast_resurrect	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c084	108		0	ambiguous	army::cast_demonic_resurrect	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c0f0	100		0	ambiguous	group_has_melee	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c154	100		0	ambiguous	group_has_shooters	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c1b8	86		0	ambiguous	group_has_dragons	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c210	356		0	ambiguous	is_valid_caliph_spell	gap 6 dc vs 1 retail [0x476c0..0x47eb0]
army	0x4c3ac	186		0	ambiguous	army::cast_caliph_spell	gap 1 dc vs 2 retail [0x47eb0..0x48260]
army	0x4c778	180		0	ambiguous	army::consider_attack	gap 1 dc vs 2 retail [0x48260..0x48ab0]
armygrp	0x4eb88	54		0	ambiguous	armyGroup::HasSomeUndead	gap 2 dc vs 1 retail [0x4ab20..0x4ab80]
armygrp	0x4ebc0	16		0	ambiguous	armyGroup::Dismiss	gap 2 dc vs 1 retail [0x4ab20..0x4ab80]
armygrp	0x4ebf0	166		0	ambiguous	armyGroup::GetAlignments	gap 2 dc vs 1 retail [0x4ab80..0x4ac50]
armygrp	0x4ec98	22		0	ambiguous	armyGroup::GetHomogeneityMoraleAdjust	gap 2 dc vs 1 retail [0x4ab80..0x4ac50]
armygrp	0x4ee08	384		0	ambiguous	armyGroup::DamageGroup	gap 3 dc vs 2 retail [0x4ad60..0x4ade0]
armygrp	0x4ef88	46		0	ambiguous	armyGroup::get_creature_total	gap 3 dc vs 2 retail [0x4ad60..0x4ade0]
armygrp	0x4efb8	50		0	ambiguous	armyGroup::get_creature_total	gap 3 dc vs 2 retail [0x4ad60..0x4ade0]
armygrp	0x4f078	232	0x4ae60	666	forced	armyGroup::GetMorale	gap of 1 [0x4ade0..0x4b100]
armygrp	0x4f708	938	0x4b960	2137	forced	armyGroup::get_morale_description	gap of 2 [0x4b820..0x4c590]
armygrp	0x4fab4	482	0x4c1c0	965	forced	armyGroup::get_luck_description	gap of 2 [0x4b820..0x4c590]
bitmap816	0x53c5c	260		0	ambiguous	Bitmap816::import	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x53d60	144		0	ambiguous	Bitmap816::clear	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x53df0	498		0	ambiguous	Bitmap816::importPCXFile	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x53fe4	196		0	ambiguous	Bitmap816::zBufferDraw	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x540a8	264		0	ambiguous	Bitmap816::Draw	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x541b0	122		0	ambiguous	Bitmap816::Draw	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x5422c	78		0	ambiguous	Bitmap816::zBufferDraw	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x5427c	24		0	ambiguous	Bitmap816::SetPalette	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
bitmap816	0x54294	6		0	ambiguous	Bitmap816::SetPalette	gap 9 dc vs 8 retail [0x4f9d0..0x4fe80]
border	0x54408	54		0	ambiguous	border::initialize	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54440	336		0	ambiguous	border::Main	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54590	4		0	ambiguous	border::handle_click	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54594	4		0	ambiguous	border::zBufferDraw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54598	4		0	ambiguous	border::Draw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x5459c	120		0	ambiguous	coloredBorder::coloredBorder	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54614	4		0	ambiguous	coloredBorder::zBufferDraw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54618	56		0	ambiguous	coloredBorder::Draw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54650	128		0	ambiguous	coloredBorderFrame::coloredBorderFrame	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x546d0	4		0	ambiguous	coloredBorderFrame::zBufferDraw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x546d4	110		0	ambiguous	coloredBorderFrame::Draw	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x54744	124		0	ambiguous	coloredBorderFrame::Main	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x547c0	160		0	ambiguous	bitmapBorder::bitmapBorder	gap 13 dc vs 8 retail [0x4ff50..0x50390]
border	0x5489c	96		0	ambiguous	bitmapBorder::zBufferDraw	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x548fc	74		0	ambiguous	bitmapBorder::Draw	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x54948	32		0	ambiguous	bitmapBorder::GetRealWidth	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x54968	32		0	ambiguous	bitmapBorder::GetRealHeight	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x54988	56		0	ambiguous	bitmapBorder::SetPalette	gap 5 dc vs 4 retail [0x50390..0x504c0]
border	0x54a20	118		0	ambiguous	bitmapBorder::Main	gap 2 dc vs 3 retail [0x50520..0x50750]
border	0x54a98	208		0	ambiguous	bitmapBorder16::bitmapBorder16	gap 2 dc vs 3 retail [0x50520..0x50750]
border	0x54ba4	4		0	ambiguous	bitmapBorder16::zBufferDraw	gap 2 dc vs 1 retail [0x50750..0x50810]
border	0x54ba8	72		0	ambiguous	bitmapBorder16::Draw	gap 2 dc vs 1 retail [0x50750..0x50810]
button	0x57234	50		0	ambiguous	button::SetPalette	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57268	102		0	ambiguous	button::initialize	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x572d0	1120		0	ambiguous	button::Main	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57730	290		0	ambiguous	button::Select	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57854	188		0	ambiguous	button::Deselect	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57910	18		0	ambiguous	button::GetRealWidth	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57924	18		0	ambiguous	button::GetRealHeight	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57938	4		0	ambiguous	button::zBufferDraw	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x5793c	230		0	ambiguous	button::Draw	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57a24	4		0	ambiguous	button::Dim	gap 10 dc vs 3 retail [0x560f0..0x569e0]
button	0x57a5c	88		0	ambiguous	textButton::textButton	gap 2 dc vs 3 retail [0x569e0..0x56bf0]
button	0x57ab4	168		0	ambiguous	textButton::textButton	gap 2 dc vs 3 retail [0x569e0..0x56bf0]
button	0x57b98	180		0	ambiguous	textButton::Draw	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57c4c	144		0	ambiguous	type_func_button::type_func_button	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57cdc	106		0	ambiguous	type_func_button::type_func_button	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57d48	92		0	ambiguous	type_func_button::Main	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57da4	24		0	ambiguous	button::SetText	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57dbc	36		0	ambiguous	CSprite::GetPalette24	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57de0	52		0	ambiguous	button::`scalar deleting destructor'	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57e14	52		0	ambiguous	textButton::`scalar deleting destructor'	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
button	0x57e48	52		0	ambiguous	type_func_button::`scalar deleting destructor'	gap 9 dc vs 3 retail [0x56bf0..0x56db0]
cmbtmgr	0x5d538	212		0	ambiguous	combatManager::LoadWallTraitsTable	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5d60c	1634		0	ambiguous	combatManager::Open	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5dc70	336		0	ambiguous	combatManager::Close	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5ddc0	498		0	ambiguous	combatManager::LoadIcons	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5dfb4	230		0	ambiguous	combatManager::FreeIcons	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e09c	826		0	ambiguous	combatManager::LoadArmies	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e3d8	140		0	ambiguous	combatManager::FreeArmies	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e464	554		0	ambiguous	combatManager::SetupCombat	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e690	696		0	ambiguous	combatManager::InitNonVisualVars	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e948	100		0	ambiguous	combatManager::CheckNativeTerrain	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5e9ac	402		0	ambiguous	combatManager::SetupAdjacencyArray	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5eb40	358		0	ambiguous	combatManager::UpdateArmyGroup	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5eca8	192		0	ambiguous	combatManager::GenerateMap	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5ed68	490		0	ambiguous	combatManager::DetermineCombatTerrain	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5ef54	260		0	ambiguous	combatManager::GetBackgroundName	gap 15 dc vs 17 retail [0x62760..0x647a0]
cmbtmgr	0x5f1d0	222		0	ambiguous	combatManager::CombineGroups	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5f2b0	274		0	ambiguous	combatManager::CheckApplyGoodMorale	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5f3c4	338		0	ambiguous	combatManager::CheckApplyBadMorale	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5f518	1052		0	ambiguous	combatManager::NextArmy	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5f934	478		0	ambiguous	combatManager::SetNextArmy	gap 5 dc vs 6 retail [0x647a0..0x65830]
cmbtmgr	0x5fd10	412		0	ambiguous	combatManager::DamageWall	gap 4 dc vs 3 retail [0x65970..0x65fe0]
cmbtmgr	0x5feac	880		0	ambiguous	combatManager::KeepAttack	gap 4 dc vs 3 retail [0x65970..0x65fe0]
cmbtmgr	0x6021c	4		0	ambiguous	combatManager::ComputeDamageModifier	gap 4 dc vs 3 retail [0x65970..0x65fe0]
cmbtmgr	0x60220	248		0	ambiguous	combatManager::ExperienceValueOfStack	gap 4 dc vs 3 retail [0x65970..0x65fe0]
cmbtmgr	0x60354	482		0	ambiguous	combatManager::place_obstacle	gap 3 dc vs 4 retail [0x65fe0..0x669b0]
cmbtmgr	0x60538	994		0	ambiguous	combatManager::SetupAndLoadObstacles	gap 3 dc vs 4 retail [0x65fe0..0x669b0]
cmbtmgr	0x6091c	180		0	ambiguous	combatManager::PlaceLargeObstacle	gap 3 dc vs 4 retail [0x65fe0..0x669b0]
cmbtmgr	0x610e0	126		0	ambiguous	combatManager::TestRaiseDoor	gap 1 dc vs 0 retail [0x672e0..0x67460]
cmbtmgr	0x619a8	1208	0x67db0	1130	forced	combatManager::ShootAnimatedMissile	gap of 1 [0x67a00..0x68220]
cmbtmgr	0x62f00	228		0	ambiguous	combatManager::UpdateArmyLuckAndMorale	gap 3 dc vs 2 retail [0x69670..0x69a10]
cmbtmgr	0x62fe4	642		0	ambiguous	combatManager::GetMissileStartingPosition	gap 3 dc vs 2 retail [0x69670..0x69a10]
cmbtmgr	0x63268	90		0	ambiguous	combatManager::DoorCanBeLowered	gap 3 dc vs 2 retail [0x69670..0x69a10]
cmbtmgr	0x6359c	172		0	ambiguous	combatManager::RaiseSkeletons	gap 3 dc vs 4 retail [0x69dc0..0x6a350]
cmbtmgr	0x63648	188		0	ambiguous	combatManager::LearnSpellFromEagleEye	gap 3 dc vs 4 retail [0x69dc0..0x6a350]
cmbtmgr	0x63704	392		0	ambiguous	combatManager::LootDeadHero	gap 3 dc vs 4 retail [0x69dc0..0x6a350]
command	0x6c070	2824		0	ambiguous	combatManager::ProcessCombatMsg	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cb78	264		0	ambiguous	combatManager::DoKeyboardNavigation	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cc80	64		0	ambiguous	combatManager::InitMouse	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6ccc0	268		0	ambiguous	combatManager::MoveCursor	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cdcc	94		0	ambiguous	combatManager::MoveCursorCombatXY	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6ce2c	50		0	ambiguous	combatManager::GetHexXY	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6ce60	132		0	ambiguous	combatManager::MoveCursorTo	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cee4	258		0	ambiguous	combatManager::MoveCursorMenu	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6cfe8	26		0	ambiguous	combatManager::ClientToCombat	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6d004	92		0	ambiguous	combatManager::CombatToScreen	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6d060	616		0	ambiguous	combatManager::ResetRound	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6d2c8	360		0	ambiguous	combatManager::auto_resolve_combat	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6d430	214		0	ambiguous	combatManager::CheckWin	gap 13 dc vs 4 retail [0x74bf0..0x763f0]
command	0x6e990	128		0	ambiguous	combatManager::DoSurrender	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6ea10	264		0	ambiguous	combatManager::CheckChangeSelector	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6eb18	164		0	ambiguous	combatManager::TurnOffSelector	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6ebbc	348		0	ambiguous	combatManager::CheckChangeHighlighter	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6ed18	164		0	ambiguous	combatManager::TurnOffHighlighter	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6edbc	162		0	ambiguous	combatManager::CheckCastleAttack	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6ee60	824		0	ambiguous	combatManager::CheckGetAIMove	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f198	1116		0	ambiguous	combatManager::GetControl	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f5f4	112		0	ambiguous	combatManager::ResetMouse	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f664	448		0	ambiguous	combatManager::process_move_then_attack	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f824	352		0	ambiguous	combatManager::process_first_aid	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x6f984	2090		0	ambiguous	combatManager::ProcessNextAction	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x701b0	266		0	ambiguous	combatManager::ResetCyclingCreatures	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x702bc	218		0	ambiguous	combatManager::ResetCycleTimers	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x70398	40		0	ambiguous	combatManager::SetCombatViewArmy	gap 16 dc vs 13 retail [0x77a00..0x7a100]
command	0x703c0	180		0	ambiguous	combatManager::SetCombatGrid	gap 16 dc vs 13 retail [0x77a00..0x7a100]
csprite	0x72418	24		0	ambiguous	CSprite::AddFrame	gap 4 dc vs 1 retail [0x7baf0..0x7bb80]
csprite	0x72430	92		0	ambiguous	CSprite::AddFrame	gap 4 dc vs 1 retail [0x7baf0..0x7bb80]
csprite	0x7248c	58		0	ambiguous	CSprite::AddFrame	gap 4 dc vs 1 retail [0x7baf0..0x7bb80]
csprite	0x724c8	24		0	ambiguous	CSprite::AddFrame	gap 4 dc vs 1 retail [0x7baf0..0x7bb80]
csprite	0x7258c	44		0	ambiguous	CSprite::GetPalette	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x725b8	112		0	ambiguous	CSprite::GetPalette	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72628	60		0	ambiguous	CSprite::ColorCycle	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72664	144		0	ambiguous	CSprite::Draw	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x726f4	144		0	ambiguous	CSprite::DrawCreature	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72784	144		0	ambiguous	CSprite::DrawCreatureAlpha	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72814	134		0	ambiguous	CSprite::DrawAdvObj	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x7289c	168		0	ambiguous	CSprite::DrawAdvObjWithFlag	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72944	140		0	ambiguous	CSprite::DrawAdvObjWithFlagAlpha	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x729d0	134		0	ambiguous	CSprite::DrawAdvObjShadow	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72a58	106		0	ambiguous	CSprite::DrawPointer	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72ac4	134		0	ambiguous	CSprite::DrawInterface	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72b4c	140		0	ambiguous	CSprite::DrawTile	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72bd8	140		0	ambiguous	CSprite::DrawTileShadow	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72c64	172		0	ambiguous	CSprite::DrawShroudTile	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72d10	136		0	ambiguous	CSprite::DrawHero	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72d98	136		0	ambiguous	CSprite::DrawHeroShadow	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72e20	136		0	ambiguous	CSprite::DrawHeroAlpha	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72ea8	140		0	ambiguous	CSprite::DrawCombatHero	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72f34	142		0	ambiguous	CSprite::DrawSpellEffect	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x72fc4	156		0	ambiguous	CSprite::DrawAdvObjWithFlagScaled50	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x73060	120		0	ambiguous	CSprite::DrawAdvObjShadowScaled50	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x730d8	138		0	ambiguous	CSprite::DrawTileScaled50	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x73164	132		0	ambiguous	CSprite::DrawAdvObjWithFlagScaled25	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x731e8	120		0	ambiguous	CSprite::DrawAdvObjShadowScaled25	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x73260	138		0	ambiguous	CSprite::DrawTileScaled25	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x732ec	200		0	ambiguous	CSprite::GetSpriteType	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
csprite	0x733b4	120		0	ambiguous	CSprite::GetSpriteTypeName	gap 28 dc vs 17 retail [0x7bc00..0x7c1d0]
cspriteframe	0x748ac	106		0	ambiguous	CSpriteFrame::clear	gap 1 dc vs 0 retail [0x7c430..0x7c460]
drawing	0x83e58	52		0	ambiguous	combatManager::UpdateCombatArea	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x83e8c	52		0	ambiguous	combatManager::FullUpdate	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x83ec0	38		0	ambiguous	combatManager::UpdateCombatArea	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x83ee8	156		0	ambiguous	combatManager::UpdateCombatArea	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x83f84	214		0	ambiguous	combatManager::ScrollCombatArea	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x8405c	376		0	ambiguous	combatManager::ScrollTo	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x841d4	82		0	ambiguous	combatManager::ScrollTo	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x84228	30		0	ambiguous	combatManager::ScrollToPixel	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x84248	96		0	ambiguous	combatManager::ScrollTo	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x842a8	374		0	ambiguous	combatManager::SetupGridForArmy	gap 10 dc vs 2 retail [0x93710..0x93930]
drawing	0x847dc	488		0	ambiguous	combatManager::DrawBackground	gap 4 dc vs 3 retail [0x93930..0x94440]
drawing	0x849c4	980		0	ambiguous	combatManager::UpdateMouseGrid	gap 4 dc vs 3 retail [0x93930..0x94440]
drawing	0x84d98	20		0	ambiguous	$E507	gap 4 dc vs 3 retail [0x93930..0x94440]
drawing	0x84dac	128		0	ambiguous	combatManager::UpdateMouseGrid	gap 4 dc vs 3 retail [0x93930..0x94440]
drawing	0x853f4	132		0	ambiguous	combatManager::DrawObstacleAt	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85478	858		0	ambiguous	combatManager::DrawWallAt	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x857d4	112		0	ambiguous	combatManager::DrawDeadOccupants	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85844	308		0	ambiguous	combatManager::DrawOccupant	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85978	206		0	ambiguous	combatManager::DrawArcher	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85a48	264		0	ambiguous	combatManager::DrawCreature	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85b50	218		0	ambiguous	combatManager::DrawCreatureAlpha	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85c2c	210		0	ambiguous	combatManager::DrawCombatHero	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85d00	316		0	ambiguous	combatManager::DrawSpellEffect	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85e3c	222		0	ambiguous	combatManager::DrawSpriteObject	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85f1c	84		0	ambiguous	combatManager::DrawCreatureAndHeroSubwindows	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85f70	100		0	ambiguous	combatManager::DrawObstacle	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x85fd4	194		0	ambiguous	combatManager::DrawWall	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x86098	308		0	ambiguous	combatManager::DrawObject	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x861cc	434		0	ambiguous	combatManager::DrawMoatOverlay	gap 15 dc vs 12 retail [0x94440..0x95bf0]
drawing	0x866ac	270	0x95f50	380	forced	combatManager::ComputeExtent	gap of 1 [0x95bf0..0x960d0]
events	0x903b4	676		0	ambiguous	advManager::DoEventShipyard	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90658	102		0	ambiguous	advManager::DoEventAnchor	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x906c0	22		0	ambiguous	advManager::EventSound	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x906d8	316		0	ambiguous	advManager::DoEventArena	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90814	100		0	ambiguous	advManager::GiveArtifact	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90878	98		0	ambiguous	advManager::DoEventFreeArtifact	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x908dc	508		0	ambiguous	advManager::FightForArtifact	gap 9 dc vs 6 retail [0x9e170..0x9f040]
events	0x90ad8	384		0	ambiguous	advManager::PayForArtifact	gap 9 dc vs 6 retail [0x9e170..0x9f040]
