# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
proc,module,kind,sp_offset,type,name
std::allocator<type_event_record *>::allocate,event_record.obj,param,sp+0x1c,0x117B,__formal
std::allocator<type_event_record *>::deallocate,event_record.obj,param,sp+0x14,0x367A,__p
std::allocator<type_event_record *>::deallocate,event_record.obj,param,sp+0x18,T_UINT4(0075),__n
std::uninitialized_copy,event_record.obj,param,sp+0x20,0x537D,__first
std::uninitialized_copy,event_record.obj,param,sp+0x24,0x537D,__last
std::uninitialized_copy,event_record.obj,param,sp+0x28,0x537D,__result
std::uninitialized_fill_n,event_record.obj,param,sp+0x20,0x537D,__first
std::uninitialized_fill_n,event_record.obj,param,sp+0x24,T_UINT4(0075),__n
std::uninitialized_fill_n,event_record.obj,param,sp+0x28,0x5378,__x
"std::vector<type_record_shroud::type_shroud_change,std::allocator<type_record_shroud::type_shroud_change> >::_M_allocate_and_copy",event_record.obj,param,sp+0x20,0x536F,this
"std::vector<type_record_shroud::type_shroud_change,std::allocator<type_record_shroud::type_shroud_change> >::_M_allocate_and_copy",event_record.obj,param,sp+0x24,T_UINT4(0075),__n
"std::vector<type_record_shroud::type_shroud_change,std::allocator<type_record_shroud::type_shroud_change> >::_M_allocate_and_copy",event_record.obj,param,sp+0x28,0x537D,__first
"std::vector<type_record_shroud::type_shroud_change,std::allocator<type_record_shroud::type_shroud_change> >::_M_allocate_and_copy",event_record.obj,param,sp+0x2c,0x537D,__last
std::uninitialized_copy,event_record.obj,param,sp+0x20,0x367A,__first
std::uninitialized_copy,event_record.obj,param,sp+0x24,0x367A,__last
std::uninitialized_copy,event_record.obj,param,sp+0x28,0x367A,__result
std::uninitialized_fill_n,event_record.obj,param,sp+0x20,0x367A,__first
std::uninitialized_fill_n,event_record.obj,param,sp+0x24,T_UINT4(0075),__n
std::uninitialized_fill_n,event_record.obj,param,sp+0x28,0x367E,__x
"std::vector<type_event_record *,std::allocator<type_event_record *> >::_M_allocate_and_copy",event_record.obj,param,sp+0x20,0x36C6,this
"std::vector<type_event_record *,std::allocator<type_event_record *> >::_M_allocate_and_copy",event_record.obj,param,sp+0x24,T_UINT4(0075),__n
"std::vector<type_event_record *,std::allocator<type_event_record *> >::_M_allocate_and_copy",event_record.obj,param,sp+0x28,0x367A,__first
"std::vector<type_event_record *,std::allocator<type_event_record *> >::_M_allocate_and_copy",event_record.obj,param,sp+0x2c,0x367A,__last
std::value_type,event_record.obj,param,sp+0x0,0x539B,__formal
std::__destroy,event_record.obj,param,sp+0x18,0x537D,__first
std::__destroy,event_record.obj,param,sp+0x1c,0x537D,__last
std::__destroy,event_record.obj,param,sp+0x20,0x537D,__formal
std::iterator_category,event_record.obj,param,sp+0x4,T_NOTYPE(0000),__$ReturnUdt
std::iterator_category,event_record.obj,param,sp+0x8,0x367C,__formal
std::distance_type,event_record.obj,param,sp+0x0,0x367C,__formal
std::__copy,event_record.obj,param,sp+0x0,0x367A,__first
std::__copy,event_record.obj,param,sp+0x4,0x367A,__last
std::__copy,event_record.obj,param,sp+0x8,0x367A,__result
std::__copy,event_record.obj,param,sp+0xc,0x123C,__formal
std::__copy,event_record.obj,param,sp+0x10,T_32PINT4(0474),__formal
std::value_type,event_record.obj,param,sp+0x0,0x367C,__formal
std::__destroy,event_record.obj,param,sp+0x18,0x367A,__first
std::__destroy,event_record.obj,param,sp+0x1c,0x367A,__last
std::__destroy,event_record.obj,param,sp+0x20,0x367A,__formal
std::iterator_category,event_record.obj,param,sp+0x4,T_NOTYPE(0000),__$ReturnUdt
std::iterator_category,event_record.obj,param,sp+0x8,0x539B,__formal
std::distance_type,event_record.obj,param,sp+0x0,0x539B,__formal
std::__copy,event_record.obj,param,sp+0x8,0x537D,__first
std::__copy,event_record.obj,param,sp+0xc,0x537D,__last
std::__copy,event_record.obj,param,sp+0x10,0x537D,__result
std::__copy,event_record.obj,param,sp+0x14,0x123C,__formal
std::__copy,event_record.obj,param,sp+0x18,T_32PINT4(0474),__formal
std::__stl_alloc_rebind,event_record.obj,param,sp+0x0,0x53B2,__a
std::__stl_alloc_rebind,event_record.obj,param,sp+0x4,0x367C,__formal
std::__uninitialized_copy,event_record.obj,param,sp+0x18,0x537D,__first
std::__uninitialized_copy,event_record.obj,param,sp+0x1c,0x537D,__last
std::__uninitialized_copy,event_record.obj,param,sp+0x20,0x537D,__result
std::__uninitialized_copy,event_record.obj,param,sp+0x24,0x537D,__formal
std::__uninitialized_fill_n,event_record.obj,param,sp+0x18,0x537D,__first
std::__uninitialized_fill_n,event_record.obj,param,sp+0x1c,T_UINT4(0075),__n
std::__uninitialized_fill_n,event_record.obj,param,sp+0x20,0x5378,__x
std::__uninitialized_fill_n,event_record.obj,param,sp+0x24,0x537D,__formal
std::__uninitialized_copy,event_record.obj,param,sp+0x18,0x367A,__first
std::__uninitialized_copy,event_record.obj,param,sp+0x1c,0x367A,__last
std::__uninitialized_copy,event_record.obj,param,sp+0x20,0x367A,__result
std::__uninitialized_copy,event_record.obj,param,sp+0x24,0x367A,__formal
std::__uninitialized_fill_n,event_record.obj,param,sp+0x18,0x367A,__first
std::__uninitialized_fill_n,event_record.obj,param,sp+0x1c,T_UINT4(0075),__n
std::__uninitialized_fill_n,event_record.obj,param,sp+0x20,0x367E,__x
std::__uninitialized_fill_n,event_record.obj,param,sp+0x24,0x367A,__formal
std::__destroy_aux,event_record.obj,param,sp+0x1c,0x537D,__first
std::__destroy_aux,event_record.obj,param,sp+0x20,0x537D,__last
std::__destroy_aux,event_record.obj,param,sp+0x24,0x1310,__formal
std::__destroy_aux,event_record.obj,param,sp+0x1c,0x367A,__first
std::__destroy_aux,event_record.obj,param,sp+0x20,0x367A,__last
std::__destroy_aux,event_record.obj,param,sp+0x24,0x1310,__formal
std::__uninitialized_copy_aux,event_record.obj,param,sp+0x20,0x537D,__first
std::__uninitialized_copy_aux,event_record.obj,param,sp+0x24,0x537D,__last
std::__uninitialized_copy_aux,event_record.obj,param,sp+0x28,0x537D,__result
std::__uninitialized_copy_aux,event_record.obj,param,sp+0x2c,0x1310,__formal
std::__uninitialized_fill_n_aux,event_record.obj,param,sp+0x20,0x537D,__first
std::__uninitialized_fill_n_aux,event_record.obj,param,sp+0x24,T_UINT4(0075),__n
std::__uninitialized_fill_n_aux,event_record.obj,param,sp+0x28,0x5378,__x
std::__uninitialized_fill_n_aux,event_record.obj,param,sp+0x2c,0x1310,__formal
std::__uninitialized_copy_aux,event_record.obj,param,sp+0x20,0x367A,__first
std::__uninitialized_copy_aux,event_record.obj,param,sp+0x24,0x367A,__last
std::__uninitialized_copy_aux,event_record.obj,param,sp+0x28,0x367A,__result
std::__uninitialized_copy_aux,event_record.obj,param,sp+0x2c,0x1310,__formal
std::__uninitialized_fill_n_aux,event_record.obj,param,sp+0x20,0x367A,__first
std::__uninitialized_fill_n_aux,event_record.obj,param,sp+0x24,T_UINT4(0075),__n
std::__uninitialized_fill_n_aux,event_record.obj,param,sp+0x28,0x367E,__x
std::__uninitialized_fill_n_aux,event_record.obj,param,sp+0x2c,0x1310,__formal
std::destroy,event_record.obj,param,sp+0x18,0x537D,__pointer
std::destroy,event_record.obj,param,sp+0x18,0x367A,__pointer
CDPlay::CDPlay,dxplay.obj,param,sp+0x1c,0x53F6,this
CDPlay::~CDPlay,dxplay.obj,param,sp+0x14,0x53F6,this
CDPlay::Init,dxplay.obj,param,sp+0x0,0x53F6,this
CDPlay::InitConnection,dxplay.obj,param,sp+0x18,0x53F6,this
CDPlay::InitConnection,dxplay.obj,param,sp+0x1c,0x294D,pConnection
CDPlay::HostSession,dxplay.obj,param,sp+0x0,0x53F6,this
CDPlay::HostSession,dxplay.obj,param,sp+0x4,T_32PRCHAR(0470),sessionName
CDPlay::HostSession,dxplay.obj,param,sp+0x8,T_ULONG(0022),dwFlags
CDPlay::HostSession,dxplay.obj,param,sp+0xc,T_ULONG(0022),maxPlayers
CDPlay::HostSession,dxplay.obj,param,sp+0x10,T_32PRCHAR(0470),password
CDPlay::JoinSession,dxplay.obj,param,sp+0x0,0x53F6,this
CDPlay::JoinSession,dxplay.obj,param,sp+0x4,0x1124,lpSessionGuid
CDPlay::JoinSession,dxplay.obj,param,sp+0x8,T_32PRCHAR(0470),pPassword
CDPlay::GetCurrSession,dxplay.obj,param,sp+0x24,0x53F6,this
CDPlay::GetCurrSession,dxplay.obj,local,sp+0x10,T_ULONG(0022),dwSize
CDPlay::UpdateSessionDesc,dxplay.obj,param,sp+0x18,0x53F6,this
CDPlay::UpdateSessionDesc,dxplay.obj,param,sp+0x1c,0x120A,lpSessionDesc
CDPlay::CreatePlayer,dxplay.obj,param,sp+0x4c,0x53F6,this
CDPlay::CreatePlayer,dxplay.obj,param,sp+0x50,T_32PRCHAR(0470),sPlayerName
CDPlay::CreatePlayer,dxplay.obj,param,sp+0x54,T_32PVOID(0403),lpData
CDPlay::CreatePlayer,dxplay.obj,param,sp+0x58,T_ULONG(0022),dwSize
CDPlay::CreatePlayer,dxplay.obj,param,sp+0x5c,T_32PVOID(0403),hEvent
CDPlay::CreatePlayer,dxplay.obj,local,sp+0x1c,T_ULONG(0022),dpID
CDPlay::CreatePlayer,dxplay.obj,local,sp+0x20,0x16B8,name
CDPlay::DestroyPlayer,dxplay.obj,param,sp+0x18,0x53F6,this
CDPlay::DestroyPlayer,dxplay.obj,param,sp+0x1c,T_ULONG(0022),playerId
CDPlay::CreateGroup,dxplay.obj,param,sp+0x3c,0x53F6,this
CDPlay::CreateGroup,dxplay.obj,param,sp+0x40,T_32PRCHAR(0470),sGroupName
CDPlay::CreateGroup,dxplay.obj,param,sp+0x44,T_32PVOID(0403),pGroupData
CDPlay::CreateGroup,dxplay.obj,param,sp+0x48,T_ULONG(0022),dwGroupDataSize
CDPlay::CreateGroup,dxplay.obj,param,sp+0x4c,T_UCHAR(0020),stagingArea
CDPlay::CreateGroup,dxplay.obj,local,sp+0x18,T_ULONG(0022),dpId
CDPlay::CreateGroup,dxplay.obj,local,sp+0x1c,0x16B8,dpName
CDPlay::CreateGroupInGroup,dxplay.obj,param,sp+0x44,0x53F6,this
CDPlay::CreateGroupInGroup,dxplay.obj,param,sp+0x48,T_ULONG(0022),dpidParent
CDPlay::CreateGroupInGroup,dxplay.obj,param,sp+0x4c,T_32PRCHAR(0470),sGroupName
CDPlay::CreateGroupInGroup,dxplay.obj,param,sp+0x50,T_32PVOID(0403),pGroupData
CDPlay::CreateGroupInGroup,dxplay.obj,param,sp+0x54,T_ULONG(0022),dataSize
CDPlay::CreateGroupInGroup,dxplay.obj,param,sp+0x58,T_UCHAR(0020),stagingArea
CDPlay::CreateGroupInGroup,dxplay.obj,local,sp+0x1c,T_ULONG(0022),dpId
CDPlay::CreateGroupInGroup,dxplay.obj,local,sp+0x20,0x16B8,dpName
CDPlay::DestroyGroup,dxplay.obj,param,sp+0x18,0x53F6,this
CDPlay::DestroyGroup,dxplay.obj,param,sp+0x1c,T_ULONG(0022),groupId
CDPlay::DeleteGroupFromGroup,dxplay.obj,param,sp+0x18,0x53F6,this
CDPlay::DeleteGroupFromGroup,dxplay.obj,param,sp+0x1c,T_ULONG(0022),dpidParent
CDPlay::DeleteGroupFromGroup,dxplay.obj,param,sp+0x20,T_ULONG(0022),dpidGroup
CDPlay::EnumConnections,dxplay.obj,param,sp+0x1c,0x53F6,this
CDPlay::EnumConnections,dxplay.obj,param,sp+0x20,0x295A,pConnectionArray
CDPlay::StartSession,dxplay.obj,param,sp+0x18,0x53F6,this
CDPlay::StartSession,dxplay.obj,param,sp+0x1c,T_ULONG(0022),groupId
CDPlay::CloseSession,dxplay.obj,param,sp+0x18,0x53F6,this
CDPlay::EnumGroups,dxplay.obj,param,sp+0x24,0x53F6,this
CDPlay::EnumGroups,dxplay.obj,param,sp+0x28,0x297C,pGroupArray
CDPlay::EnumGroups,dxplay.obj,param,sp+0x2c,0x1124,lpGuidInstance
CDPlay::EnumGroups,dxplay.obj,param,sp+0x30,T_ULONG(0022),dwFlags
CDPlay::EnumPlayers,dxplay.obj,param,sp+0x24,0x53F6,this
CDPlay::EnumPlayers,dxplay.obj,param,sp+0x28,0x53EE,pPlayerArray
CDPlay::EnumPlayers,dxplay.obj,param,sp+0x2c,0x1124,lpGuidInstance
CDPlay::EnumPlayers,dxplay.obj,param,sp+0x30,T_ULONG(0022),dwFlags
CDPlay::EnumGroupPlayers,dxplay.obj,param,sp+0x2c,0x53F6,this
CDPlay::EnumGroupPlayers,dxplay.obj,param,sp+0x30,0x53EE,pPlayerArray
CDPlay::EnumGroupPlayers,dxplay.obj,param,sp+0x34,T_ULONG(0022),dpidGroup
CDPlay::EnumGroupPlayers,dxplay.obj,param,sp+0x38,0x1124,lpGuidInstance
CDPlay::EnumGroupPlayers,dxplay.obj,param,sp+0x3c,T_ULONG(0022),dwFlags
CDPlay::EnumSessions,dxplay.obj,param,sp+0x78,0x53F6,this
CDPlay::EnumSessions,dxplay.obj,param,sp+0x7c,0x2979,pSessionArray
CDPlay::EnumSessions,dxplay.obj,param,sp+0x80,T_ULONG(0022),timeOut
CDPlay::EnumSessions,dxplay.obj,param,sp+0x84,T_ULONG(0022),dwFlags
CDPlay::EnumSessions,dxplay.obj,local,sp+0x18,0x10F0,dpDesc
CDPlay::SendChat,dxplay.obj,param,sp+0x28,0x53F6,this
CDPlay::SendChat,dxplay.obj,param,sp+0x2c,T_32PRCHAR(0470),sMsg
CDPlay::SendChat,dxplay.obj,param,sp+0x30,T_ULONG(0022),idFrom
CDPlay::SendChat,dxplay.obj,param,sp+0x34,T_ULONG(0022),idTo
CDPlay::SendChat,dxplay.obj,local,sp+0x14,0x29D3,dpChat
CDPlay::Send,dxplay.obj,param,sp+0x2c,0x53F6,this
CDPlay::Send,dxplay.obj,param,sp+0x30,T_32PVOID(0403),lpData
CDPlay::Send,dxplay.obj,param,sp+0x34,T_ULONG(0022),dwSize
CDPlay::Send,dxplay.obj,param,sp+0x38,T_ULONG(0022),idFrom
CDPlay::Send,dxplay.obj,param,sp+0x3c,T_ULONG(0022),idTo
CDPlay::Send,dxplay.obj,param,sp+0x40,T_UCHAR(0020),guaranteed
CDPlay::Receive,dxplay.obj,param,sp+0x38,0x53F6,this
CDPlay::Receive,dxplay.obj,param,sp+0x3c,T_32PULONG(0422),pFromID
CDPlay::Receive,dxplay.obj,param,sp+0x40,T_32PULONG(0422),pToID
CDPlay::Receive,dxplay.obj,param,sp+0x44,0x298D,pMsg
CDPlay::Receive,dxplay.obj,param,sp+0x48,T_ULONG(0022),dwFlags
CDPlay::Receive,dxplay.obj,local,sp+0x18,T_ULONG(0022),buffSize
CDPlay::FlushReceiveQueue,dxplay.obj,param,fp+0x20,0x53F6,this
CDPlay::FlushReceiveQueue,dxplay.obj,local,sp+0x1c,T_ULONG(0022),to
CDPlay::FlushReceiveQueue,dxplay.obj,local,sp+0x18,T_ULONG(0022),buffSize
CDPlay::FlushReceiveQueue,dxplay.obj,local,sp+0x20,T_ULONG(0022),from
CDPlay::FlushReceiveQueue,dxplay.obj,local,sp+0x24,0x2984,msg
CDPlay::AddSessionEnum,dxplay.obj,param,sp+0x1c,0x53F6,this
CDPlay::AddSessionEnum,dxplay.obj,param,sp+0x20,0x10F2,lpDPSessionDesc
CDPlay::AddSessionEnum,dxplay.obj,param,sp+0x24,T_ULONG(0022),dwFlags
CDPlay::ReceiveSystemMsg,dxplay.obj,param,sp+0x20,0x53F6,this
CDPlay::ReceiveSystemMsg,dxplay.obj,param,sp+0x24,T_ULONG(0022),toID
CDPlay::ReceiveSystemMsg,dxplay.obj,param,sp+0x28,0x298D,pMsg
CDPlay::AddGroupEnum,dxplay.obj,param,sp+0x20,0x53F6,this
CDPlay::AddGroupEnum,dxplay.obj,param,sp+0x24,T_ULONG(0022),dpid
CDPlay::AddGroupEnum,dxplay.obj,param,sp+0x28,0x16BA,lpName
CDPlay::AddGroupEnum,dxplay.obj,param,sp+0x2c,T_ULONG(0022),dwFlags
CDPlay::AddPlayerEnum,dxplay.obj,param,sp+0x20,0x53F6,this
CDPlay::AddPlayerEnum,dxplay.obj,param,sp+0x24,T_ULONG(0022),dpid
CDPlay::AddPlayerEnum,dxplay.obj,param,sp+0x28,0x16BA,lpName
CDPlay::AddPlayerEnum,dxplay.obj,param,sp+0x2c,T_ULONG(0022),dwFlags
CDPlay::AddConnectionEnum,dxplay.obj,param,sp+0x2c,0x53F6,this
CDPlay::AddConnectionEnum,dxplay.obj,param,sp+0x30,0x11AD,lpguidSP
CDPlay::AddConnectionEnum,dxplay.obj,param,sp+0x34,T_32PVOID(0403),lpConnection
CDPlay::AddConnectionEnum,dxplay.obj,param,sp+0x38,T_ULONG(0022),dwConnectionSize
CDPlay::AddConnectionEnum,dxplay.obj,param,sp+0x3c,0x16BA,lpName
CDPlay::AddConnectionEnum,dxplay.obj,param,sp+0x40,T_ULONG(0022),dwFlags
CDPlay::GetErrorDesc,dxplay.obj,param,sp+0x14,0x53F6,this
CDPlay::GetErrorDesc,dxplay.obj,param,sp+0x18,T_LONG(0012),error
CDPlay::GetErrorDesc,dxplay.obj,param,sp+0x1c,T_32PRCHAR(0470),sDesc
CDPlay::SysMsgHost,dxplay.obj,param,sp+0x0,0x53F6,this
CDPlay::SysMsgHost,dxplay.obj,param,sp+0x4,0x2A17,pSysMsg
CDPlay::SysMsgHost,dxplay.obj,param,sp+0x8,T_ULONG(0022),toID
CDPlay::SysMsgCreatePlayerOrGroup,dxplay.obj,param,sp+0x0,0x53F6,this
CDPlay::SysMsgCreatePlayerOrGroup,dxplay.obj,param,sp+0x4,0x2A2B,pSysMsg
CDPlay::SysMsgCreatePlayerOrGroup,dxplay.obj,param,sp+0x8,T_ULONG(0022),toID
CDPlay::SysMsgDestroyPlayerOrGroup,dxplay.obj,param,sp+0x0,0x53F6,this
CDPlay::SysMsgDestroyPlayerOrGroup,dxplay.obj,param,sp+0x4,0x2A2F,pSysMsg
CDPlay::SysMsgDestroyPlayerOrGroup,dxplay.obj,param,sp+0x8,T_ULONG(0022),toID
CDPlay::AddPlayerToGroup,dxplay.obj,param,sp+0x18,0x53F6,this
CDPlay::AddPlayerToGroup,dxplay.obj,param,sp+0x1c,T_ULONG(0022),groupId
CDPlay::AddPlayerToGroup,dxplay.obj,param,sp+0x20,T_ULONG(0022),playerId
CDPlay::DeletePlayerFromGroup,dxplay.obj,param,sp+0x18,0x53F6,this
CDPlay::DeletePlayerFromGroup,dxplay.obj,param,sp+0x1c,T_ULONG(0022),groupId
CDPlay::DeletePlayerFromGroup,dxplay.obj,param,sp+0x20,T_ULONG(0022),playerId
CDPlay::SetPlayerName,dxplay.obj,param,sp+0x28,0x53F6,this
CDPlay::SetPlayerName,dxplay.obj,param,sp+0x2c,T_ULONG(0022),playerId
CDPlay::SetPlayerName,dxplay.obj,param,sp+0x30,T_32PRCHAR(0470),sShort
CDPlay::SetPlayerName,dxplay.obj,param,sp+0x34,T_32PRCHAR(0470),sLong
CDPlay::SetPlayerName,dxplay.obj,param,sp+0x38,T_ULONG(0022),dwFlags
CDPlay::SetPlayerName,dxplay.obj,local,sp+0x10,0x16B8,dpn
CDPlay::GetPlayerName,dxplay.obj,param,fp+0x28,0x53F6,this
CDPlay::GetPlayerName,dxplay.obj,param,fp+0x2c,T_ULONG(0022),playerId
CDPlay::GetPlayerName,dxplay.obj,param,fp+0x30,T_32PRCHAR(0470),sShort
CDPlay::GetPlayerName,dxplay.obj,param,fp+0x34,T_INT4(0074),maxShort
CDPlay::GetPlayerName,dxplay.obj,param,fp+0x38,T_32PRCHAR(0470),sLong
CDPlay::GetPlayerName,dxplay.obj,param,fp+0x3c,T_INT4(0074),maxLong
CDPlay::GetPlayerName,dxplay.obj,local,sp+0x10,T_ULONG(0022),size
CDPlay::GetPlayerName,dxplay.obj,local,sp+0x14,0x2984,name
CDPlay::SetGroupData,dxplay.obj,param,sp+0x20,0x53F6,this
CDPlay::SetGroupData,dxplay.obj,param,sp+0x24,T_ULONG(0022),groupId
CDPlay::SetGroupData,dxplay.obj,param,sp+0x28,T_32PVOID(0403),pData
CDPlay::SetGroupData,dxplay.obj,param,sp+0x2c,T_ULONG(0022),dwDataSize
CDPlay::SetGroupData,dxplay.obj,param,sp+0x30,T_ULONG(0022),dwFlags
CDPlay::GetGroupData,dxplay.obj,param,sp+0x38,0x53F6,this
CDPlay::GetGroupData,dxplay.obj,param,sp+0x3c,T_ULONG(0022),groupId
CDPlay::GetGroupData,dxplay.obj,param,sp+0x40,T_32PULONG(0422),pdwSize
CDPlay::GetGroupData,dxplay.obj,param,sp+0x44,T_ULONG(0022),dwFlags
CDPlay::GetGroupData,dxplay.obj,local,sp+0x18,T_32PUCHAR(0420),pData
CDPlay::GetGroupData,dxplay.obj,local,sp+0x14,T_ULONG(0022),dwSize
CDPlay::SetGroupName,dxplay.obj,param,sp+0x28,0x53F6,this
CDPlay::SetGroupName,dxplay.obj,param,sp+0x2c,T_ULONG(0022),groupId
CDPlay::SetGroupName,dxplay.obj,param,sp+0x30,T_32PRCHAR(0470),sShort
CDPlay::SetGroupName,dxplay.obj,param,sp+0x34,T_32PRCHAR(0470),sLong
CDPlay::SetGroupName,dxplay.obj,param,sp+0x38,T_ULONG(0022),dwFlags
CDPlay::SetGroupName,dxplay.obj,local,sp+0x10,0x16B8,dpn
CDPlay::GetGroupName,dxplay.obj,param,fp+0x28,0x53F6,this
CDPlay::GetGroupName,dxplay.obj,param,fp+0x2c,T_ULONG(0022),groupId
CDPlay::GetGroupName,dxplay.obj,param,fp+0x30,T_32PRCHAR(0470),sShort
CDPlay::GetGroupName,dxplay.obj,param,fp+0x34,T_INT4(0074),maxShort
CDPlay::GetGroupName,dxplay.obj,param,fp+0x38,T_32PRCHAR(0470),sLong
CDPlay::GetGroupName,dxplay.obj,param,fp+0x3c,T_INT4(0074),maxLong
CDPlay::GetGroupName,dxplay.obj,local,sp+0x10,T_ULONG(0022),size
CDPlay::GetGroupName,dxplay.obj,local,sp+0x14,0x2984,name
CDPlay::SetPlayerData,dxplay.obj,param,sp+0x20,0x53F6,this
CDPlay::SetPlayerData,dxplay.obj,param,sp+0x24,T_ULONG(0022),playerId
CDPlay::SetPlayerData,dxplay.obj,param,sp+0x28,T_32PVOID(0403),pData
CDPlay::SetPlayerData,dxplay.obj,param,sp+0x2c,T_ULONG(0022),dwDataSize
CDPlay::SetPlayerData,dxplay.obj,param,sp+0x30,T_ULONG(0022),dwFlags
CDPlay::GetPlayerData,dxplay.obj,param,sp+0x38,0x53F6,this
CDPlay::GetPlayerData,dxplay.obj,param,sp+0x3c,T_ULONG(0022),playerId
CDPlay::GetPlayerData,dxplay.obj,param,sp+0x40,T_32PULONG(0422),pdwSize
CDPlay::GetPlayerData,dxplay.obj,param,sp+0x44,T_ULONG(0022),dwFlags
CDPlay::GetPlayerData,dxplay.obj,local,sp+0x18,T_32PUCHAR(0420),pData
CDPlay::GetPlayerData,dxplay.obj,local,sp+0x14,T_ULONG(0022),dwSize
CDPlay::GetPlayerAddress,dxplay.obj,param,sp+0x2c,0x53F6,this
CDPlay::GetPlayerAddress,dxplay.obj,param,sp+0x30,T_ULONG(0022),dpid
CDPlay::GetPlayerAddress,dxplay.obj,param,sp+0x34,T_32PULONG(0422),pSize
CDPlay::GetPlayerAddress,dxplay.obj,local,sp+0x10,T_ULONG(0022),size
CDPlay::GetCaps,dxplay.obj,param,sp+0x20,0x53F6,this
CDPlay::GetCaps,dxplay.obj,param,sp+0x24,0x2991,dpCaps
CDPlay::GetCaps,dxplay.obj,param,sp+0x28,T_UCHAR(0020),guaranteed
CDPlay::GetSendQueueSize,dxplay.obj,param,sp+0x0,0x53F6,this
CDPlay::GetSendQueueSize,dxplay.obj,param,sp+0x4,T_ULONG(0022),from
CDPlay::GetSendQueueSize,dxplay.obj,param,sp+0x8,T_ULONG(0022),to
CDPlay::GetSendQueueSize,dxplay.obj,param,sp+0xc,0x2993,numMsgs
CDPlay::GetSendQueueSize,dxplay.obj,param,sp+0x10,0x2993,numBytes
CDPlay::GetReceiveQueueSize,dxplay.obj,param,sp+0x0,0x53F6,this
CDPlay::GetReceiveQueueSize,dxplay.obj,param,sp+0x4,T_ULONG(0022),from
CDPlay::GetReceiveQueueSize,dxplay.obj,param,sp+0x8,T_ULONG(0022),to
CDPlay::GetReceiveQueueSize,dxplay.obj,param,sp+0xc,0x2993,numMsgs
CDPlay::GetReceiveQueueSize,dxplay.obj,param,sp+0x10,0x2993,numBytes
CDPlayLobby::CDPlayLobby,dxplay.obj,param,sp+0x18,0x545D,this
CDPlayLobby::~CDPlayLobby,dxplay.obj,param,sp+0x18,0x545D,this
CDPlayLobby::RegisterApp,dxplay.obj,param,sp+0x0,0x545D,this
CDPlayLobby::RegisterApp,dxplay.obj,param,sp+0x4,T_32PRCHAR(0470),szAppName
CDPlayLobby::RegisterApp,dxplay.obj,param,sp+0x8,T_32PRCHAR(0470),szFile
CDPlayLobby::RegisterApp,dxplay.obj,param,sp+0xc,T_32PRCHAR(0470),szCmd
CDPlayLobby::RegisterApp,dxplay.obj,param,sp+0x10,0x10EE,appGuid
CDPlayLobby::Init,dxplay.obj,param,sp+0x0,0x545D,this
CDPlayLobby::GetConnectionSettings,dxplay.obj,param,sp+0x2c,0x545D,this
CDPlayLobby::GetConnectionSettings,dxplay.obj,param,sp+0x30,T_ULONG(0022),dwAppId
CDPlayLobby::GetConnectionSettings,dxplay.obj,param,sp+0x34,T_32PULONG(0422),pSize
CDPlayLobby::GetConnectionSettings,dxplay.obj,local,sp+0x10,T_ULONG(0022),size
CDPlayLobby::TestLobbied,dxplay.obj,param,sp+0x0,0x545D,this
CDPlayLobby::SetConnectionSettings,dxplay.obj,param,sp+0x1c,0x545D,this
CDPlayLobby::SetConnectionSettings,dxplay.obj,param,sp+0x20,T_ULONG(0022),dwAppId
CDPlayLobby::SetConnectionSettings,dxplay.obj,param,sp+0x24,0x29D8,pConnection
CDPlayLobby::SetGroupConnectionSettings,dxplay.obj,param,sp+0x18,0x545D,this
CDPlayLobby::SetGroupConnectionSettings,dxplay.obj,param,sp+0x1c,T_ULONG(0022),dpidGroup
CDPlayLobby::SetGroupConnectionSettings,dxplay.obj,param,sp+0x20,0x29D8,pConnection
CDPlayLobby::GetGroupConnectionSettings,dxplay.obj,param,sp+0x2c,0x545D,this
CDPlayLobby::GetGroupConnectionSettings,dxplay.obj,param,sp+0x30,T_ULONG(0022),dpidGroup
CDPlayLobby::GetGroupConnectionSettings,dxplay.obj,local,sp+0x14,T_ULONG(0022),size
CDPlayLobby::Connect,dxplay.obj,param,sp+0x20,0x545D,this
CDPlayLobby::Connect,dxplay.obj,local,sp+0x10,0x2A7D,lpDP2
CDPlayLobby::SendStandardLobbyMsg,dxplay.obj,param,sp+0x24,0x545D,this
CDPlayLobby::SendStandardLobbyMsg,dxplay.obj,param,sp+0x28,T_ULONG(0022),dwAppId
CDPlayLobby::SendStandardLobbyMsg,dxplay.obj,param,sp+0x2c,T_32PVOID(0403),pData
CDPlayLobby::SendStandardLobbyMsg,dxplay.obj,param,sp+0x30,T_ULONG(0022),dwSize
CDPlayLobby::SendLobbyMsg,dxplay.obj,param,sp+0x24,0x545D,this
CDPlayLobby::SendLobbyMsg,dxplay.obj,param,sp+0x28,T_ULONG(0022),dwAppId
CDPlayLobby::SendLobbyMsg,dxplay.obj,param,sp+0x2c,T_32PVOID(0403),pData
CDPlayLobby::SendLobbyMsg,dxplay.obj,param,sp+0x30,T_ULONG(0022),dwSize
CDPlayLobby::ReceiveLobbyMsg,dxplay.obj,param,sp+0x34,0x545D,this
CDPlayLobby::ReceiveLobbyMsg,dxplay.obj,param,sp+0x38,T_ULONG(0022),dwAppId
