# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
class,offset,type,name
_DDCAPS_DX6,48,T_ULONG(0022),dwAlphaOverlayPixelBitDepths
_DDCAPS_DX6,52,T_ULONG(0022),dwAlphaOverlaySurfaceBitDepths
_DDCAPS_DX6,56,T_ULONG(0022),dwZBufferBitDepths
_DDCAPS_DX6,60,T_ULONG(0022),dwVidMemTotal
_DDCAPS_DX6,64,T_ULONG(0022),dwVidMemFree
_DDCAPS_DX6,68,T_ULONG(0022),dwMaxVisibleOverlays
_DDCAPS_DX6,72,T_ULONG(0022),dwCurrVisibleOverlays
_DDCAPS_DX6,76,T_ULONG(0022),dwNumFourCCCodes
_DDCAPS_DX6,80,T_ULONG(0022),dwAlignBoundarySrc
_DDCAPS_DX6,84,T_ULONG(0022),dwAlignSizeSrc
_DDCAPS_DX6,88,T_ULONG(0022),dwAlignBoundaryDest
_DDCAPS_DX6,92,T_ULONG(0022),dwAlignSizeDest
_DDCAPS_DX6,96,T_ULONG(0022),dwAlignStrideAlign
_DDCAPS_DX6,100,0x16E9,dwRops
_DDCAPS_DX6,132,_DDSCAPS,ddsOldCaps
_DDCAPS_DX6,136,T_ULONG(0022),dwMinOverlayStretch
_DDCAPS_DX6,140,T_ULONG(0022),dwMaxOverlayStretch
_DDCAPS_DX6,144,T_ULONG(0022),dwMinLiveVideoStretch
_DDCAPS_DX6,148,T_ULONG(0022),dwMaxLiveVideoStretch
_DDCAPS_DX6,152,T_ULONG(0022),dwMinHwCodecStretch
_DDCAPS_DX6,156,T_ULONG(0022),dwMaxHwCodecStretch
_DDCAPS_DX6,160,T_ULONG(0022),dwReserved1
_DDCAPS_DX6,164,T_ULONG(0022),dwReserved2
_DDCAPS_DX6,168,T_ULONG(0022),dwReserved3
_DDCAPS_DX6,172,T_ULONG(0022),dwSVBCaps
_DDCAPS_DX6,176,T_ULONG(0022),dwSVBCKeyCaps
_DDCAPS_DX6,180,T_ULONG(0022),dwSVBFXCaps
_DDCAPS_DX6,184,0x16E9,dwSVBRops
_DDCAPS_DX6,216,T_ULONG(0022),dwVSBCaps
_DDCAPS_DX6,220,T_ULONG(0022),dwVSBCKeyCaps
_DDCAPS_DX6,224,T_ULONG(0022),dwVSBFXCaps
_DDCAPS_DX6,228,0x16E9,dwVSBRops
_DDCAPS_DX6,260,T_ULONG(0022),dwSSBCaps
_DDCAPS_DX6,264,T_ULONG(0022),dwSSBCKeyCaps
_DDCAPS_DX6,268,T_ULONG(0022),dwSSBFXCaps
_DDCAPS_DX6,272,0x16E9,dwSSBRops
_DDCAPS_DX6,304,T_ULONG(0022),dwMaxVideoPorts
_DDCAPS_DX6,308,T_ULONG(0022),dwCurrVideoPorts
_DDCAPS_DX6,312,T_ULONG(0022),dwSVBCaps2
_DDCAPS_DX6,316,T_ULONG(0022),dwNLVBCaps
_DDCAPS_DX6,320,T_ULONG(0022),dwNLVBCaps2
_DDCAPS_DX6,324,T_ULONG(0022),dwNLVBCKeyCaps
_DDCAPS_DX6,328,T_ULONG(0022),dwNLVBFXCaps
_DDCAPS_DX6,332,0x16E9,dwNLVBRops
_DDCAPS_DX6,364,_DDSCAPS2,ddsCaps
_DDCOLORKEY,0,T_ULONG(0022),dwColorSpaceLowValue
_DDCOLORKEY,4,T_ULONG(0022),dwColorSpaceHighValue
_DDOVERLAYFX,0,T_ULONG(0022),dwSize
_DDOVERLAYFX,4,T_ULONG(0022),dwAlphaEdgeBlendBitDepth
_DDOVERLAYFX,8,T_ULONG(0022),dwAlphaEdgeBlend
_DDOVERLAYFX,12,T_ULONG(0022),dwReserved
_DDOVERLAYFX,16,T_ULONG(0022),dwAlphaDestConstBitDepth
_DDOVERLAYFX,20,T_ULONG(0022),dwAlphaDestConst
_DDOVERLAYFX,20,0x163F,lpDDSAlphaDest
_DDOVERLAYFX,24,T_ULONG(0022),dwAlphaSrcConstBitDepth
_DDOVERLAYFX,28,T_ULONG(0022),dwAlphaSrcConst
_DDOVERLAYFX,28,0x163F,lpDDSAlphaSrc
_DDOVERLAYFX,32,_DDCOLORKEY,dckDestColorkey
_DDOVERLAYFX,40,_DDCOLORKEY,dckSrcColorkey
_DDOVERLAYFX,48,T_ULONG(0022),dwDDFX
_DDOVERLAYFX,52,T_ULONG(0022),dwFlags
_DDPIXELFORMAT,0,T_ULONG(0022),dwSize
_DDPIXELFORMAT,4,T_ULONG(0022),dwFlags
_DDPIXELFORMAT,8,T_ULONG(0022),dwFourCC
_DDPIXELFORMAT,12,T_ULONG(0022),dwRGBBitCount
_DDPIXELFORMAT,12,T_ULONG(0022),dwYUVBitCount
_DDPIXELFORMAT,12,T_ULONG(0022),dwZBufferBitDepth
_DDPIXELFORMAT,12,T_ULONG(0022),dwAlphaBitDepth
_DDPIXELFORMAT,12,T_ULONG(0022),dwLuminanceBitCount
_DDPIXELFORMAT,12,T_ULONG(0022),dwBumpBitCount
_DDPIXELFORMAT,16,T_ULONG(0022),dwRBitMask
_DDPIXELFORMAT,16,T_ULONG(0022),dwYBitMask
_DDPIXELFORMAT,16,T_ULONG(0022),dwStencilBitDepth
_DDPIXELFORMAT,16,T_ULONG(0022),dwLuminanceBitMask
_DDPIXELFORMAT,16,T_ULONG(0022),dwBumpDuBitMask
_DDPIXELFORMAT,20,T_ULONG(0022),dwGBitMask
_DDPIXELFORMAT,20,T_ULONG(0022),dwUBitMask
_DDPIXELFORMAT,20,T_ULONG(0022),dwZBitMask
_DDPIXELFORMAT,20,T_ULONG(0022),dwBumpDvBitMask
_DDPIXELFORMAT,24,T_ULONG(0022),dwBBitMask
_DDPIXELFORMAT,24,T_ULONG(0022),dwVBitMask
_DDPIXELFORMAT,24,T_ULONG(0022),dwStencilBitMask
_DDPIXELFORMAT,24,T_ULONG(0022),dwBumpLuminanceBitMask
_DDPIXELFORMAT,28,T_ULONG(0022),dwRGBAlphaBitMask
_DDPIXELFORMAT,28,T_ULONG(0022),dwYUVAlphaBitMask
_DDPIXELFORMAT,28,T_ULONG(0022),dwLuminanceAlphaBitMask
_DDPIXELFORMAT,28,T_ULONG(0022),dwRGBZBitMask
_DDPIXELFORMAT,28,T_ULONG(0022),dwYUVZBitMask
_DDSCAPS,0,T_ULONG(0022),dwCaps
_DDSCAPS2,0,T_ULONG(0022),dwCaps
_DDSCAPS2,4,T_ULONG(0022),dwCaps2
_DDSCAPS2,8,T_ULONG(0022),dwCaps3
_DDSCAPS2,12,T_ULONG(0022),dwCaps4
_DDSURFACEDESC,0,T_ULONG(0022),dwSize
_DDSURFACEDESC,4,T_ULONG(0022),dwFlags
_DDSURFACEDESC,8,T_ULONG(0022),dwHeight
_DDSURFACEDESC,12,T_ULONG(0022),dwWidth
_DDSURFACEDESC,16,T_LONG(0012),lPitch
_DDSURFACEDESC,16,T_ULONG(0022),dwLinearSize
_DDSURFACEDESC,20,T_ULONG(0022),dwBackBufferCount
_DDSURFACEDESC,24,T_ULONG(0022),dwMipMapCount
_DDSURFACEDESC,24,T_ULONG(0022),dwZBufferBitDepth
_DDSURFACEDESC,24,T_ULONG(0022),dwRefreshRate
_DDSURFACEDESC,28,T_ULONG(0022),dwAlphaBitDepth
_DDSURFACEDESC,32,T_ULONG(0022),dwReserved
_DDSURFACEDESC,36,T_32PVOID(0403),lpSurface
_DDSURFACEDESC,40,_DDCOLORKEY,ddckCKDestOverlay
_DDSURFACEDESC,48,_DDCOLORKEY,ddckCKDestBlt
_DDSURFACEDESC,56,_DDCOLORKEY,ddckCKSrcOverlay
_DDSURFACEDESC,64,_DDCOLORKEY,ddckCKSrcBlt
_DDSURFACEDESC,72,_DDPIXELFORMAT,ddpfPixelFormat
_DDSURFACEDESC,104,_DDSCAPS,ddsCaps
_DDSURFACEDESC2,0,T_ULONG(0022),dwSize
_DDSURFACEDESC2,4,T_ULONG(0022),dwFlags
_DDSURFACEDESC2,8,T_ULONG(0022),dwHeight
_DDSURFACEDESC2,12,T_ULONG(0022),dwWidth
_DDSURFACEDESC2,16,T_LONG(0012),lPitch
_DDSURFACEDESC2,16,T_ULONG(0022),dwLinearSize
_DDSURFACEDESC2,20,T_ULONG(0022),dwBackBufferCount
_DDSURFACEDESC2,24,T_ULONG(0022),dwMipMapCount
_DDSURFACEDESC2,24,T_ULONG(0022),dwRefreshRate
_DDSURFACEDESC2,28,T_ULONG(0022),dwAlphaBitDepth
_DDSURFACEDESC2,32,T_ULONG(0022),dwReserved
_DDSURFACEDESC2,36,T_32PVOID(0403),lpSurface
_DDSURFACEDESC2,40,_DDCOLORKEY,ddckCKDestOverlay
_DDSURFACEDESC2,48,_DDCOLORKEY,ddckCKDestBlt
_DDSURFACEDESC2,56,_DDCOLORKEY,ddckCKSrcOverlay
_DDSURFACEDESC2,64,_DDCOLORKEY,ddckCKSrcBlt
_DDSURFACEDESC2,72,_DDPIXELFORMAT,ddpfPixelFormat
_DDSURFACEDESC2,104,_DDSCAPS2,ddsCaps
_DDSURFACEDESC2,120,T_ULONG(0022),dwTextureStage
_DISPATCHER_CONTEXT,0,T_ULONG(0022),ControlPc
_DISPATCHER_CONTEXT,4,0x7207,FunctionEntry
_DISPATCHER_CONTEXT,8,T_ULONG(0022),EstablisherFrame
_DISPATCHER_CONTEXT,12,0x7205,ContextRecord
_DPCOMPORTADDRESS,0,T_ULONG(0022),dwComPort
_DPCOMPORTADDRESS,4,T_ULONG(0022),dwBaudRate
_DPCOMPORTADDRESS,8,T_ULONG(0022),dwStopBits
_DPCOMPORTADDRESS,12,T_ULONG(0022),dwParity
_DPCOMPORTADDRESS,16,T_ULONG(0022),dwFlowControl
_DSBCAPS,0,T_ULONG(0022),dwSize
_DSBCAPS,4,T_ULONG(0022),dwFlags
_DSBCAPS,8,T_ULONG(0022),dwBufferBytes
_DSBCAPS,12,T_ULONG(0022),dwUnlockTransferRate
_DSBCAPS,16,T_ULONG(0022),dwPlayCpuOverhead
_DSBPOSITIONNOTIFY,0,T_ULONG(0022),dwOffset
_DSBPOSITIONNOTIFY,4,T_32PVOID(0403),hEventNotify
_DSBUFFERDESC,0,T_ULONG(0022),dwSize
_DSBUFFERDESC,4,T_ULONG(0022),dwFlags
_DSBUFFERDESC,8,T_ULONG(0022),dwBufferBytes
_DSBUFFERDESC,12,T_ULONG(0022),dwReserved
_DSBUFFERDESC,16,0x217E,lpwfxFormat
_DSCAPS,0,T_ULONG(0022),dwSize
_DSCAPS,4,T_ULONG(0022),dwFlags
_DSCAPS,8,T_ULONG(0022),dwMinSecondarySampleRate
_DSCAPS,12,T_ULONG(0022),dwMaxSecondarySampleRate
_DSCAPS,16,T_ULONG(0022),dwPrimaryBuffers
_DSCAPS,20,T_ULONG(0022),dwMaxHwMixingAllBuffers
_DSCAPS,24,T_ULONG(0022),dwMaxHwMixingStaticBuffers
_DSCAPS,28,T_ULONG(0022),dwMaxHwMixingStreamingBuffers
_DSCAPS,32,T_ULONG(0022),dwFreeHwMixingAllBuffers
_DSCAPS,36,T_ULONG(0022),dwFreeHwMixingStaticBuffers
_DSCAPS,40,T_ULONG(0022),dwFreeHwMixingStreamingBuffers
_DSCAPS,44,T_ULONG(0022),dwMaxHw3DAllBuffers
_DSCAPS,48,T_ULONG(0022),dwMaxHw3DStaticBuffers
_DSCAPS,52,T_ULONG(0022),dwMaxHw3DStreamingBuffers
_DSCAPS,56,T_ULONG(0022),dwFreeHw3DAllBuffers
_DSCAPS,60,T_ULONG(0022),dwFreeHw3DStaticBuffers
_DSCAPS,64,T_ULONG(0022),dwFreeHw3DStreamingBuffers
_DSCAPS,68,T_ULONG(0022),dwTotalHwMemBytes
_DSCAPS,72,T_ULONG(0022),dwFreeHwMemBytes
_DSCAPS,76,T_ULONG(0022),dwMaxContigFreeHwMemBytes
_DSCAPS,80,T_ULONG(0022),dwUnlockTransferRateHwBuffers
_DSCAPS,84,T_ULONG(0022),dwPlayCpuOverheadSwBuffers
_DSCAPS,88,T_ULONG(0022),dwReserved1
_DSCAPS,92,T_ULONG(0022),dwReserved2
_EXCEPTION_RECORD,0,T_ULONG(0022),ExceptionCode
_EXCEPTION_RECORD,4,T_ULONG(0022),ExceptionFlags
_EXCEPTION_RECORD,8,0x71FF,ExceptionRecord
_EXCEPTION_RECORD,12,T_32PVOID(0403),ExceptionAddress
_EXCEPTION_RECORD,16,T_ULONG(0022),NumberParameters
_EXCEPTION_RECORD,20,0x71FE,ExceptionInformation
_FILETIME,0,T_ULONG(0022),dwLowDateTime
_FILETIME,4,T_ULONG(0022),dwHighDateTime
_FSDEVICEDESC,0,T_ULONG(0022),dwSize
_FSDEVICEDESC,4,T_ULONG(0022),dwFlags
_FSDEVICEDESC,8,T_ULONG(0022),dwPortNumber
_FSDEVICEDESC,12,T_ULONG(0022),dwDeviceNumber
_FSDEVICEDESC,16,T_ULONG(0022),dwTotalBlocks
_FSDEVICEDESC,20,T_ULONG(0022),dwFreeBlocks
_FSDEVICEDESC,24,T_ULONG(0022),dwBlockSize
_FSDEVICEDESC,28,T_ULONG(0022),colorVMS
_FSDEVICEDESC,32,_FSVOLUMEICON,fsvolumeicon
_FSDEVICEDESC,712,_FSDATETIME,fsdatetimeCreated
_FSFILEDESC,0,T_ULONG(0022),dwSize
_FSFILEDESC,4,T_ULONG(0022),dwFlags
_FSFILEDESC,8,T_ULONG(0022),dwBlocksUsed
_FSFILEDESC,12,T_ULONG(0022),dwTotalBytes
_FSFILEDESC,16,T_ULONG(0022),dwBytesRequired
_FSFILEDESC,20,0x184E,szFileName
_FSFILEDESC,33,0x25A9,szVMSComment
_FSFILEDESC,50,0x25AA,szBootROMComment
_FSFILEDESC,83,0x25A9,szGameName
_FSFILEDESC,100,T_UCHAR(0020),bStatus
_FSFILEDESC,101,T_UCHAR(0020),bCopy
_FSFILEDESC,102,_FSFILEICON,fsfileicon
_FSFILEDESC,1672,_FSVISDATA,fsvisdata
_FSFILEDESC,9738,_FSDATETIME,fsdatetimeCreated
_GUID,0,T_ULONG(0022),Data1
_GUID,4,T_USHORT(0021),Data2
_GUID,6,T_USHORT(0021),Data3
_GUID,8,0x10EC,Data4
_LARGE_INTEGER::__unnamed,0,T_ULONG(0022),LowPart
_LARGE_INTEGER::__unnamed,4,T_LONG(0012),HighPart
_MEMORYSTATUS,0,T_ULONG(0022),dwLength
_MEMORYSTATUS,4,T_ULONG(0022),dwMemoryLoad
_MEMORYSTATUS,8,T_ULONG(0022),dwTotalPhys
_MEMORYSTATUS,12,T_ULONG(0022),dwAvailPhys
_MEMORYSTATUS,16,T_ULONG(0022),dwTotalPageFile
_MEMORYSTATUS,20,T_ULONG(0022),dwAvailPageFile
_MEMORYSTATUS,24,T_ULONG(0022),dwTotalVirtual
_MEMORYSTATUS,28,T_ULONG(0022),dwAvailVirtual
_OSVERSIONINFOW,0,T_ULONG(0022),dwOSVersionInfoSize
_OSVERSIONINFOW,4,T_ULONG(0022),dwMajorVersion
_OSVERSIONINFOW,8,T_ULONG(0022),dwMinorVersion
_OSVERSIONINFOW,12,T_ULONG(0022),dwBuildNumber
_OSVERSIONINFOW,16,T_ULONG(0022),dwPlatformId
_OSVERSIONINFOW,20,0x44AA,szCSDVersion
_SYSTEMTIME,0,T_USHORT(0021),wYear
_SYSTEMTIME,2,T_USHORT(0021),wMonth
_SYSTEMTIME,4,T_USHORT(0021),wDayOfWeek
_SYSTEMTIME,6,T_USHORT(0021),wDay
_SYSTEMTIME,8,T_USHORT(0021),wHour
_SYSTEMTIME,10,T_USHORT(0021),wMinute
_SYSTEMTIME,12,T_USHORT(0021),wSecond
_SYSTEMTIME,14,T_USHORT(0021),wMilliseconds
_ULARGE_INTEGER::__unnamed,0,T_ULONG(0022),LowPart
_ULARGE_INTEGER::__unnamed,4,T_ULONG(0022),HighPart
_WIN32_FIND_DATAW,0,T_ULONG(0022),dwFileAttributes
_WIN32_FIND_DATAW,4,_FILETIME,ftCreationTime
_WIN32_FIND_DATAW,12,_FILETIME,ftLastAccessTime
_WIN32_FIND_DATAW,20,_FILETIME,ftLastWriteTime
_WIN32_FIND_DATAW,28,T_ULONG(0022),nFileSizeHigh
_WIN32_FIND_DATAW,32,T_ULONG(0022),nFileSizeLow
_WIN32_FIND_DATAW,36,T_ULONG(0022),dwOID
_WIN32_FIND_DATAW,40,0x10E0,cFileName
_div_t,0,T_INT4(0074),quot
_div_t,4,T_INT4(0074),rem
advManager,56,T_UCHAR(0020),inExtraMenu
advManager,57,T_UCHAR(0020),infoScreen
advManager,58,T_UCHAR(0020),systemExit
advManager,60,T_INT4(0074),scroll_offset
advManager,64,T_INT4(0074),CheatKey
advManager,68,T_INT4(0074),textRotationIndex
advManager,72,T_UCHAR(0020),goToTown
advManager,76,0x2BAB,pNetMsgHandler
advManager,80,T_UCHAR(0020),DebugShowFPS
advManager,81,T_UCHAR(0020),DebugViewAll
advManager,84,T_INT4(0074),advCommand
advManager,88,0x3049,advWindow
advManager,92,0x304B,mAdvMenu
advManager,96,T_32PUSHORT(0421),pRouteArray
advManager,100,T_INT4(0074),bShowRoute
advManager,104,T_INT4(0074),seedingValid
advManager,108,T_INT4(0074),fullySeeded
advManager,112,T_INT4(0074),lastTerrain
advManager,116,0x3474,map
advManager,120,0x3475,groundTileset
advManager,160,0x3476,riverTileset
advManager,180,0x3477,roadTileset
advManager,196,0x1A63,borderTileset
advManager,200,0x1A63,arrowTileset
advManager,204,0x3477,gemIcons
advManager,220,0x1A63,starTileset
advManager,224,0x1A63,radarIcons
advManager,228,0x1A63,cloudIcons
advManager,232,std::vector<resource,CachedGraphics
advManager,244,0x1A63,monAttackSprites
advManager,248,type_point,map_origin
advManager,252,type_point,last_map_hover
advManager,256,T_INT4(0074),lastHoverX
advManager,260,T_INT4(0074),lastHoverY
advManager,264,T_INT4(0074),scrollX
advManager,268,T_INT4(0074),scrollY
advManager,272,T_INT4(0074),animFrame
advManager,276,T_INT4(0074),animCtr
advManager,280,T_UCHAR(0020),animCtrPaused
advManager,284,T_INT4(0074),flagFrame
advManager,288,0x34E8,cursorIcons
advManager,352,0x34E9,boatIcons
advManager,364,0x34E9,boatFrothIcons
advManager,376,0x34EA,flagIcons
advManager,408,0x34EB,boatFlagIcons
advManager,504,T_UCHAR(0020),cursorVisible
advManager,508,T_INT4(0074),cursorType
advManager,512,T_INT4(0074),cursorDirection
advManager,516,T_INT4(0074),cursorBaseFrame
advManager,520,T_INT4(0074),cursorSequence
advManager,524,T_INT4(0074),cursorFrameCount
advManager,528,T_INT4(0074),cursorTurning
advManager,532,T_INT4(0074),cursorDrawn
advManager,536,T_UCHAR(0020),bCurHeroMobile
advManager,540,T_INT4(0074),iShowMode
advManager,544,T_INT4(0074),gbForceCompleteDraw
advManager,548,T_INT4(0074),monAttackObjIndex
advManager,552,T_INT4(0074),monAttackSpriteIndex
advManager,556,T_INT4(0074),monAttackFlip
advManager,560,T_INT4(0074),touchedSounds
advManager,564,0x34EE,soundArray
advManager,596,0x34EF,loopedSample
advManager,876,0x34F0,cursorSamples
advManager,920,T_INT4(0074),bHeroLogoShowing
advManager,924,T_UCHAR(0020),bHeroMoving
advManager,928,advManager::EBottomViewType,CurrentBottomView
advManager,932,advManager::EBottomViewType,BottomViewOverride
advManager,936,T_ULONG(0022),BottomViewOverrideEndTime
advManager,940,T_INT4(0074),BottomViewResource
advManager,944,T_INT4(0074),BottomViewResourceQty
advManager,948,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",BottomViewText
army,0,T_UCHAR(0020),bShowAttackFrames
army,1,T_UCHAR(0020),bShowRangeFrames
army,2,T_CHAR(0010),iShowAttackFrameType
army,3,T_CHAR(0010),iNextFrameType
army,4,T_CHAR(0010),iRemainingFramesToPlay
army,8,T_INT4(0074),iDrawPriority
army,12,T_UCHAR(0020),bShowTroopCount
army,16,T_INT4(0074),groupToAttack
army,20,T_INT4(0074),indexToAttack
army,24,T_INT4(0074),attackLimit
army,28,T_INT4(0074),targetCellIndex
army,32,T_UCHAR(0020),bShowPowEffect
army,36,T_INT4(0074),iMirrorSourceIndex
army,40,T_INT4(0074),iMirrorDestIndex
army,44,T_INT4(0074),iRoundsLeftBeforeVanish
army,48,T_UCHAR(0020),IsMoving
army,49,T_UCHAR(0020),LetsPretendImNotHere
army,52,TCreatureType,armyType
army,56,T_INT4(0074),gridIndex
army,60,T_INT4(0074),currFrameType
army,64,T_INT4(0074),currFrameIndex
army,68,T_INT4(0074),facing
army,72,T_INT4(0074),walkDirection
army,76,T_INT4(0074),numTroops
army,80,T_INT4(0074),numTroopsToShowOverride
army,84,T_INT4(0074),numTroopsBattleResurrected
army,88,T_INT4(0074),residualDamage
army,92,T_INT4(0074),origPos
army,96,T_INT4(0074),origNumTroops
army,100,T_INT4(0074),origSpeed
army,104,T_INT4(0074),origWalkCycleTime
army,108,T_INT4(0074),origHitPoints
army,112,T_INT4(0074),iLuckStatus
army,116,TCreatureTypeTraits,sMonInfo
army,212,T_UCHAR(0020),show_fire_shield
army,213,T_UCHAR(0020),bSomeUnitsDamaged
army,214,T_UCHAR(0020),bAllUnitsKilled
army,216,SpellID,iPostPowSpellToCast
army,220,T_UCHAR(0020),hitByCreature
army,224,T_INT4(0074),group
army,228,T_INT4(0074),index
army,232,T_ULONG(0022),iLastFidgetTime
army,236,T_INT4(0074),ySpecialMod
army,240,T_INT4(0074),xSpecialMod
army,244,T_INT4(0074),bPowSequenceComplete
army,248,T_32PCHAR(0410),yModify
army,252,SMonFrameInfo,sMonFrameInfo
army,336,0x1A63,stdIcon
army,340,0x1A63,missileIcon
army,344,T_INT4(0074),image_height
army,348,0x1FE5,armySample
army,380,T_LONG(0012),expected_move_order
army,384,T_INT4(0074),numSpellInfluences
army,388,0x1FE6,spellInfluence
army,708,0x1FE7,spell_level
army,1028,std::deque<enum,SpellInfluenceQueue
army,1068,T_REAL32(0040),PaletteEffect
army,1072,T_INT4(0074),retaliationCount
army,1076,T_LONG(0012),blessFactor
army,1080,T_LONG(0012),curseFactor
army,1084,T_INT4(0074),antiMagicSpellLevel
army,1088,T_INT4(0074),bloodlustBonus
army,1092,T_INT4(0074),precisionBonus
army,1096,T_INT4(0074),weaknessPenalty
army,1100,T_INT4(0074),toughskinBonus
army,1104,T_INT4(0074),disruptiverayPenalty
army,1108,T_INT4(0074),prayerBonus
army,1112,T_INT4(0074),mirthBonus
army,1116,T_INT4(0074),sorrowPenalty
army,1120,T_INT4(0074),fortuneBonus
army,1124,T_INT4(0074),misfortunePenalty
army,1128,T_INT4(0074),slayerLevel
army,1132,T_INT4(0074),joustBonus
army,1136,T_INT4(0074),counterstrokeBonus
army,1140,T_REAL32(0040),frenzyAdjust
army,1144,T_REAL32(0040),blindFactor
army,1148,T_REAL32(0040),fire_shield_strength
army,1152,T_REAL32(0040),poison_penalty
army,1156,T_REAL32(0040),protectionFromAirFactor
army,1160,T_REAL32(0040),protectionFromFireFactor
army,1164,T_REAL32(0040),protectionFromWaterFactor
army,1168,T_REAL32(0040),protectionFromEarthFactor
army,1172,T_REAL32(0040),shieldDamageFactor
army,1176,T_REAL32(0040),airShieldDamageFactor
army,1180,T_UCHAR(0020),residualBlindness
army,1181,T_UCHAR(0020),residualParalyze
army,1184,T_LONG(0012),backlash_chance
army,1188,TSkillMastery,forgetfulness_level
army,1192,T_REAL32(0040),slowPenalty
army,1196,T_INT4(0074),tailwindBonus
army,1200,T_INT4(0074),diseaseDefensePenalty
army,1204,T_INT4(0074),diseaseAttackPenalty
army,1208,T_UCHAR(0020),OnNativeTerrain
army,1212,T_INT4(0074),DefendBonus
army,1216,T_INT4(0074),iMorale
army,1220,T_INT4(0074),iLuck
army,1224,T_UCHAR(0020),reset_this_round
army,1225,T_UCHAR(0020),is_area_effect_target
army,1228,std::vector<army,bound_armies
army,1240,std::vector<army,binders
army,1252,std::vector<army,aura_clients
army,1264,std::vector<army,aura_sources
army,1276,T_LONG(0012),AI_expected_damage
army,1280,0x1A97,AI_target
army,1284,T_LONG(0012),AI_target_value
army,1288,T_LONG(0012),AI_target_distance
army,1292,T_LONG(0012),AI_possible_targets
armyGroup,0,0x1BF7,armies
armyGroup,28,0x1BF8,numTroops
baseManager,4,0x1868,nextManager
baseManager,8,0x1868,prevManager
baseManager,12,T_INT4(0074),id
baseManager,16,T_INT4(0074),priority
baseManager,20,0x1865,cMgrName
baseManager,52,T_INT4(0074),status
bitmapBackedTextWidget,80,0x105F,Background
bitmapBorder,52,0x105F,borderBitmap
bitmapBorder16,52,0x2291,borderBitmap16
boat,24,T_UCHAR(0020),allocated
boat,25,T_UCHAR(0020),id
boat,26,T_CHAR(0010),type
boat,27,T_CHAR(0010),facing
boat,28,T_CHAR(0010),playerOwner
boat,32,THeroID,occupying_hero
boat,36,T_UCHAR(0020),occupied
button,52,0x1A63,buttonIcon
button,56,T_INT4(0074),normalFrame
button,60,T_INT4(0074),selectedFrame
button,64,T_INT4(0074),disabled_frame
button,68,T_UCHAR(0020),endDialog
button,72,"std::vector<int,std::allocator<int>",hotKeyCodes
button,84,"std::basic_string<char,std::char_traits<char>,std::allocator<char>",Text
coloredBorder,52,T_INT4(0074),color
coloredBorderFrame,52,T_INT4(0074),color
coloredBorderFrame,56,T_UCHAR(0020),colorize
combatManager::SCmbtHero,0,0x1001,SpriteName
combatManager::SCmbtHero,4,T_INT4(0074),castX
combatManager::SCmbtHero,8,T_INT4(0074),castY
combatManager::SCmbtHero,12,T_INT4(0074),castFrame
combatManager::SElevationOverlay,0,T_USHORT(0021),terrainMask
combatManager::SElevationOverlay,4,T_INT4(0074),x
combatManager::SElevationOverlay,8,T_INT4(0074),y
combatManager::SElevationOverlay,12,0x4326,blockedSquares
combatManager::SElevationOverlay,64,0x1001,FileName
combatManager::TArcher,0,TCreatureType,type
combatManager::TArcher,4,0x431B,Sprite
combatManager::TArcher,8,0x431B,Missile
combatManager::TArcher,12,T_INT4(0074),X
combatManager::TArcher,16,T_INT4(0074),Y
combatManager::TArcher,20,T_INT4(0074),Facing
combatManager::TArcher,24,T_INT4(0074),Sequence
combatManager::TArcher,28,T_INT4(0074),Frame
combatManager::TArcherTraits,0,TCreatureType,CreatureType
combatManager::TArcherTraits,4,T_INT4(0074),MainBuildingX
combatManager::TArcherTraits,8,T_INT4(0074),MainBuildingY
combatManager::TArcherTraits,12,T_INT4(0074),LowerTowerX
combatManager::TArcherTraits,16,T_INT4(0074),LowerTowerY
combatManager::TArcherTraits,20,T_INT4(0074),UpperTowerX
combatManager::TArcherTraits,24,T_INT4(0074),UpperTowerY
combatManager::TArcherTraits,28,0x1001,MissileName
combatManager::TObstacle,0,0x1A63,sprite
combatManager::TObstacle,4,0x1F13,info
combatManager::TObstacle,8,T_UCHAR(0020),grid_index
combatManager::TObstacle,9,T_CHAR(0010),owner
combatManager::TObstacle,10,T_UCHAR(0020),is_visible
combatManager::TObstacle,12,T_INT4(0074),damage
combatManager::TObstacle,16,T_INT4(0074),duration
combatManager::TObstacle,20,TSpellEffectID,dispel_effect
combatManager::TObstacleInfo,0,T_ULONG(0022),backgroundMask
combatManager::TObstacleInfo,4,T_UCHAR(0020),height
combatManager::TObstacleInfo,5,T_UCHAR(0020),width
combatManager::TObstacleInfo,6,T_UCHAR(0020),numSquares
combatManager::TObstacleInfo,7,T_UCHAR(0020),underlay
combatManager::TObstacleInfo,8,0x1CBA,sOffsets
combatManager::TObstacleInfo,16,0x1001,FileName
combatManager::TWallTarget,0,T_SHORT(0011),target_hex
combatManager::TWallTarget,2,T_SHORT(0011),blocked_row
combatManager::TWallTarget,4,T_SHORT(0011),hit_x
combatManager::TWallTarget,6,T_SHORT(0011),hit_y
combatManager::TWallTarget,8,combatManager::TWallSection,wall
combatManager::TWallTraits,0,T_SHORT(0011),x
combatManager::TWallTraits,2,T_SHORT(0011),y
