# every stored comment (HD-pressing addresses); kind r=repeatable, n=normal.
hd_va,kind,text
0x496710,n,bLimitCreatureEffect
0x496712,n,update
0x496714,n,this
0x496721,n,this
0x496733,n,alpha
0x496737,n,hflip
0x496739,n,dpitch
0x49673d,n,dh
0x496744,n,dw
0x496748,n,dy
0x496749,n,dx
0x49674a,n,dst
0x49674e,n,sh
0x496752,n,sw
0x496753,n,sy
0x496755,n,sx
0x496757,n,framenum
0x496758,n,seqnum
0x49675f,n,this
0x496788,n,w
0x496792,n,h
0x496793,n,y
0x496794,n,x
0x496795,n,this
0x4967b3,n,bDoDelayTil
0x4967b5,n,bRefreshBackground
0x4967b7,n,iDelay
0x4967b8,n,bLimitDraw
0x4967ba,n,bLimitCreatureEffect
0x4967bc,n,update
0x4967be,n,this
0x4967e4,n,void (__cdecl *)()
0x49687f,n,ptr
0x4968ca,n,ppv
0x4968cb,n,riid
0x4968d0,n,dwClsContext
0x4968d2,n,pUnkOuter
0x4968d4,n,rclsid
0x496ad3,n,allocation_size
0x496af3,n,ptr
0x496d69,n,ptr
0x496d6f,n,ptr
0x496d8c,n,ptr
0x496e5f,n,ptr
0x496e77,n,ptr
0x496edf,n,ptr
0x496ef7,n,ptr
0x496f5f,n,ptr
0x496f77,n,ptr
0x496ff2,n,ptr
0x49700a,n,ptr
0x497190,n,ptr
0x49719c,n,allocation_size
0x497295,n,ptr
0x49729e,n,allocation_size
0x4972d0,n,ptr
0x4972f0,n,ptr
0x497319,n,ptr
0x497356,n,allocation_size
0x4974a0,n,switch 6 cases
0x4974af,n,switch jump
0x4974b6,r,jumptable 004974AF case 261
0x497596,r,jumptable 004974AF case 265
0x4975a8,r,jumptable 004974AF case 262
0x4975ba,r,jumptable 004974AF case 263
0x4975cc,r,jumptable 004974AF case 260
0x4975de,r,jumptable 004974AF case 264
0x4975f0,r,jumptable 004974AF default case
0x4975f8,n,jump table for switch statement
0x497616,n,allocation_size
0x497686,n,allocation_size
0x49770f,n,allocation_size
0x497755,n,allocation_size
0x49789b,n,switch 51 cases
0x4978b1,n,switch jump
0x4978b8,r,jumptable 004978B1 case -2005467116
0x4978c2,r,jumptable 004978B1 case -2005467106
0x4978cc,r,jumptable 004978B1 case -2005467096
0x4978d6,r,jumptable 004978B1 case -2005467086
0x4978e0,r,jumptable 004978B1 case -2005467076
0x4978ea,r,jumptable 004978B1 case -2005467066
0x4978fe,n,switch 151 cases
0x497916,n,switch jump
0x49791d,r,jumptable 00497916 case -2005467046
0x497927,r,jumptable 00497916 case -2005467016
0x497931,r,jumptable 00497916 case -2005467006
0x49793b,r,jumptable 00497916 case -2005466986
0x497945,r,jumptable 00497916 case -2005466981
0x49794f,r,jumptable 00497916 case -2005466976
0x497959,r,jumptable 00497916 case -2005466966
0x497963,r,jumptable 00497916 case -2005466946
0x49796d,r,jumptable 00497916 case -2005466936
0x497977,r,jumptable 00497916 case -2005466926
0x497981,r,jumptable 00497916 case -2005466916
0x49798b,r,jumptable 00497916 case -2005466906
0x497995,r,jumptable 00497916 case -2005466896
0x4979c3,n,switch 61 cases
0x4979d9,n,switch jump
0x4979e0,r,jumptable 004979D9 case -2005466866
0x4979ea,r,jumptable 004979D9 case -2005466856
0x4979f4,r,jumptable 004979D9 case -2005466846
0x4979fe,r,jumptable 004979D9 case -2005466836
0x497a08,r,jumptable 004979D9 case -2005466826
0x497a12,r,jumptable 004979D9 case -2005466816
0x497a1c,r,jumptable 004979D9 case -2005466806
0x497b14,n,switch 51 cases
0x497b26,n,switch jump
0x497b2d,r,jumptable 00497B26 case -2005465106
0x497b34,r,jumptable 00497B26 case -2005465096
0x497b3b,r,jumptable 00497B26 case -2005465086
0x497b42,r,jumptable 00497B26 case -2005465076
0x497b49,r,jumptable 00497B26 case -2005465066
0x497b50,r,jumptable 00497B26 case -2005465056
0x497b55,r,"jumptable 004978B1 default case, cases -2005467115--2005467107,-2005467105--2005467097,-2005467095--2005467087,-2005467085--2005467077,-2005467075--2005467067
jumptable 00497916 default case, cases -2005467045--2005467017,-2005467015--2005467007,-2005467005--2005466987,-2005466985--2005466982,-2005466980--2005466977,-2005466975--2005466967,-2005466965--2005466947,-2005466945--2005466937,-2005466935--2005466927,-2005466925--2005466917,-2005466915--2005466907,-2005466905--2005466897
jumptable 004979D9 default case, cases -2005466865--2005466857,-2005466855--2005466847,-2005466845--2005466837,-2005466835--2005466827,-2005466825--2005466817,-2005466815--2005466807
jumptable 00497B26 default case, cases -2005465105--2005465097,-2005465095--2005465087,-2005465085--2005465077,-2005465075--2005465067,-2005465065--2005465057"
0x497b7c,n,jump table for switch statement
0x497b98,n,indirect table for switch statement
0x497bcc,n,jump table for switch statement
0x497c04,n,indirect table for switch statement
0x497c9c,n,jump table for switch statement
0x497cbc,n,indirect table for switch statement
0x497cfc,n,jump table for switch statement
0x497d18,n,indirect table for switch statement
0x497e75,n,allocation_size
0x497ea3,n,ptr
0x497ed2,n,Count
0x497ed3,n,Source
0x497ed4,n,Dest
0x497ef3,n,Count
0x497ef4,n,Source
0x497ef5,n,Dest
0x497f07,n,ptr
0x497fc1,n,allocation_size
0x497fe6,n,ptr
0x4980d5,n,allocation_size
0x498103,n,ptr
0x498132,n,Count
0x498133,n,Source
0x498134,n,Dest
0x498153,n,Count
0x498154,n,Source
0x498155,n,Dest
0x498167,n,ptr
0x498221,n,allocation_size
0x498246,n,ptr
0x4982cc,n,allocation_size
0x4982ed,n,ptr
0x498442,n,pvReserved
0x498481,n,ptr
0x498535,n,lpBuffer
0x498536,n,nBufferLength
0x4985f1,n,ppv
0x4985f2,n,riid
0x4985f7,n,dwClsContext
0x4985f9,n,pUnkOuter
0x4985fb,n,rclsid
0x498625,n,ppv
0x498626,n,riid
0x49862b,n,dwClsContext
0x49862d,n,pUnkOuter
0x49862f,n,rclsid
0x49869c,n,allocation_size
0x4986bd,n,ptr
0x49870c,n,dwBytes
0x49870d,n,uFlags
0x498715,n,hMem
0x4987fb,n,allocation_size
0x498821,n,ptr
0x49886e,n,allocation_size
0x498890,n,ptr
0x4988ab,n,ptr
0x49895f,n,deleteData
0x498961,n,this
0x498ad7,n,ptr
0x498add,n,ptr
0x498af9,n,ptr
0x498b1a,n,allocation_size
0x498b45,n,ptr
0x498b78,n,ptr
0x498b7e,n,ptr
0x498b96,n,ptr
0x498bb4,n,allocation_size
0x498bd9,n,allocation_size
0x498c4a,n,ptr
0x498c7d,n,ptr
0x498c83,n,ptr
0x498c9b,n,ptr
0x498d2f,n,deleteData
0x498d31,n,this
0x498e56,n,ptr
0x498e5c,n,ptr
0x498e77,n,allocation_size
0x498ea2,n,ptr
0x498ed5,n,ptr
0x498edb,n,ptr
0x498ef3,n,ptr
0x498f11,n,allocation_size
0x498f36,n,allocation_size
0x498fa7,n,ptr
0x498fda,n,ptr
0x498fe0,n,ptr
0x498ff8,n,ptr
0x49916e,n,allocation_size
0x499199,n,ptr
0x4991b7,n,allocation_size
0x4991df,n,allocation_size
0x499250,n,ptr
0x499366,n,allocation_size
0x499391,n,ptr
0x4993af,n,allocation_size
0x4993d7,n,allocation_size
0x499446,n,ptr
0x4994b9,n,ptr
0x4994bf,n,ptr
0x4994dc,n,ptr
0x49953f,n,ptr
0x499557,n,ptr
0x4995bf,n,ptr
0x4995d7,n,ptr
0x49963f,n,ptr
0x499657,n,ptr
0x4996cc,n,ptr
0x4996d2,n,ptr
0x4996ef,n,ptr
0x49974f,n,allocation_size
0x499789,n,allocation_size
0x4998c9,n,ptr
0x499904,n,ptr
0x49990a,n,ptr
0x499922,n,ptr
0x49995c,n,ptr
0x499962,n,ptr
0x49997a,n,ptr
0x499aa5,n,ptr
0x499aab,n,ptr
0x499ac6,n,ptr
0x499b07,n,ptr
0x499b0d,n,ptr
0x499b28,n,ptr
0x499b62,n,allocation_size
0x499b8e,n,ptr
0x499c48,n,ptr
0x499c4e,n,ptr
0x499c69,n,ptr
0x499c82,n,ptr
0x499cb4,n,void (__cdecl *)()
0x499d05,n,Trim
0x499d09,n,this
0x499d0c,n,N
0x499d4c,n,this
0x499d4e,n,char **
0x499d61,n,this
0x499d7c,n,sublen
0x499d7d,n,subpos
0x499d7e,n,str
0x499da5,n,ptr
0x499de4,n,void (__cdecl *)()
0x49a1d3,n,ptr
0x49a250,n,allocation_size
0x49a3d5,n,this
0x49a3db,n,waitingPlayer
0x49a3e2,n,this
0x49a3e8,n,waitingPlayer
0x49a427,n,this
0x49a439,n,draw_changes
0x49a43a,n,waitingPlayer
0x49a43c,n,bInMove
0x49a43e,n,heroId
0x49a45c,n,direction
0x49a45d,n,this
0x49a463,n,currHero
0x49a487,n,this
0x49a499,n,newDirection
0x49a49f,n,this
0x49a4c3,n,yInc
0x49a4e5,n,xInc
0x49a4ea,n,direction
0x49a4eb,n,curr
0x49a514,n,this
0x49a564,n,this
0x49a56a,n,int
0x49a56b,n,TAdventureObjectType
0x49a580,n,allocation_size
0x49a5d4,n,this
0x49a5da,n,waitingPlayer
0x49a5e1,n,this
0x49a5e7,n,waitingPlayer
0x49a5f7,n,is_replay
0x49a618,n,draw_changes
0x49a619,n,this
0x49a61f,n,bIsRemoteMove
0x49a621,n,sample_name
0x49a62e,n,destination
0x49a62f,n,who
0x49a640,n,allocation_size
0x49a756,n,type_action_type
0x49a75f,n,int
0x49a760,n,int
0x49a761,n,this
0x49a78d,n,Y
0x49a790,n,Z
0x49a793,n,X
0x49a7a3,n,this
0x49a7a9,n,bForceDraw
0x49a7b0,n,this
0x49a7b6,n,a3
0x49a7b8,n,a2
0x49a7f0,n,allocation_size
0x49a876,n,Z
0x49a879,n,Y
0x49a87e,n,X
0x49a88e,n,this
0x49a894,n,bForceDraw
0x49a89b,n,this
0x49a8a1,n,a3
0x49a8a3,n,a2
0x49a8d0,n,allocation_size
0x49aaa5,n,this
0x49aab4,n,this
0x49aaba,n,bForceDraw
0x49aac1,n,this
0x49aac7,n,a3
0x49aac9,n,a2
0x49aaf2,n,this
0x49aafa,n,int
0x49aafb,n,TAdventureObjectType
0x49ab10,n,allocation_size
0x49ab5b,n,version
0x49ab5e,n,infile
0x49ac99,n,this
0x49ac9f,n,int
0x49aca0,n,TAdventureObjectType
0x49acc2,n,Z
0x49acd1,n,Y
0x49acd4,n,X
0x49ace4,n,this
0x49acea,n,bForceDraw
0x49acf1,n,this
0x49acf7,n,a3
0x49acf9,n,a2
0x49ad1c,n,this
0x49ad71,n,ptr
0x49ad90,n,allocation_size
0x49af15,n,draw_changes
0x49af16,n,waitingPlayer
0x49af18,n,bInMove
0x49af20,n,this
0x49af2e,n,this
0x49af34,n,record
0x49af36,n,point
0x49af37,n,thisCell
0x49af55,n,Z
0x49af64,n,Y
0x49af67,n,X
0x49af77,n,this
0x49af7d,n,bForceDraw
0x49af84,n,this
0x49af8a,n,bForceDraw
0x49af8c,n,bAllowIntermediateMouse
0x49af93,n,this
0x49af99,n,a3
0x49af9a,n,this
0x49afc1,n,a3
0x49afc6,n,this
0x49afcc,n,a2
0x49b040,n,allocation_size
0x49b1d5,n,this
0x49b1db,n,waitingPlayer
0x49b1e2,n,this
0x49b1e8,n,waitingPlayer
0x49b236,n,this
0x49b248,n,draw_changes
0x49b249,n,waitingPlayer
0x49b24b,n,bInMove
0x49b24d,n,heroId
0x49b253,n,this
0x49b25b,n,this
0x49b2a2,n,this
0x49b2a8,n,bForceDraw
0x49b2af,n,this
0x49b2b5,n,a3
0x49b2b7,n,a2
0x49b2e0,n,this
0x49b2e6,n,int
0x49b2e7,n,TAdventureObjectType
0x49b2f0,n,allocation_size
0x49b33b,n,version
0x49b33e,n,infile
0x49b475,n,this
0x49b47b,n,waitingPlayer
0x49b482,n,this
0x49b488,n,waitingPlayer
0x49b4f1,n,this
0x49b4f7,n,int
0x49b4f8,n,TAdventureObjectType
0x49b556,n,Z
0x49b55a,n,Y
0x49b55d,n,X
0x49b57e,n,this
0x49b590,n,draw_changes
0x49b591,n,waitingPlayer
0x49b593,n,bInMove
0x49b595,n,heroId
0x49b59b,n,this
0x49b5a1,n,bForceDraw
0x49b5a8,n,this
0x49b5ae,n,a3
0x49b5b0,n,a2
0x49b5c3,n,this
0x49b660,n,allocation_size
0x49b75c,n,this
0x49b762,n,player
0x49b76b,n,arg
0x49b76f,n,format
0x49b770,n,result
0x49b783,n,sublen
0x49b784,n,subpos
0x49b785,n,str
0x49b786,n,this
0x49b7ad,n,ptr
0x49b7bd,n,cText
0x49b7c6,n,iResExtra3
0x49b7c7,n,iResType3
0x49b7c9,n,iTimeout
0x49b7ce,n,iSpecial
0x49b7d0,n,iResExtra2
0x49b7d2,n,iResType2
0x49b7d4,n,iResExtra1
0x49b7d5,n,iResType1
0x49b7d7,n,y
0x49b7d9,n,x
0x49b7db,n,iMBType
0x49b80f,n,ptr
0x49b851,n,ptr
0x49b87a,n,ptr
0x49b8a4,n,allocation_size
0x49b99b,n,allocation_size
0x49b9d0,n,ptr
0x49ba2d,n,X
0x49ba2e,n,M
0x49ba30,n,P
0x49ba31,n,this
0x49bb3b,n,z
0x49bb42,n,y
0x49bb45,n,x
0x49bb68,n,this
0x49bb6e,n,bForceDraw
0x49bb75,n,this
0x49bb7b,n,a3
0x49bb7d,n,a2
0x49bbdb,n,z
0x49bbe2,n,y
0x49bbe5,n,x
0x49bc13,n,this
0x49bc3c,n,allocation_size
0x49bcce,n,allocation_size
0x49bd1c,n,ptr
0x49be13,n,this
0x49be3c,n,allocation_size
0x49bedb,n,allocation_size
0x49bf29,n,ptr
0x49c009,n,allocation_size
0x49c0a1,n,allocation_size
0x49c0eb,n,ptr
0x49c1d8,n,allocation_size
0x49c273,n,allocation_size
0x49c2b2,n,ptr
0x49c398,n,allocation_size
0x49c431,n,allocation_size
0x49c497,n,ptr
0x49c57a,n,allocation_size
0x49c666,n,allocation_size
0x49c6b4,n,ptr
0x49c79a,n,allocation_size
0x49c895,n,allocation_size
0x49c8e3,n,ptr
0x49c9ca,n,allocation_size
0x49ca99,n,allocation_size
0x49cae7,n,ptr
0x49cbcb,n,allocation_size
0x49cca8,n,allocation_size
0x49ccf6,n,ptr
0x49ce1e,n,allocation_size
0x49cf27,n,x
0x49cf3d,n,x
0x49cf3f,n,z
0x49cf40,n,y
0x49cf93,n,X
0x49cf9b,n,M
0x49cf9d,n,this
0x49cfa3,n,P
0x49d00c,n,this
0x49d012,n,a4
0x49d013,n,count
0x49d018,n,pos
0x49d09e,n,allocation_size
0x49d1a1,n,x
0x49d1b7,n,x
0x49d1b9,n,z
0x49d1ba,n,y
0x49d20d,n,X
0x49d215,n,M
0x49d217,n,this
0x49d21d,n,P
0x49d285,n,this
0x49d28e,n,a4
0x49d28f,n,count
0x49d294,n,pos
0x49d50d,n,this
0x49d513,n,bForceDraw
0x49d519,n,this
0x49d51f,n,bForceDraw
0x49d520,n,bAllowIntermediateMouse
0x49d5ba,n,retstr
0x49d5bb,n,this
0x49d626,n,this
0x49d62c,n,waitingPlayer
0x49d632,n,this
0x49d638,n,waitingPlayer
0x49d672,n,this
0x49d678,n,draw_changes
0x49d67a,n,waitingPlayer
0x49d67b,n,bInMove
0x49d67c,n,heroId
0x49d68c,n,update
0x49d68e,n,waitingPlayer
0x49d68f,n,townId
0x49d690,n,this
0x49d6a1,n,this
0x49d6ac,n,bForceDraw
0x49d6bd,n,this
0x49d6c3,n,bForceDraw
0x49d6c4,n,bAllowIntermediateMouse
0x49d7e1,n,allocation_size
0x49d815,n,ptr
0x49d8a9,n,a4
0x49d8aa,n,count
0x49d8ac,n,pos
0x49d8ad,n,this
0x49d974,n,void (__cdecl *)()
0x49dde3,n,signed __int8 *
0x49dde9,n,signed __int8 *
0x49ddf3,n,bForceDraw
0x49de08,n,this
0x49de0f,n,bForceDraw
0x49de11,n,bAllowIntermediateMouse
0x49de13,n,this
0x49de20,n,record
0x49de22,n,point
0x49de23,n,thisCell
0x49de24,n,this
0x49de47,n,max
0x49de4c,n,min
0x49de5c,n,Dest
0x49de94,n,channel
0x49de96,n,max_time
0x49de99,n,sample_name
0x49dea3,n,this
0x49deae,n,this
0x49deb4,n,height
0x49deb9,n,width
0x49debe,n,startY
0x49dec3,n,startX
0x49decd,n,bForceDraw
0x49decf,n,this
0x49ded6,n,this
0x49dedc,n,iFadeTime
0x49dede,n,height
0x49dee3,n,width
0x49dee8,n,startY
0x49deed,n,startX
0x49def7,n,this
0x49defd,n,force
0x49df6e,n,draw_changes
0x49df70,n,waitingPlayer
0x49df72,n,bInMove
0x49df7c,n,this
0x49dfad,n,int
0x49dfb1,n,type_point
0x49dfb7,n,this
0x49e09b,n,arg
0x49e0a8,n,format
0x49e0a9,n,result
0x49e0c5,n,int
0x49e0c7,n,int
0x49e0c9,n,int
0x49e0cb,n,int
0x49e0cd,n,int
0x49e0cf,n,int
0x49e0d1,n,int
0x49e0d3,n,int
0x49e0d5,n,int
0x49e0d7,n,int
0x49e0d9,n,int
0x49e0de,n,char *
0x49e115,n,ptr
0x49e214,n,signed __int8
0x49e216,n,bool
0x49e21a,n,int
0x49e224,n,int
0x49e22e,n,int
0x49e22f,n,int
0x49e230,n,this
0x49e2a1,n,int
0x49e2a3,n,int
0x49e2a5,n,int
0x49e2aa,n,int
0x49e2ac,n,int
0x49e2ae,n,int
0x49e2b0,n,char *
0x49e2b6,n,int
0x49e2b8,n,int
0x49e2ba,n,int
0x49e2bc,n,int
0x49e2be,n,int
0x49e2e5,n,signed __int8 *
0x49e301,n,signed __int8 *
0x49e30f,n,artifact
0x49e314,n,this
0x49e325,n,sea_movement
0x49e327,n,this
0x49e347,n,this
0x49e34a,n,updateFlag
0x49e34c,n,drawWinSect
0x49e34e,n,iWhich
0x49e35e,n,this
0x49e39d,n,int
0x49e3b5,n,int
0x49e3bd,n,char *
0x49e3c7,n,this
0x49e3d2,n,this
0x49e3d8,n,height
0x49e3dd,n,width
0x49e3e2,n,startY
0x49e3e7,n,startX
0x49e3f1,n,bForceDraw
0x49e3f3,n,this
0x49e3fa,n,this
0x49e400,n,iFadeTime
0x49e402,n,height
0x49e407,n,width
0x49e40c,n,startY
0x49e411,n,startX
0x49e41b,n,this
0x49e421,n,force
0x49e42b,n,this
0x49e42d,n,bFoughtBattle
0x49e44d,n,cell
0x49e44e,n,this
0x49e46a,n,int
0x49e46c,n,int
0x49e46e,n,int
0x49e473,n,int
0x49e475,n,int
0x49e477,n,int
0x49e479,n,char *
0x49e47c,n,int
0x49e47e,n,int
0x49e480,n,int
0x49e482,n,int
0x49e484,n,int
0x49e49e,n,time
0x49e4a0,n,view
0x49e4a1,n,this
0x49e4a8,n,bUpdate
0x49e4aa,n,bDrawWindow
0x49e4ac,n,force_update
0x49e4ad,n,this
0x49e4ba,n,int
0x49e4bb,n,int
0x49e4bd,n,int
0x49e4c1,n,int
0x49e4c3,n,int
0x49e4c5,n,int
0x49e4c7,n,char *
0x49e4c9,n,int
0x49e4cb,n,int
0x49e4cd,n,int
0x49e4cf,n,int
0x49e4d1,n,int
0x49e542,n,cell
0x49e54a,n,this
0x49e56a,n,signed __int8 *
0x49e56b,n,signed __int8 *
0x49e56e,n,a2
0x49e583,n,char
0x49e588,n,int
0x49e58a,n,_DWORD *
0x49e58b,n,this
0x49e59d,n,this
0x49e5b8,n,bForceDraw
0x49e5ba,n,this
0x49e5ce,n,a3
0x49e5d0,n,a2
0x49e5d2,n,this
0x49e5d9,n,bool
0x49e5db,n,type_point
0x49e5dc,n,NewmapCell *
0x49e5dd,n,this
0x49e5f1,n,max
0x49e5f6,n,min
0x49e606,n,Dest
0x49e613,n,int
0x49e616,n,char *
0x49e61b,n,int
0x49e622,n,this
0x49e62d,n,this
0x49e633,n,height
0x49e638,n,width
0x49e63d,n,startY
0x49e642,n,startX
0x49e64c,n,bForceDraw
0x49e64e,n,this
0x49e655,n,this
0x49e65b,n,iFadeTime
0x49e65d,n,height
0x49e662,n,width
0x49e667,n,startY
0x49e66c,n,startX
0x49e676,n,this
0x49e67c,n,force
0x49e68f,n,this
0x49e6ba,n,signed __int8 *
0x49e6bb,n,signed __int8 *
0x49e6e6,n,time
0x49e6e8,n,view
0x49e6ef,n,bUpdate
0x49e6f1,n,bDrawWindow
0x49e6f3,n,force_update
0x49e6f5,n,this
0x49e74e,n,howMany
0x49e75e,n,iNameSet
0x49e76c,n,Format
0x49e76d,n,Dest
0x49e77a,n,iMBType
0x49e77f,n,cText
0x49e784,n,iResExtra3
0x49e786,n,iResType3
0x49e788,n,iTimeout
0x49e78a,n,iSpecial
0x49e78c,n,iResExtra2
0x49e78e,n,iResType2
0x49e790,n,iResExtra1
0x49e792,n,iResType1
0x49e794,n,y
0x49e796,n,x
0x49e7b1,n,iResExtra3
0x49e7b3,n,iResType3
0x49e7b5,n,iTimeout
0x49e7ba,n,iSpecial
0x49e7bc,n,iResExtra2
0x49e7be,n,iResType2
0x49e7c0,n,cText
0x49e7c3,n,iResExtra1
0x49e7c5,n,iResType1
0x49e7c7,n,y
0x49e7c9,n,x
0x49e7cb,n,iMBType
0x49e7f5,n,numGroups3
0x49e7f7,n,numMons3
0x49e7f9,n,monType3
0x49e7fb,n,numGroups2
0x49e7fd,n,numMons2
0x49e7ff,n,monType2
0x49e801,n,point
0x49e805,n,eventCell
0x49e806,n,numMons
0x49e807,n,monType
0x49e80b,n,this
0x49e80d,n,who
0x49e81b,n,this
0x49e847,n,Format
0x49e848,n,Dest
0x49e855,n,iMBType
0x49e85a,n,cText
0x49e85f,n,iResExtra3
0x49e861,n,iResType3
0x49e863,n,iTimeout
0x49e865,n,iSpecial
0x49e867,n,iResExtra2
0x49e869,n,iResType2
0x49e86b,n,iResExtra1
0x49e86c,n,iResType1
0x49e86e,n,y
0x49e870,n,x
0x49e87a,n,this
0x49e87c,n,point
0x49e882,n,this
0x49e88a,n,equip_it
0x49e899,n,bCheckEnd
0x49e89b,n,artifact
0x49e8ab,n,this
0x49e8c9,n,bForceDraw
0x49e8cb,n,this
0x49e8dc,n,bForceDraw
0x49e8de,n,bAllowIntermediateMouse
0x49e8e0,n,this
0x49e8e7,n,record
0x49e8e9,n,point
0x49e8ea,n,thisCell
0x49e8eb,n,this
0x49e8ff,n,y
0x49e904,n,x
0x49e914,n,Dest
0x49e921,n,max_time
0x49e924,n,sample_name
0x49e929,n,channel
0x49e930,n,this
0x49e93b,n,this
0x49e941,n,height
0x49e946,n,width
0x49e94b,n,startY
0x49e950,n,startX
0x49e95a,n,bForceDraw
0x49e95c,n,this
0x49e963,n,this
0x49e969,n,iFadeTime
0x49e96b,n,height
0x49e970,n,width
0x49e975,n,startY
0x49e97a,n,startX
0x49e984,n,this
0x49e98a,n,force
0x49e9a3,n,this
0x49e9ca,n,signed __int8 *
0x49e9da,n,signed __int8 *
0x49ea1d,n,C
0x49ea40,n,Format
0x49ea41,n,Dest
0x49ea68,n,Format
0x49ea69,n,Dest
0x49ea76,n,iResExtra3
0x49ea78,n,iResType3
0x49ea7a,n,iTimeout
0x49ea7c,n,iSpecial
0x49ea7e,n,iResExtra2
0x49ea80,n,iResType2
0x49ea82,n,iResExtra1
0x49ea83,n,iResType1
0x49ea85,n,y
0x49ea87,n,x
0x49ea89,n,iMBType
0x49ea8e,n,cText
0x49eaac,n,iResExtra3
0x49eaae,n,iResType3
0x49eab0,n,iTimeout
0x49eab5,n,iSpecial
0x49eab7,n,iResExtra2
0x49eab9,n,iResType2
0x49eabb,n,cText
0x49eabe,n,iResExtra1
0x49eac0,n,iResType1
0x49eac2,n,y
0x49eac4,n,x
0x49eac6,n,iMBType
0x49eb2d,n,this
0x49eb35,n,a2
0x49eb43,n,char
0x49eb55,n,int
0x49eb57,n,_DWORD *
0x49eb58,n,this
0x49eb66,n,this
0x49eb7f,n,bForceDraw
0x49eb84,n,this
0x49eb95,n,a3
0x49eb97,n,a2
0x49eb99,n,this
0x49eba3,n,bool
0x49eba5,n,type_point
0x49eba6,n,NewmapCell *
0x49eba7,n,this
0x49ebbb,n,max
0x49ebc0,n,min
0x49ebd0,n,Dest
0x49ebdd,n,int
0x49ebe0,n,char *
0x49ebe5,n,int
0x49ebec,n,this
0x49ebf7,n,this
0x49ebfd,n,height
0x49ec02,n,width
0x49ec07,n,startY
0x49ec0c,n,startX
0x49ec16,n,bForceDraw
0x49ec18,n,this
0x49ec1f,n,this
0x49ec25,n,iFadeTime
0x49ec27,n,height
0x49ec2c,n,width
0x49ec31,n,startY
0x49ec36,n,startX
0x49ec40,n,this
0x49ec46,n,force
0x49ec5f,n,this
0x49ec7b,n,iResExtra3
0x49ec7d,n,iResType3
0x49ec7f,n,iTimeout
0x49ec84,n,iSpecial
0x49ec86,n,iResExtra2
0x49ec88,n,iResType2
0x49ec8a,n,cText
0x49ec8d,n,iResExtra1
0x49ec8f,n,iResType1
0x49ec91,n,y
0x49ec93,n,x
0x49ec95,n,iMBType
0x49ed04,n,signed __int8 *
0x49ed05,n,signed __int8 *
0x49ed35,n,this
0x49ed59,n,time
0x49ed5b,n,view
0x49ed5d,n,this
0x49ed64,n,bUpdate
0x49ed66,n,bDrawWindow
0x49ed68,n,force_update
0x49ed6a,n,this
0x49ed7d,n,iResExtra3
0x49ed7f,n,iResType3
0x49ed81,n,iTimeout
0x49ed83,n,iSpecial
0x49ed85,n,iResExtra2
0x49ed87,n,iResType2
0x49ed89,n,iResExtra1
0x49ed8b,n,iResType1
0x49ed8d,n,y
0x49ed8f,n,x
0x49ed91,n,iMBType
0x49ed96,n,cText
0x49eda5,n,destroy
0x49edaa,n,this
0x49edb5,n,destroy
0x49edb7,n,this
0x49edcc,n,destroy
0x49edce,n,this
0x49ede0,n,destroy
0x49ede5,n,this
0x49ee00,n,this
0x49ee1c,n,newIndex
0x49ee1e,n,newNumTroops
0x49ee1f,n,armyType
0x49ee20,n,this
0x49ee31,n,this
0x49ee3c,n,howMany
0x49ee44,n,iNameSet
0x49ee5f,n,num
0x49ee60,n,src
0x49ee61,n,this
0x49eea2,n,num
0x49eea3,n,src
0x49eea4,n,this
0x49eeb5,n,sublen
0x49eeb6,n,subpos
0x49eeb8,n,str
0x49eeb9,n,this
0x49eed2,n,Trim
0x49eee8,n,this
0x49eeeb,n,N
0x49ef0b,n,a2
0x49ef0e,n,this
0x49ef78,n,howMany
0x49ef7b,n,iNameSet
0x49f03b,n,arg
0x49f048,n,format
0x49f049,n,result
0x49f058,n,this
0x49f05b,n,sublen
0x49f05c,n,subpos
0x49f05d,n,str
0x49f067,n,destroy
0x49f069,n,this
0x49f081,n,iResExtra3
0x49f082,n,iResType3
0x49f084,n,iTimeout
0x49f085,n,iSpecial
0x49f087,n,iResExtra2
0x49f088,n,iResType2
0x49f08a,n,iResExtra1
0x49f08b,n,iResType1
0x49f08d,n,y
0x49f08f,n,x
0x49f091,n,iMBType
0x49f096,n,cText
0x49f0b8,n,ptr
0x49f0e3,n,ptr
0x49f10e,n,ptr
0x49f141,n,ptr
0x49f17d,n,bool
0x49f17f,n,bool
0x49f181,n,int
0x49f183,n,armyGroup *
0x49f184,n,hero *
0x49f186,n,town *
0x49f18e,n,int
0x49f190,n,armyGroup *
0x49f191,n,hero *
0x49f192,n,type_point
0x49f193,n,this
0x49f1a2,n,this
0x49f1cf,n,Format
0x49f1d0,n,Dest
0x49f1dd,n,iMBType
0x49f1e2,n,cText
0x49f1e7,n,iResExtra3
0x49f1e9,n,iResType3
0x49f1eb,n,iTimeout
0x49f1ed,n,iSpecial
0x49f1ef,n,iResExtra2
0x49f1f1,n,iResType2
0x49f1f3,n,iResExtra1
0x49f1f4,n,iResType1
0x49f1f6,n,y
0x49f1f8,n,x
0x49f202,n,a2
0x49f203,n,this
0x49f219,n,char
0x49f21e,n,int
0x49f220,n,_DWORD *
0x49f221,n,this
0x49f232,n,this
0x49f24f,n,bForceDraw
0x49f251,n,this
