# every stored comment (HD-pressing addresses); kind r=repeatable, n=normal.
hd_va,kind,text
0x597859,n,h
0x59785d,n,w
0x59785e,n,y
0x59785f,n,x
0x597870,n,bool
0x5978aa,n,unknown
0x5978ae,n,drawRects
0x5978b2,n,loop
0x5978b6,n,h
0x5978ba,n,w
0x5978be,n,y
0x5978cb,n,int
0x5978cf,n,int
0x5978d3,n,int
0x5978d7,n,int
0x5978db,n,int
0x597932,n,pause
0x597933,n,bnk
0x597945,n,pause
0x597946,n,bnk
0x59796f,n,this
0x597983,n,this
0x597ae0,n,pause
0x597ae2,n,bnk
0x597af8,n,pause
0x597afa,n,bnk
0x597b2f,n,this
0x597b3a,n,this
0x597b95,n,pause
0x597b97,n,bnk
0x597bad,n,pause
0x597baf,n,bnk
0x597be4,n,this
0x597bef,n,this
0x597db7,n,w
0x597db8,n,h
0x597db9,n,y
0x597dba,n,x
0x597dbb,n,this
0x597e07,n,flags
0x597e08,n,bnk
0x597e82,n,w
0x597e8a,n,h
0x597e8b,n,this
0x597e93,n,y
0x597e94,n,x
0x597ea8,n,lpPoint
0x597ea9,n,hWnd
0x597ebc,n,dy
0x597ec0,n,dx
0x597ec1,n,lprc
0x597fc4,n,hObject
0x597fd0,n,hObject
0x597fdc,n,hObject
0x598021,n,destroy
0x598023,n,this
0x5984ef,n,destroy
0x5984f1,n,this
0x598516,n,void *
0x598532,n,hTemplateFile
0x598534,n,dwFlagsAndAttributes
0x598539,n,dwCreationDisposition
0x59853b,n,lpSecurityAttributes
0x59853d,n,dwShareMode
0x59853f,n,dwDesiredAccess
0x598544,n,lpFileName
0x598567,n,ptr
0x598583,n,lpOverlapped
0x598585,n,lpNumberOfBytesRead
0x598586,n,nNumberOfBytesToRead
0x598588,n,lpBuffer
0x59858d,n,hFile
0x5985a0,n,allocation_size
0x5985b1,n,lpOverlapped
0x5985b3,n,lpNumberOfBytesRead
0x5985c9,n,nNumberOfBytesToRead
0x5985ca,n,lpBuffer
0x5985cb,n,hFile
0x5985ef,n,hTemplateFile
0x5985f1,n,dwFlagsAndAttributes
0x5985f6,n,dwCreationDisposition
0x5985f8,n,lpSecurityAttributes
0x5985fa,n,dwShareMode
0x5985fc,n,dwDesiredAccess
0x598618,n,uType
0x59862f,n,lpCaption
0x598630,n,lpText
0x598631,n,hWnd
0x598643,n,lpOverlapped
0x598645,n,lpNumberOfBytesRead
0x598646,n,nNumberOfBytesToRead
0x598648,n,lpBuffer
0x59864d,n,hFile
0x598660,n,allocation_size
0x598671,n,lpOverlapped
0x598673,n,lpNumberOfBytesRead
0x598689,n,nNumberOfBytesToRead
0x59868a,n,lpBuffer
0x59868b,n,hFile
0x59868e,n,hTemplateFile
0x598690,n,dwFlagsAndAttributes
0x598695,n,dwCreationDisposition
0x598697,n,lpSecurityAttributes
0x598699,n,dwShareMode
0x59869b,n,dwDesiredAccess
0x5986b6,n,uType
0x5986cc,n,lpCaption
0x5986cd,n,lpText
0x5986ce,n,hWnd
0x5986e0,n,lpOverlapped
0x5986e2,n,lpNumberOfBytesRead
0x5986e3,n,nNumberOfBytesToRead
0x5986e5,n,lpBuffer
0x5986ea,n,hFile
0x5986fd,n,allocation_size
0x59870e,n,lpOverlapped
0x598710,n,lpNumberOfBytesRead
0x598726,n,nNumberOfBytesToRead
0x598727,n,lpBuffer
0x598728,n,hFile
0x598749,n,ptr
0x598765,n,ptr
0x598781,n,ptr
0x5987ae,n,hTemplateFile
0x5987b0,n,dwFlagsAndAttributes
0x5987b5,n,dwCreationDisposition
0x5987b7,n,lpSecurityAttributes
0x5987b9,n,dwShareMode
0x5987bb,n,dwDesiredAccess
0x5987e7,n,lpOverlapped
0x5987e9,n,lpNumberOfBytesRead
0x5987ea,n,nNumberOfBytesToRead
0x5987ec,n,lpBuffer
0x5987f1,n,hFile
0x598800,n,allocation_size
0x598811,n,lpOverlapped
0x598813,n,lpNumberOfBytesRead
0x598820,n,nNumberOfBytesToRead
0x598821,n,lpBuffer
0x598827,n,hFile
0x598840,n,hTemplateFile
0x598842,n,dwFlagsAndAttributes
0x598847,n,dwCreationDisposition
0x598849,n,lpSecurityAttributes
0x59884b,n,dwShareMode
0x59884d,n,dwDesiredAccess
0x59887d,n,uType
0x59887f,n,lpCaption
0x598880,n,lpText
0x598881,n,hWnd
0x598893,n,lpOverlapped
0x598895,n,lpNumberOfBytesRead
0x598896,n,nNumberOfBytesToRead
0x598898,n,lpBuffer
0x59889d,n,hFile
0x5988ac,n,allocation_size
0x5988bd,n,lpOverlapped
0x5988bf,n,lpNumberOfBytesRead
0x5988cc,n,nNumberOfBytesToRead
0x5988cd,n,lpBuffer
0x5988d3,n,hFile
0x5988d7,n,void *
0x598926,n,ptr
0x598937,n,Str
0x598966,n,hTemplateFile
0x598967,n,dwFlagsAndAttributes
0x59896e,n,dwCreationDisposition
0x598970,n,lpSecurityAttributes
0x598974,n,dwShareMode
0x598979,n,dwDesiredAccess
0x59897e,n,lpFileName
0x598995,n,lpOverlapped
0x598997,n,lpNumberOfBytesRead
0x598998,n,nNumberOfBytesToRead
0x59899a,n,lpBuffer
0x59899f,n,hFile
0x5989ae,n,allocation_size
0x5989bf,n,lpOverlapped
0x5989c1,n,lpNumberOfBytesRead
0x5989ce,n,nNumberOfBytesToRead
0x5989cf,n,lpBuffer
0x5989d5,n,hFile
0x5989f1,n,hObject
0x598a07,n,ptr
0x598a24,n,hObject
0x598a3a,n,ptr
0x598a57,n,hObject
0x598a6e,n,ptr
0x598b0a,n,Str2
0x598b0e,n,Str1
0x598b42,n,Str2
0x598b46,n,Str1
0x598b65,n,this
0x598b78,n,dwMoveMethod
0x598b7a,n,lpDistanceToMoveHigh
0x598b89,n,lDistanceToMove
0x598b8a,n,hFile
0x598bb4,n,this
0x598bc7,n,dwMoveMethod
0x598bc9,n,lpDistanceToMoveHigh
0x598bd8,n,lDistanceToMove
0x598bd9,n,hFile
0x598c22,n,Str2
0x598c26,n,Str1
0x598c68,n,Str2
0x598c6c,n,Str1
0x598c91,n,this
0x598ca4,n,dwMoveMethod
0x598ca6,n,lpDistanceToMoveHigh
0x598cb5,n,lDistanceToMove
0x598cb6,n,hFile
0x598ce0,n,this
0x598cf4,n,dwMoveMethod
0x598cf6,n,lpDistanceToMoveHigh
0x598d04,n,lDistanceToMove
0x598d05,n,hFile
0x598e41,n,this
0x598f46,n,this
0x599052,n,pause
0x599053,n,bnk
0x599065,n,pause
0x599066,n,bnk
0x59906f,n,int
0x599083,n,this
0x599252,n,this
0x599258,n,expect_fadein
0x599259,n,speed
0x59925b,n,inOut
0x599262,n,this
0x59929a,n,this
0x5992a0,n,expect_fadein
0x5992a1,n,speed
0x5992a3,n,inOut
0x599314,n,this
0x59931a,n,expect_fadein
0x59931b,n,speed
0x59931d,n,inOut
0x599328,n,this
0x59932e,n,w
0x599333,n,h
0x599338,n,y
0x599339,n,x
0x5993d4,n,void (__cdecl *)()
0x5997cb,n,iVolumeType
0x5997cd,n,iVolumeValue
0x5997e6,n,lpCriticalSection
0x5997f5,n,lpCriticalSection
0x59982a,n,lpCriticalSection
0x599885,n,lpCriticalSection
0x599891,n,lpCriticalSection
0x59989a,n,lpCriticalSection
0x5998a6,n,arglist
0x5998a8,n,stack_size
0x5998aa,n,start_address
0x5998c6,n,lpCriticalSection
0x5998cf,n,lpCriticalSection
0x5998d9,n,lpCriticalSection
0x5998ee,n,max
0x5998f3,n,min
0x599906,n,Dest
0x59990c,n,this
0x599918,n,bool
0x59991a,n,int
0x59991c,n,char *
0x599949,n,bool
0x59994b,n,int
0x59994d,n,char *
0x59994e,n,this
0x599960,n,lpCriticalSection
0x599969,n,lpCriticalSection
0x599987,n,dwMilliseconds
0x599998,n,arglist
0x59999a,n,stack_size
0x59999c,n,start_address
0x5999b5,n,lpCriticalSection
0x5999b8,n,lpCriticalSection
0x599a9e,n,lpCriticalSection
0x599ab6,n,lpCriticalSection
0x599abf,n,lpCriticalSection
0x599b25,n,value
0x599b27,n,number
0x599b2b,n,value
0x599b2d,n,number
0x599b31,n,value
0x599b33,n,number
0x599b9a,n,lpFormat
0x599b9f,n,wDeviceID
0x599ba4,n,lphWaveOut
0x599ba6,n,drvr
0x599bf5,n,str
0x599bf6,n,format
0x599bf7,n,rate
0x599bf8,n,dig
0x599bff,n,number
0x599c1a,n,Str
0x599c2a,n,drvr
0x599c31,n,value
0x599c33,n,number
0x599c39,n,number
0x599c45,n,value
0x599c47,n,number
0x599ce2,n,hDrv
0x599cf8,n,param
0x599cf9,n,open
0x599d27,n,dig
0x599dd3,n,dwMilliseconds
0x599ded,n,lpCriticalSection
0x599df6,n,lpCriticalSection
0x599e2c,n,HSAMPLE
0x599e49,n,dwMilliseconds
0x599e63,n,lpCriticalSection
0x599e6c,n,lpCriticalSection
0x599ecc,n,lpCriticalSection
0x599ef3,n,HSAMPLE
0x599f1f,n,lpCriticalSection
0x599f86,n,lpCriticalSection
0x599fcd,n,lpCriticalSection
0x599fd4,n,HSAMPLE
0x599fe3,n,lpCriticalSection
0x59a028,n,lpCriticalSection
0x59a035,n,lpCriticalSection
0x59a038,n,lpCriticalSection
0x59a056,n,dwMilliseconds
0x59a067,n,arglist
0x59a069,n,stack_size
0x59a06b,n,start_address
0x59a078,n,lpCriticalSection
0x59a081,n,lpCriticalSection
0x59a0e1,n,lpCriticalSection
0x59a0f2,n,HSAMPLE
0x59a110,n,lpCriticalSection
0x59a124,n,lpCriticalSection
0x59a127,n,lpCriticalSection
0x59a145,n,dwMilliseconds
0x59a156,n,arglist
0x59a158,n,stack_size
0x59a15a,n,start_address
0x59a167,n,lpCriticalSection
0x59a170,n,lpCriticalSection
0x59a1a2,n,lpCriticalSection
0x59a1a9,n,HSAMPLE
0x59a1b0,n,lpCriticalSection
0x59a1ff,n,lpCriticalSection
0x59a206,n,HSAMPLE
0x59a215,n,lpCriticalSection
0x59a28b,n,lpCriticalSection
0x59a2d5,n,iVolumeType
0x59a2d7,n,iVolumeValue
0x59a2d8,n,this
0x59a2df,n,V
0x59a2e0,n,S
0x59a311,n,lpCriticalSection
0x59a36a,n,lpCriticalSection
0x59a37d,n,HSAMPLE
0x59a38c,n,lpCriticalSection
0x59a3a7,n,lpCriticalSection
0x59a442,n,lpCriticalSection
0x59a449,n,HSAMPLE
0x59a458,n,lpCriticalSection
0x59a474,n,int
0x59a476,n,__int16
0x59a478,n,HSAMPLE
0x59a479,n,this
0x59a4f7,n,bool
0x59a4f9,n,int
0x59a4fb,n,char *
0x59a57c,n,lpCriticalSection
0x59a59e,n,HSAMPLE
0x59a5cb,n,lpCriticalSection
0x59a60e,n,lpCriticalSection
0x59a615,n,HSAMPLE
0x59a61f,n,lpCriticalSection
0x59a639,n,S
0x59a643,n,block
0x59a645,n,file_image
0x59a646,n,s
0x59a650,n,loop_count
0x59a651,n,s
0x59a664,n,this
0x59a667,n,iVolumeType
0x59a669,n,iVolumeValue
0x59a672,n,V
0x59a674,n,S
0x59a68e,n,lpCriticalSection
0x59a69c,n,lpCriticalSection
0x59a6cc,n,fillup
0x59a6ce,n,stream
0x59a6d5,n,dwMilliseconds
0x59a6dd,n,lpCriticalSection
0x59a749,n,lpCriticalSection
0x59a750,n,HSAMPLE
0x59a757,n,lpCriticalSection
0x59a7a1,n,this
0x59a7a7,n,lpCriticalSection
0x59a7ff,n,lpCriticalSection
0x59a806,n,HSAMPLE
0x59a815,n,lpCriticalSection
0x59a869,n,lpCriticalSection
0x59a870,n,HSAMPLE
0x59a877,n,lpCriticalSection
0x59a8ec,n,allocation_size
0x59a8f6,n,name
0x59a908,n,ptr
0x59a920,n,this
0x59a926,n,lpCriticalSection
0x59a93a,n,lpCriticalSection
0x59a96a,n,fillup
0x59a96c,n,stream
0x59a973,n,dwMilliseconds
0x59a97b,n,lpCriticalSection
0x59a98b,n,arglist
0x59a98c,n,stack_size
0x59a98e,n,start_address
0x59aa0a,n,lpCriticalSection
0x59aa11,n,HSAMPLE
0x59aa1c,n,lpCriticalSection
0x59aa34,n,dwMilliseconds
0x59aa84,n,lpCriticalSection
0x59aa8b,n,HSAMPLE
0x59aa92,n,lpCriticalSection
0x59aaa3,n,ptr
0x59aad7,n,lpCriticalSection
0x59ab07,n,fillup
0x59ab09,n,stream
0x59ab10,n,dwMilliseconds
0x59ab18,n,lpCriticalSection
0x59ab30,n,this
0x59ab58,n,lpCriticalSection
0x59ab5b,n,this
0x59ab61,n,iVolumeType
0x59ab63,n,iVolumeValue
0x59ab79,n,lpCriticalSection
0x59ab97,n,lpCriticalSection
0x59aba4,n,lpCriticalSection
0x59abc4,n,lpCriticalSection
0x59abc7,n,this
0x59abde,n,lpCriticalSection
0x59ac0e,n,lpCriticalSection
0x59ac1d,n,lpCriticalSection
0x59ac35,n,lpCriticalSection
0x59ac42,n,lpCriticalSection
0x59ac8d,n,Dest
0x59acaf,n,lpCriticalSection
0x59ace2,n,lpCriticalSection
0x59aced,n,stream_mem
0x59acef,n,filename
0x59acf3,n,dig
0x59ad42,n,count
0x59ad43,n,stream
0x59ad50,n,fillup
0x59ad52,n,stream
0x59ad70,n,lpCriticalSection
0x59ad7f,n,lpCriticalSection
0x59ae0d,n,lpCriticalSection
0x59ae1c,n,lpCriticalSection
0x59ae93,n,lpCriticalSection
0x59ae9a,n,dwMilliseconds
0x59aeaa,n,lpCriticalSection
0x59aedf,n,lpCriticalSection
0x59aeec,n,lpCriticalSection
0x59af0b,n,lpCriticalSection
0x59af33,n,lpCriticalSection
0x59af6c,n,lpCriticalSection
0x59af79,n,lpCriticalSection
0x59af87,n,arglist
0x59af89,n,stack_size
0x59af8b,n,start_address
0x59af9d,n,lpCriticalSection
0x59b000,n,lpCriticalSection
0x59b07c,n,lpCriticalSection
0x59b08b,n,lpCriticalSection
0x59b09e,n,lpCriticalSection
0x59b0f5,n,lpCriticalSection
0x59b10f,n,HSAMPLE
0x59b128,n,lpCriticalSection
0x59b134,n,lpCriticalSection
0x59b13b,n,lpCriticalSection
0x59b15d,n,dwMilliseconds
0x59b16e,n,arglist
0x59b170,n,stack_size
0x59b172,n,start_address
0x59b17f,n,lpCriticalSection
0x59b182,n,lpCriticalSection
0x59b188,n,lpCriticalSection
0x59b1d9,n,lpCriticalSection
0x59b1dc,n,lpCriticalSection
0x59b1e9,n,lpCriticalSection
0x59b1f9,n,arglist
0x59b1fb,n,stack_size
0x59b1fd,n,start_address
0x59b213,n,lpCriticalSection
0x59b253,n,lpCriticalSection
0x59b297,n,lpCriticalSection
0x59b2ac,n,HSAMPLE
0x59b2ca,n,lpCriticalSection
0x59b2d8,n,lpCriticalSection
0x59b2e5,n,dwMilliseconds
0x59b2ed,n,lpCriticalSection
0x59b2f5,n,lpCriticalSection
0x59b321,n,lpCriticalSection
0x59b32a,n,lpCriticalSection
0x59b348,n,dwMilliseconds
0x59b359,n,arglist
0x59b35b,n,stack_size
0x59b35d,n,start_address
0x59b36a,n,lpCriticalSection
0x59b373,n,lpCriticalSection
0x59b39a,n,lpCriticalSection
0x59b3a6,n,lpCriticalSection
0x59b3de,n,lpCriticalSection
0x59b3ed,n,lpCriticalSection
0x59b4cb,n,lpCriticalSection
0x59b4d8,n,lpCriticalSection
0x59b53e,n,lpCriticalSection
0x59b541,n,dwMilliseconds
0x59b54c,n,lpCriticalSection
0x59b57e,n,lpCriticalSection
0x59b58b,n,lpCriticalSection
0x59b5b4,n,void (__cdecl *)()
0x59b9a4,n,void (__cdecl *)()
0x59bdd3,n,destroy
0x59bddb,n,this
0x59bded,n,this
0x59be02,n,magic_terrain_type
0x59be03,n,spell
0x59be1f,n,num
0x59be20,n,src
0x59be21,n,this
0x59be85,n,sublen
0x59be86,n,subpos
0x59be88,n,str
0x59be89,n,this
0x59be91,n,destroy
0x59be93,n,this
0x59bf71,n,Trim
0x59bf76,n,this
0x59bf79,n,N
0x59bfa0,n,a2
0x59bfa6,n,this
0x59bfb3,n,this
0x59bfea,n,target_army
0x59bffb,n,damage
0x59bffc,n,spell
0x59c011,n,Format
0x59c012,n,Dest
0x59c04a,n,Trim
0x59c04f,n,this
0x59c052,n,N
0x59c08a,n,destroy
0x59c08e,n,this
0x59c09e,n,sublen
0x59c09f,n,subpos
0x59c0a1,n,str
0x59c0a2,n,this
0x59c0c3,n,ptr
0x59c100,n,focusable
0x59c10b,n,focusable
0x59c10c,n,focusable
0x59c10d,n,focusable
0x59c10e,n,winType
0x59c110,n,winHeight
0x59c115,n,winWidth
0x59c11c,n,winY
0x59c11e,n,winX
0x59c194,n,allocation_size
0x59c1db,n,ptr
0x59c203,n,allocation_size
0x59c218,n,style
0x59c222,n,id
0x59c227,n,h
0x59c22c,n,w
0x59c231,n,y
0x59c233,n,x
0x59c235,n,this
0x59c252,n,this
0x59c25d,n,whichPlayer
0x59c25e,n,this
0x59c26b,n,value
0x59c26c,n,count
0x59c26e,n,pos
0x59c26f,n,this
0x59c2a1,n,allocation_size
0x59c2b6,n,style
0x59c2b8,n,back_color
0x59c2ba,n,flipped
0x59c2bc,n,sequence
0x59c2c0,n,frame
0x59c2c2,n,image
0x59c2c4,n,id
0x59c2c8,n,h
0x59c2ca,n,w
0x59c2cc,n,y
0x59c2cd,n,x
0x59c2ce,n,this
0x59c2e3,n,value
0x59c2e4,n,count
0x59c2e6,n,pos
0x59c2e7,n,this
0x59c31e,n,allocation_size
0x59c333,n,style
0x59c335,n,back_color
0x59c337,n,flipped
0x59c339,n,sequence
0x59c33d,n,frame
0x59c33f,n,image
0x59c341,n,id
0x59c345,n,h
0x59c347,n,w
0x59c349,n,y
0x59c34a,n,x
0x59c34b,n,this
0x59c360,n,value
0x59c361,n,count
0x59c363,n,pos
0x59c364,n,this
0x59c3b2,n,allocation_size
0x59c3c7,n,style
0x59c3c9,n,back_color
0x59c3cb,n,flipped
0x59c3cd,n,sequence
0x59c3d1,n,frame
0x59c3d8,n,id
0x59c3dc,n,h
0x59c3de,n,w
0x59c3e0,n,y
0x59c3e1,n,x
0x59c3e2,n,this
0x59c3f7,n,value
0x59c3f8,n,count
0x59c3fa,n,pos
0x59c3fb,n,this
0x59c432,n,allocation_size
0x59c447,n,style
0x59c449,n,back_color
0x59c44b,n,flipped
0x59c44d,n,sequence
0x59c451,n,frame
0x59c458,n,id
0x59c45c,n,h
0x59c45e,n,w
0x59c460,n,y
0x59c461,n,x
0x59c462,n,this
0x59c477,n,value
0x59c478,n,count
0x59c47a,n,pos
0x59c47b,n,this
0x59c4c9,n,allocation_size
0x59c4de,n,int
0x59c4e2,n,back_color
0x59c4e4,n,justify
0x59c4e6,n,textWidgetId
0x59c4ea,n,color
0x59c4f1,n,textString
0x59c4f3,n,textWidgetHeight
0x59c4f5,n,textWidgetWidth
0x59c4f7,n,textWidgetY
0x59c4f8,n,textWidgetX
0x59c4f9,n,this
0x59c50e,n,value
0x59c50f,n,count
0x59c511,n,pos
0x59c512,n,this
0x59c549,n,allocation_size
0x59c55e,n,int
0x59c562,n,back_color
0x59c564,n,justify
0x59c566,n,textWidgetId
0x59c56a,n,color
0x59c571,n,textString
0x59c573,n,textWidgetHeight
0x59c575,n,textWidgetWidth
0x59c577,n,textWidgetY
0x59c578,n,textWidgetX
0x59c579,n,this
0x59c58e,n,value
0x59c58f,n,count
0x59c591,n,pos
0x59c592,n,this
0x59c5b8,n,allocation_size
0x59c5cd,n,style
0x59c5cf,n,back_color
0x59c5d1,n,flipped
0x59c5d3,n,sequence
0x59c5d5,n,frame
0x59c5dc,n,id
0x59c5e1,n,h
0x59c5e3,n,w
0x59c5e8,n,y
0x59c5ea,n,x
0x59c5ec,n,this
0x59c60e,n,value
0x59c60f,n,count
0x59c610,n,pos
0x59c611,n,this
0x59c61c,n,allocation_size
0x59c631,n,style
0x59c633,n,back_color
0x59c635,n,flipped
0x59c637,n,sequence
0x59c639,n,frame
0x59c640,n,id
0x59c645,n,h
0x59c64a,n,w
0x59c64c,n,y
0x59c64e,n,x
0x59c653,n,this
0x59c66d,n,value
0x59c66e,n,count
0x59c66f,n,pos
0x59c670,n,this
0x59c67b,n,allocation_size
0x59c690,n,style
0x59c691,n,id
0x59c696,n,h
0x59c698,n,w
0x59c69a,n,y
0x59c69c,n,x
0x59c6a1,n,this
0x59c6b5,n,value
0x59c6b6,n,count
0x59c6b7,n,pos
0x59c6b8,n,this
0x59c6c3,n,allocation_size
0x59c6d8,n,style
0x59c6d9,n,id
0x59c6de,n,h
0x59c6e0,n,w
0x59c6e2,n,y
0x59c6e7,n,x
0x59c6ec,n,this
0x59c700,n,value
0x59c701,n,count
0x59c702,n,pos
0x59c703,n,this
0x59c70e,n,allocation_size
0x59c723,n,style
0x59c724,n,id
0x59c729,n,h
0x59c72b,n,w
0x59c72d,n,y
0x59c732,n,x
0x59c737,n,this
0x59c74b,n,value
0x59c74c,n,count
0x59c74d,n,pos
0x59c74e,n,this
0x59c759,n,allocation_size
0x59c76e,n,style
0x59c76f,n,id
0x59c774,n,h
0x59c776,n,w
0x59c778,n,y
0x59c77d,n,x
0x59c782,n,this
0x59c796,n,value
0x59c797,n,count
0x59c798,n,pos
0x59c799,n,this
0x59c7a4,n,allocation_size
0x59c7b9,n,style
0x59c7ba,n,id
0x59c7bf,n,h
0x59c7c1,n,w
0x59c7c3,n,y
0x59c7c8,n,x
0x59c7cd,n,this
0x59c7e1,n,value
0x59c7e2,n,count
0x59c7e3,n,pos
0x59c7e4,n,this
0x59c7ef,n,allocation_size
0x59c804,n,style
0x59c80e,n,id
0x59c813,n,h
0x59c815,n,w
0x59c817,n,y
0x59c819,n,x
0x59c81b,n,this
0x59c835,n,value
0x59c836,n,count
0x59c837,n,pos
0x59c838,n,this
0x59c843,n,allocation_size
0x59c858,n,style
0x59c862,n,id
0x59c867,n,h
0x59c869,n,w
0x59c86b,n,y
0x59c86d,n,x
0x59c872,n,this
0x59c88c,n,value
0x59c88d,n,count
0x59c88e,n,pos
0x59c88f,n,this
0x59c89a,n,allocation_size
0x59c8af,n,style
0x59c8b0,n,id
0x59c8b5,n,h
0x59c8b7,n,w
0x59c8b9,n,y
0x59c8be,n,x
0x59c8c3,n,this
0x59c8d7,n,value
0x59c8d8,n,count
0x59c8d9,n,pos
0x59c8da,n,this
0x59c8e5,n,allocation_size
0x59c8fa,n,style
0x59c8fb,n,id
0x59c900,n,h
0x59c902,n,w
0x59c904,n,y
0x59c909,n,x
0x59c90e,n,this
0x59c922,n,value
0x59c923,n,count
0x59c924,n,pos
0x59c925,n,this
0x59c937,n,focusable
0x59c93d,n,Dest
0x59c947,n,allocation_size
0x59c95c,n,int
0x59c95e,n,back_color
0x59c960,n,justify
0x59c962,n,textWidgetId
0x59c967,n,color
0x59c96e,n,textString
0x59c973,n,textWidgetHeight
0x59c975,n,textWidgetWidth
0x59c977,n,textWidgetY
0x59c97c,n,textWidgetX
0x59c981,n,this
0x59c995,n,value
0x59c996,n,count
0x59c997,n,pos
0x59c998,n,this
0x59c9a3,n,allocation_size
0x59c9b8,n,style
0x59c9b9,n,id
0x59c9be,n,h
0x59c9c0,n,w
0x59c9c2,n,y
0x59c9c7,n,x
0x59c9cc,n,this
0x59c9e0,n,value
0x59c9e1,n,count
0x59c9e2,n,pos
0x59c9e3,n,this
0x59c9ee,n,allocation_size
0x59ca03,n,style
0x59ca05,n,justify
0x59ca06,n,id
0x59ca0b,n,color
0x59ca16,n,text
0x59ca18,n,h
0x59ca1a,n,w
0x59ca1f,n,y
0x59ca24,n,x
0x59ca26,n,this
0x59ca40,n,value
0x59ca41,n,count
0x59ca42,n,pos
0x59ca43,n,this
0x59ca89,n,newPriority
0x59ca8b,n,newWidget
0x59ca8c,n,this
0x59caf6,n,newFrame
0x59caf7,n,this
0x59cb5c,n,newFrame
0x59cb5d,n,this
0x59cb86,n,newFrame
0x59cb90,n,this
0x59cbd1,n,ptr
0x59cc47,n,this
0x59cc79,n,update
0x59cc7a,n,newPriority
0x59cc90,n,a3
0x59cc96,n,update
0x59cccf,n,school_mask
0x59ccdc,n,allocation_size
0x59cd2e,n,ptr
0x59cd58,n,this
0x59cd7e,n,school_mask
0x59cd94,n,this
0x59cd97,n,magic_terrain_type
0x59cd98,n,spell
0x59cef2,n,this
0x59cef8,n,newFrame
0x59d00f,n,new_sprite
0x59d010,n,this
0x59d021,n,newFrame
0x59d022,n,this
0x59d033,n,newFrame
0x59d041,n,this
0x59d0ec,n,magic_terrain
0x59d0ed,n,this
0x59d0f0,n,enemy
0x59d0f1,n,iWhichSpell
0x59d11e,n,Dest
0x59d1c2,n,magic_terrain
0x59d1c3,n,this
0x59d1c6,n,enemy
0x59d1c7,n,iWhichSpell
0x59d1e6,n,Dest
0x59d20f,n,magic_terrain
0x59d210,n,enemy
0x59d211,n,this
0x59d214,n,iWhichSpell
0x59d317,n,ptr
0x59d363,n,msg
0x59d3b0,n,rollover
0x59d3b2,n,current_hero
0x59d3b6,n,spell
0x59d3b7,n,retstr
0x59d3b8,n,this
0x59d3d2,n,int
0x59d3d4,n,int
0x59d3d6,n,int
0x59d3d8,n,int
0x59d3da,n,int
0x59d3dc,n,int
0x59d3de,n,int
0x59d3df,n,int
0x59d3e1,n,int
0x59d3e3,n,int
0x59d3e5,n,int
0x59d3ea,n,char *
0x59d3f1,n,destroy
0x59d3f3,n,this
0x59d41d,n,switch 10 cases
0x59d42c,n,switch jump
0x59d433,r,jumptable 0059D42C case 234
0x59d437,r,jumptable 0059D42C case 235
0x59d43e,r,jumptable 0059D42C case 232
0x59d445,r,jumptable 0059D42C case 231
0x59d44c,r,jumptable 0059D42C case 226
0x59d453,r,jumptable 0059D42C case 227
0x59d45a,r,jumptable 0059D42C case 228
0x59d461,r,jumptable 0059D42C case 229
0x59d468,r,jumptable 0059D42C case 230
0x59d46f,r,jumptable 0059D42C case 233
0x59d47b,n,int
0x59d47d,n,int
0x59d47f,n,char *
0x59d486,n,int
0x59d488,n,int
0x59d48a,n,int
0x59d48c,n,int
0x59d48e,n,int
0x59d490,n,int
0x59d492,n,int
0x59d494,n,int
0x59d496,n,int
0x59d4b7,n,switch 80 cases
0x59d4c9,n,switch jump
0x59d4d0,r,jumptable 0059D4C9 case 75
0x59d4ef,n,w
0x59d4f4,n,h
0x59d4f6,n,y
0x59d4f7,n,x
0x59d4fa,n,id
0x59d527,r,jumptable 0059D4C9 case 77
0x59d543,n,w
0x59d548,n,h
0x59d54a,n,y
0x59d54e,n,x
0x59d551,n,id
0x59d565,r,jumptable 0059D4C9 case 72
0x59d5c5,n,w
0x59d5ca,n,h
0x59d5cc,n,y
0x59d5cd,n,x
0x59d5d0,n,id
0x59d5fd,n,this
0x59d603,n,newFrame
0x59d60e,r,jumptable 0059D4C9 case 80
0x59d671,r,jumptable 0059D4C9 case 30
0x59d693,r,"jumptable 0059D4C9 cases 1,28"
0x59d6f7,n,switch 19 cases
0x59d70e,n,switch jump
0x59d715,r,jumptable 0059D70E cases 213-224
0x59d73a,n,this
0x59d73d,n,magic_terrain
0x59d73e,n,enemy
0x59d73f,n,iWhichSpell
0x59d773,n,Format
0x59d774,n,Dest
0x59d781,n,int
0x59d786,n,char *
0x59d78b,n,int
0x59d78d,n,int
0x59d78f,n,int
0x59d791,n,int
0x59d793,n,int
0x59d795,n,int
0x59d797,n,int
0x59d799,n,int
0x59d79b,n,int
0x59d79d,n,int
0x59d7ac,n,rollover
0x59d7ae,n,current_hero
0x59d7b2,n,spell
0x59d7b3,n,retstr
0x59d7b4,n,this
0x59d7be,n,int
0x59d7cf,n,int
0x59d7d1,n,int
0x59d7d3,n,int
0x59d7d5,n,int
0x59d7d7,n,int
0x59d7d9,n,int
0x59d7db,n,int
0x59d7dc,n,int
0x59d7de,n,int
0x59d7e0,n,int
0x59d7e2,n,char *
0x59d813,r,jumptable 0059D70E cases 226-230
