# NH3API v2.1 IDB functions; hd_va is the HD pressing; retail_rva only where the hdmap
# masked-identity bridge lands (crossbuild-verified correspondence, name still external).
hd_va,name,readable,prototype,retail_rva
0x49ba60,?save@type_record_shroud@@UAA_NPAX@Z,type_record_shroud_save,"bool (__thiscall ?save@type_record_shroud@@UAA_NPAX@Z)(type_record_shroud* this, TGzFile* outfile, int version)",
0x49bad0,?replay@type_record_shroud@@UAAX_N@Z,type_record_shroud_replay,"void (__thiscall ?replay@type_record_shroud@@UAAX_N@Z)(type_record_shroud* this, bool draw)",
0x49bb90,?undo@type_record_shroud@@UAAXXZ,type_record_shroud_undo,void (__thiscall ?undo@type_record_shroud@@UAAXXZ)(type_record_shroud* this),
0x49bc00,?record_claim_mine@game@@QAAXJJ@Z,game_record_claim_mine,"void (__thiscall ?record_claim_mine@game@@QAAXJJ@Z)(game* this, int id, int new_owner)",
0x49be00,?record_claim_town@game@@QAAXJJ@Z,game_record_claim_town,"void (__thiscall ?record_claim_town@game@@QAAXJJ@Z)(game* this, int id, int new_owner)",
0x49c000,?record_erase_object@game@@QAAXPAVNewmapCell@@Utype_point@@@Z,game_record_erase_object,"void (__thiscall ?record_erase_object@game@@QAAXPAVNewmapCell@@Utype_point@@@Z)(game* this, NewmapCell* cell, type_point point)",
0x49c1d0,sub_49C1D0,,"int (__thiscall sub_49C1D0)(void* this, int, int8, int)",
0x49c390,?record_hide_hero@game@@QAAXPAVhero@@D@Z,game_record_hide_hero,"void (__thiscall ?record_hide_hero@game@@QAAXPAVhero@@D@Z)(game* this, hero* current_hero, int8 old_owner)",
0x49c570,sub_49C570,,"int (__thiscall sub_49C570)(void* this, int, int)",
0x49c790,?record_show_hero@game@@QAAXPAVhero@@DUtype_point@@_N@Z,game_record_show_hero,"void (__thiscall ?record_show_hero@game@@QAAXPAVhero@@DUtype_point@@_N@Z)(game* this, hero*, int8, type_point, bool)",
0x49c9c0,?record_move@game@@QAAXPAVhero@@HUtype_point@@@Z,game_record_move,"void (__thiscall ?record_move@game@@QAAXPAVhero@@HUtype_point@@@Z)(game* this, hero* current_hero, int direction, type_point destination)",
0x49cbc0,?record_teleport@game@@QAAXPAVhero@@Utype_point@@@Z,game_record_teleport,"void (__thiscall ?record_teleport@game@@QAAXPAVhero@@Utype_point@@@Z)(game* this, hero* current_hero, type_point destination)",
0x49cdd0,?SetVisibility@game@@QAAXHHHHH_N@Z,game_SetVisibility,"void (__thiscall ?SetVisibility@game@@QAAXHHHHH_N@Z)(game* this, int startX, int startY, int z, int whichPlayer, int range, int remote_move)",0x9d160
0x49d040,?ResetVisibility@game@@QAAXHHHHH@Z,game_ResetVisibility,"void (__thiscall ?ResetVisibility@game@@QAAXHHHHH@Z)(game* this, int start_x, int start_y, int z, int whichPlayer, int range)",0x9d3d0
0x49d2a0,?clear_event_records@game@@QAAXXZ,game_clear_event_records,void (__thiscall ?clear_event_records@game@@QAAXXZ)(game* this),0x9d630
0x49d330,?clear_event_records@game@@QAAXD@Z,game_clear_event_records,"void (__thiscall ?clear_event_records@game@@QAAXD@Z)(game* this, int8 player_id)",0x9d6c0
0x49d410,?play_recorded_events@game@@QAAXXZ,game_play_recorded_events,void (__thiscall ?play_recorded_events@game@@QAAXXZ)(game* this),
0x49d6e0,?replay_available@game@@QBA_NXZ,game_replay_available,bool (__thiscall ?replay_available@game@@QBA_NXZ)(game* this),
0x49d730,?load_recorded_events@game@@AAA_NPAX@Z,game_load_recorded_events,"bool (__thiscall ?load_recorded_events@game@@AAA_NPAX@Z)(game* this, TGzFile* infile, int version)",
0x49d8d0,?save_recorded_events@game@@AAA_NPAX@Z,game_save_recorded_events,"bool (__thiscall ?save_recorded_events@game@@AAA_NPAX@Z)(game* this, TAbstractFile* outfile, int version)",
0x49d960,sub_49D960,,,
0x49d980,sub_49D980,,,
0x49d9e0,sub_49D9E0,,,
0x49da40,sub_49DA40,,,
0x49dab0,sub_49DAB0,,,
0x49db10,sub_49DB10,,,
0x49db70,sub_49DB70,,,
0x49dbd0,sub_49DBD0,,,
0x49dc30,sub_49DC30,,,
0x49dc90,sub_49DC90,,,
0x49dcf0,sub_49DCF0,,,
0x49dd50,?InitializeAdventureEventText@@YA_NXZ,InitializeAdventureEventText,,
0x49dd70,?InitializeArtifactEventText@@YA_NXZ,InitializeArtifactEventText,,
0x49ddb0,?InitializeRandomSignText@@YA_NXZ,InitializeRandomSignText,,
0x49dde0,?EraseAndFizzle@advManager@@QAAXPAVNewmapCell@@Utype_point@@H@Z,advManager_EraseAndFizzle,"void (__thiscall ?EraseAndFizzle@advManager@@QAAXPAVNewmapCell@@Utype_point@@H@Z)(advManager* this, NewmapCell* eventCell, type_point point, int fizzleSound)",0x9e170
0x49df50,?DoEventShipyard@advManager@@AAAXPAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventShipyard,"void (__thiscall ?DoEventShipyard@advManager@@AAAXPAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, NewmapCell*, type_point, bool)",
0x49e2e0,?DoEventAnchor@advManager@@AAAXPAVhero@@_N@Z,advManager_DoEventAnchor,"void (__thiscall ?DoEventAnchor@advManager@@AAAXPAVhero@@_N@Z)(advManager* this, hero* current_hero, bool human_player)",
0x49e440,?DoEventArena@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventArena,"void (__thiscall ?DoEventArena@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x49e560,?GiveArtifact@advManager@@AAAXPAVhero@@Utype_point@@_N@Z,advManager_GiveArtifact,"void (__thiscall ?GiveArtifact@advManager@@AAAXPAVhero@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, type_point point, bool human_player)",
0x49e6b0,?FightForArtifact@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_FightForArtifact,"void (__thiscall ?FightForArtifact@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool32 human_player)",
0x49e9c0,?PayForArtifact@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@PBDFF_N@Z,advManager_PayForArtifact,"void (__thiscall ?PayForArtifact@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@PBDFF_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, int8* dialog_text, int16 gold_cost, int16 resource_cost, bool human_player)",
0x49ecb0,?get_treasure_data@advManager@@QBAPAVTreasureData@@PAVNewmapCell@@@Z,advManager_get_treasure_data,"TreasureData* (__thiscall ?get_treasure_data@advManager@@QBAPAVTreasureData@@PAVNewmapCell@@@Z)(advManager* this, NewmapCell* this_cell)",0x9f040
0x49ece0,?DoCustomArtifact@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoCustomArtifact,"void (__thiscall ?DoCustomArtifact@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool human_player)",
0x49f450,?DoEventArtifact@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventArtifact,"void (__thiscall ?DoEventArtifact@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool human_player)",
0x49f700,?GiveBlackBoxReward@advManager@@AAA_NPBDPAVhero@@PAVNewmapCell@@Utype_point@@_NPAVBlackBoxData@@@Z,advManager_GiveBlackBoxReward,"bool (__thiscall ?GiveBlackBoxReward@advManager@@AAA_NPBDPAVhero@@PAVNewmapCell@@Utype_point@@_NPAVBlackBoxData@@@Z)(advManager* this, int8* text, hero* current_hero, NewmapCell* cell, type_point point, BOOL human_player, BlackBoxData* black_box)",
0x4a0770,show_rewards,,"void (__fastcall show_rewards)(std::string** text, std::vector_type_dialog_resource_* rewards, int threshold)",
0x4a0890,?get_black_box@advManager@@QBAPAVBlackBoxData@@PBUExtraInfoUnion@@@Z,advManager_get_black_box,"BlackBoxData* (__thiscall ?get_black_box@advManager@@QBAPAVBlackBoxData@@PBUExtraInfoUnion@@@Z)(advManager* this, ExtraInfoUnion* infounion)",0xa0c20
0x4a08c0,?DoEventBlackBox@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventBlackBox,"int (__thiscall ?DoEventBlackBox@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero*, NewmapCell*, type_point, bool)",
0x4a0b40,?HandleMapEvent@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_HandleMapEvent,"void (__thiscall ?HandleMapEvent@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool human_player)",
0x4a0c80,?DoEventBoat@advManager@@AAAXPAVhero@@PAVNewmapCell@@@Z,advManager_DoEventBoat,"void (__thiscall ?DoEventBoat@advManager@@AAAXPAVhero@@PAVNewmapCell@@@Z)(advManager* this, hero*, NewmapCell*)",
0x4a0d90,?DoEventCampfire@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventCampfire,"void (__thiscall ?DoEventCampfire@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero*, NewmapCell*, type_point, bool)",
0x4a0f60,?DoEventIdol@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventIdol,"void (__thiscall ?DoEventIdol@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a1120,?DoEventCoverOfDarkness@advManager@@AAAXPAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventCoverOfDarkness,"void (__thiscall ?DoEventCoverOfDarkness@advManager@@AAAXPAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, NewmapCell*, type_point, bool)",
0x4a1210,?DoEventCreatureBank@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventCreatureBank,"void (__thiscall ?DoEventCreatureBank@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool32 human_player)",
0x4a1520,?DoEventCreatureGenerator@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventCreatureGenerator,"void (__thiscall ?DoEventCreatureGenerator@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool32 human_player)",
0x4a1cc0,?DoEventDefenseTower@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventDefenseTower,"void (__thiscall ?DoEventDefenseTower@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a1db0,?do_event_dragon_city@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_do_event_dragon_city,"void (__thiscall ?do_event_dragon_city@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero*, NewmapCell*, type_point, bool)",
0x4a1ea0,?DoEventFlotsam@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventFlotsam,"void (__thiscall ?DoEventFlotsam@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero*, NewmapCell*, type_point, bool)",
0x4a20f0,?DoEventFountain@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventFountain,"void (__thiscall ?DoEventFountain@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a2260,?DoEventFountainOfYouth@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventFountainOfYouth,"void (__thiscall ?DoEventFountainOfYouth@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a2380,?DoEventGarden@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventGarden,"void (__thiscall ?DoEventGarden@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a2470,?do_event_hero@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_do_event_hero,"void (__thiscall ?do_event_hero@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool human_player)",
0x4a25b0,exchange_spells,,"void (__fastcall exchange_spells)(hero* first_hero, hero* second_hero)",
0x4a2e10,?DoEventLeanTo@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventLeanTo,"void (__thiscall ?DoEventLeanTo@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, bool human_player)",
0x4a2ef0,?DoEventLibrary@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventLibrary,"void (__thiscall ?DoEventLibrary@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a3050,?DoEventMagicSchool@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventMagicSchool,"void (__thiscall ?DoEventMagicSchool@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool human_player)",
0x4a3200,?DoEventMagicSpring@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventMagicSpring,"void (__thiscall ?DoEventMagicSpring@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a33a0,?DoEventMagicWell@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventMagicWell,"void (__thiscall ?DoEventMagicWell@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, bool human_player)",
0x4a3520,?DoEventMercenaryCamp@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventMercenaryCamp,"void (__thiscall ?DoEventMercenaryCamp@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a3610,?DoEventMine@advManager@@AAAXPAVNewmapCell@@PAVhero@@Utype_point@@_N@Z,advManager_DoEventMine,"void (__thiscall ?DoEventMine@advManager@@AAAXPAVNewmapCell@@PAVhero@@Utype_point@@_N@Z)(advManager* this, NewmapCell* eventCell, hero* leftHero, type_point point, bool leave_guards)",
0x4a3830,?DoEventMysticalGarden@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventMysticalGarden,"void (__thiscall ?DoEventMysticalGarden@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, bool human_player)",
0x4a3910,?DoEventOasis@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventOasis,"void (__thiscall ?DoEventOasis@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a3a30,?DoEventPowerSchool@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventPowerSchool,"void (__thiscall ?DoEventPowerSchool@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, bool human_player)",
0x4a3b20,?DoEventPrison@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventPrison,"void (__thiscall ?DoEventPrison@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool human_player)",
0x4a3ea0,?do_event_pyramid@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_do_event_pyramid,"void (__thiscall ?do_event_pyramid@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero*, NewmapCell*, type_point, bool)",
0x4a4130,?DoEventRallyFlag@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventRallyFlag,"void (__thiscall ?DoEventRallyFlag@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a4270,?DoEventRefugeeCamp@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventRefugeeCamp,"void (__thiscall ?DoEventRefugeeCamp@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, bool human_player)",
0x4a43f0,?DoCustomResource@advManager@@AAAXPAVNewmapCell@@PAVhero@@Utype_point@@_N@Z,advManager_DoCustomResource,"void (__thiscall ?DoCustomResource@advManager@@AAAXPAVNewmapCell@@PAVhero@@Utype_point@@_N@Z)(advManager* this, NewmapCell* cell, hero* current_hero, type_point point, bool human_player)",
0x4a4850,?DoEventResource@advManager@@AAAXPAVNewmapCell@@PAVhero@@Utype_point@@_N@Z,advManager_DoEventResource,"void (__thiscall ?DoEventResource@advManager@@AAAXPAVNewmapCell@@PAVhero@@Utype_point@@_N@Z)(advManager* this, NewmapCell* cell, hero* current_hero, type_point point, bool human_player)",
0x4a4a30,?DoEventScholar@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventScholar,"void (__thiscall ?DoEventScholar@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero*, NewmapCell*, type_point, bool)",
0x4a4ca0,?DoEventSeaChest@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventSeaChest,"void (__thiscall ?DoEventSeaChest@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero*, NewmapCell*, type_point, bool)",
0x4a4f10,?DoEventSurvivor@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventSurvivor,"void (__thiscall ?DoEventSurvivor@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero*, NewmapCell*, type_point, bool)",
0x4a50f0,?DoEventSkeleton@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventSkeleton,"void (__stdcall ?DoEventSkeleton@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a5280,?DoEventShrine@advManager@@AAAXPAVhero@@PAVNewmapCell@@PBDW4GlobalInfoFlags@@_N@Z,advManager_DoEventShrine,"void (__thiscall ?DoEventShrine@advManager@@AAAXPAVhero@@PAVNewmapCell@@PBDW4GlobalInfoFlags@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, int8* prompt, GlobalInfoFlags type, bool human_player)",
0x4a55d0,?GetTeam@game@@QBAHH@Z,game_GetTeam,"int (__thiscall ?GetTeam@game@@QBAHH@Z)(game* this, int)",0xa5960
0x4a55f0,?DoEventSiren@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventSiren,"void (__thiscall ?DoEventSiren@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a56f0,?DoCustomSpellScroll@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoCustomSpellScroll,"void (__thiscall ?DoCustomSpellScroll@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool32 human_player)",
0x4a5b10,?DoEventSpellScroll@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventSpellScroll,"void (__thiscall ?DoEventSpellScroll@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero*, NewmapCell*, type_point, bool)",
0x4a5d10,?DoEventStables@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventStables,"void (__thiscall ?DoEventStables@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a5e70,?DoEventTemple@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventTemple,"void (__thiscall ?DoEventTemple@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a5fa0,?DoEventTrainingGrounds@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventTrainingGrounds,"void (__thiscall ?DoEventTrainingGrounds@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, bool human_player)",
0x4a60b0,?DoTreasureDialog@advManager@@AAAXPAVhero@@H_N@Z,advManager_DoTreasureDialog,"void (__thiscall ?DoTreasureDialog@advManager@@AAAXPAVhero@@H_N@Z)(advManager* this, hero* this_hero, int amount, bool human_player)",
0x4a6190,?DoEventTreasure@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_DoEventTreasure,"void (__thiscall ?DoEventTreasure@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool human_player)",
0x4a6380,?DoEventTreeOfKnowledge@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventTreeOfKnowledge,"void (__thiscall ?DoEventTreeOfKnowledge@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, bool human_player)",
0x4a6620,?DoEventWagon@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_DoEventWagon,"void (__thiscall ?DoEventWagon@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero*, NewmapCell*, bool)",
0x4a67a0,?monsters_give_reward@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z,advManager_monsters_give_reward,"void (__thiscall ?monsters_give_reward@advManager@@AAAXPAVhero@@PAVNewmapCell@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, bool human_player)",
0x4a68d0,?monsters_fight@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_monsters_fight,"void (__thiscall ?monsters_fight@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool human_player)",
0x4a6a60,?monsters_flee@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z,advManager_monsters_flee,"void (__thiscall ?monsters_flee@advManager@@AAAXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool human_player)",
0x4a6c70,?monsters_join@advManager@@AAA_NPAVhero@@PAVNewmapCell@@Utype_point@@_N3@Z,advManager_monsters_join,"bool (__thiscall ?monsters_join@advManager@@AAA_NPAVhero@@PAVNewmapCell@@Utype_point@@_N3@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool want_to_fight, bool human_player)",
0x4a6ec0,?monsters_sell_out@advManager@@AAA_NPAVhero@@PAVNewmapCell@@Utype_point@@_N3@Z,advManager_monsters_sell_out,"bool (__thiscall ?monsters_sell_out@advManager@@AAA_NPAVhero@@PAVNewmapCell@@Utype_point@@_N3@Z)(advManager* this, hero* current_hero, NewmapCell* cell, type_point point, bool want_to_fight, bool human_player)",
0x4a7230,?get_like_modifier@advManager@@CAHPAVhero@@W4TCreatureType@@@Z,advManager_get_like_modifier,"int (__fastcall ?get_like_modifier@advManager@@CAHPAVhero@@W4TCreatureType@@@Z)(hero* current_hero, TCreatureType creature)",0xa75c0
0x4a7330,?get_force_modifier@advManager@@CAHM@Z,advManager_get_force_modifier,int (__fastcall ?get_force_modifier@advManager@@CAHM@Z)(float strength_ratio),0xa76c0
0x4a73b0,?DoWanderingMonsterResult@advManager@@AAAXPAVNewmapCell@@PAVhero@@Utype_point@@_N@Z,advManager_DoWanderingMonsterResult,"void (__thiscall ?DoWanderingMonsterResult@advManager@@AAAXPAVNewmapCell@@PAVhero@@Utype_point@@_N@Z)(advManager* this, NewmapCell* cell, hero* current_hero, type_point point, bool32 human_player)",
