# NH3API v2.1 IDB functions; hd_va is the HD pressing; retail_rva only where the hdmap
# masked-identity bridge lands (crossbuild-verified correspondence, name still external).
hd_va,name,readable,prototype,retail_rva
0x4ea800,??0iconWidget@@QAA@HHHHHPBDHH_NIH1@Z,iconWidget_ctor,"iconWidget* (__thiscall ??0iconWidget@@QAA@HHHHHPBDHH_NIH1@Z)(iconWidget* this, int x, int y, int w, int h, int id, int8* image, int frame, int sequence, bool32 flipped, uint back_color, widget::ETypes style)",
0x4ea890,??1iconWidget@@UAA@XZ,iconWidget_dtor,void (__thiscall ??1iconWidget@@UAA@XZ)(iconWidget* this),0xea7b0
0x4ea8f0,?Main@iconWidget@@UAAHAAUmessage@@@Z,iconWidget_Main,"int (__fastcall ?Main@iconWidget@@UAAHAAUmessage@@@Z)(int, message*, message* msg)",
0x4eabf0,?handle_click@border@@UAA_N_N0@Z,border_handle_click,"int8 (__fastcall ?handle_click@border@@UAA_N_N0@Z)(border* this, bool, bool, int)",
0x4eac00,?GetRealWidth@button@@UBAHXZ,button_GetRealWidth,int (__thiscall ?GetRealWidth@button@@UBAHXZ)(button* this),
0x4eac10,retn8_function,,,
0x4eac20,?Draw@iconWidget@@UBAXXZ,iconWidget_Draw,void (__thiscall ?Draw@iconWidget@@UBAXXZ)(iconWidget* this),
0x4eb0d0,?SetIconFrame@iconWidget@@QAAXH@Z,iconWidget_SetIconFrame,"void (__thiscall ?SetIconFrame@iconWidget@@QAAXH@Z)(iconWidget* this, int newFrame)",0xeaff0
0x4eb110,?SetSprite@iconWidget@@QAAXPBD@Z,iconWidget_SetSprite,"void (__thiscall ?SetSprite@iconWidget@@QAAXPBD@Z)(iconWidget* this, int8* new_sprite)",0xeb030
0x4eb140,?NextRandomFrame@iconWidget@@QAAXXZ,iconWidget_NextRandomFrame,void (__thiscall ?NextRandomFrame@iconWidget@@QAAXXZ)(iconWidget* this),0xeb060
0x4eb330,?NextRandomSiegeEngineFrame@iconWidget@@QAAXXZ,iconWidget_NextRandomSiegeEngineFrame,iconWidget* (__thiscall ?NextRandomSiegeEngineFrame@iconWidget@@QAAXXZ)(iconWidget* this),0xeb250
0x4eb420,sub_4EB420,,,
0x4eb440,sub_4EB440,,,
0x4eb4a0,sub_4EB4A0,,,
0x4eb500,sub_4EB500,,,
0x4eb570,sub_4EB570,,,
0x4eb5d0,sub_4EB5D0,,,
0x4eb630,sub_4EB630,,,
0x4eb690,sub_4EB690,,,
0x4eb6f0,sub_4EB6F0,,,
0x4eb750,sub_4EB750,,,
0x4eb7b0,sub_4EB7B0,,,
0x4eb810,?initialize_game_data@@YAXXZ,initialize_game_data,,
0x4ebbf0,sub_4EBBF0,,,
0x4ebc50,sub_4EBC50,,,
0x4ebd30,sub_4EBD30,,,
0x4ebdd0,sub_4EBDD0,,,
0x4ebdf0,sub_4EBDF0,,,
0x4ebe50,sub_4EBE50,,,
0x4ebeb0,sub_4EBEB0,,,
0x4ebf20,sub_4EBF20,,,
0x4ebf80,sub_4EBF80,,,
0x4ebfe0,sub_4EBFE0,,,
0x4ec040,sub_4EC040,,,
0x4ec0a0,sub_4EC0A0,,,
0x4ec100,sub_4EC100,,,
0x4ec160,sub_4EC160,,,
0x4ec1c0,?KeyboardMessageHandler@@YAHPAXIIJ@Z,KeyboardMessageHandler,"int (__fastcall ?KeyboardMessageHandler@@YAHPAXIIJ@Z)(void* hwnd, unsigned int winMsg, unsigned int wParam, int lParam)",
0x4ec370,?MouseMessageHandler@@YAHPAXIIJ@Z,MouseMessageHandler,"int (__fastcall ?MouseMessageHandler@@YAHPAXIIJ@Z)(void* hwnd, unsigned int winMsg, unsigned int wParam, int lParam)",
0x4ec540,??0inputManager@@QAA@XZ,inputManager_ctor,inputManager* (__thiscall ??0inputManager@@QAA@XZ)(inputManager* this),0xec460
0x4ec5b0,?Open@inputManager@@UAAHH@Z,inputManager_Open,"int (__thiscall ?Open@inputManager@@UAAHH@Z)(inputManager* this, int kFilter)",
0x4ec620,?Close@inputManager@@UAAXXZ,inputManager_Close,void (__thiscall ?Close@inputManager@@UAAXXZ)(inputManager* this),
0x4ec640,?Flush@inputManager@@QAAXXZ,inputManager_Flush,void (__thiscall ?Flush@inputManager@@QAAXXZ)(inputManager* this),0xec570
0x4ec660,?GetEvent@inputManager@@QAA?AUmessage@@XZ,inputManager_GetEvent,"message* (__thiscall ?GetEvent@inputManager@@QAA?AUmessage@@XZ)(inputManager* this, message* retstr)",0xec590
0x4ec710,?PeekEvent@inputManager@@QAA?AUmessage@@XZ,inputManager_PeekEvent,"message* (__thiscall ?PeekEvent@inputManager@@QAA?AUmessage@@XZ)(inputManager* this, message* retstr)",0xec640
0x4ec7c0,?AsciiConvert@inputManager@@QAAXAAUmessage@@@Z,inputManager_AsciiConvert,"void (__thiscall ?AsciiConvert@inputManager@@QAAXAAUmessage@@@Z)(inputManager* this, message* msg)",0xec6f0
0x4ec990,?MakeScanCodeTable@inputManager@@QAAXXZ,inputManager_MakeScanCodeTable,void (__thiscall ?MakeScanCodeTable@inputManager@@QAAXXZ)(inputManager* this),
0x4eccd0,?ForceMouseMove@inputManager@@QAAXXZ,inputManager_ForceMouseMove,void (__thiscall ?ForceMouseMove@inputManager@@QAAXXZ)(inputManager* this),0xecc00
0x4ecda0,sub_4ECDA0,,,
0x4ecdc0,sub_4ECDC0,,,
0x4ed190,sub_4ED190,,,
0x4ed1a0,sub_4ED1A0,,,
0x4ed280,sub_4ED280,,int8 (__thiscall sub_4ED280)(int8* this),
0x4ed460,j_XorEncriptABFiles,,,
0x4ed470,sub_4ED470,,"void* (__thiscall sub_4ED470)(void* this, unsigned int, int8)",
0x4ed4d0,sub_4ED4D0,,,
0x4ed4f0,sub_4ED4F0,,,
0x4ed550,sub_4ED550,,,
0x4ed5b0,sub_4ED5B0,,,
0x4ed620,sub_4ED620,,,
0x4ed680,sub_4ED680,,,
0x4ed6e0,sub_4ED6E0,,,
0x4ed740,sub_4ED740,,,
0x4ed7a0,sub_4ED7A0,,,
0x4ed800,sub_4ED800,,,
0x4ed860,sub_4ED860,,,
0x4ed8c0,?DrawProgressCount@@YAXXZ,DrawProgressCount,,
0x4ed930,?IncProgressBar@@YAX_N@Z,IncProgressBar,void (__fastcall ?IncProgressBar@@YAX_N@Z)(bool bUpdate),
0x4ed9e0,?ShowProgressBar@@YAXXZ,ShowProgressBar,,
0x4edae0,?UnloadProgressBar@@YAXXZ,UnloadProgressBar,,
0x4edb20,?PollSound@@YAXXZ,PollSound,,0xed490
0x4edce0,?EarlySetup@@YAHXZ,EarlySetup,,
0x4ee1d0,InitMainClasses,,,
0x4ee430,?CreditsWait@@YAXXZ,CreditsWait,,
0x4ee840,sub_4EE840,,"int (__fastcall sub_4EE840)(int id, int8* Source)",
0x4ee940,?LostGame@@YAXXZ,LostGame,,
0x4eea70,oldmain,,,
0x4f0670,?GetMap@Bitmap16Bit@@QAAPAGHH@Z,Bitmap16Bit_GetMap,"ushort* (__thiscall ?GetMap@Bitmap16Bit@@QAAPAGHH@Z)(Bitmap16Bit* this, int x, int y)",
0x4f0690,sub_4F0690,,"void (__thiscall sub_4F0690)(Bitmap16Bit* this, int sX, int sY, int sW, int sH, int, int d_X, int d_Y, bool alpha)",
0x4f06d0,sub_4F06D0,,"void (__thiscall sub_4F06D0)(CSprite* this, int, int, int, int, int, int, int, int, int, bool, bool)",
0x4f0720,DoCampaignWindow,,,
0x4f0b20,ShowChooseNewGameScreen,,,
0x4f0c20,sub_4F0C20,,,
0x4f0ca0,sub_4F0CA0,,,
0x4f0d20,InterpretCommandLine,,,
0x4f0f60,sub_4F0F60,,int (__thiscall sub_4F0F60)(message* msg),
0x4f1170,sub_4F1170,,"void** (__thiscall sub_4F1170)(void** Memory, int8)",
0x4f11a0,j_??1border@@UAA@XZ,,void (__thiscall j_??1border@@UAA@XZ)(void** this),
0x4f11b0,MessageDialogPictureOnRightClick,,"int8 (__thiscall MessageDialogPictureOnRightClick)(void* this, int8, int8)",
0x4f1650,?EventWindowHandler@@YAHAAUmessage@@@Z,EventWindowHandler,int (__fastcall ?EventWindowHandler@@YAHAAUmessage@@@Z)(message* msg),
0x4f1820,?TrueFalseDialogHandler@@YAHAAUmessage@@@Z,TrueFalseDialogHandler,int (__fastcall ?TrueFalseDialogHandler@@YAHAAUmessage@@@Z)(message* msg),
0x4f1830,?PlayerDead@@YAXH@Z,PlayerDead,void (__fastcall ?PlayerDead@@YAXH@Z)(int id),
0x4f1af0,?GetTeamNames@@YA_NHPAD@Z,GetTeamNames,"bool (__fastcall ?GetTeamNames@@YA_NHPAD@Z)(int player, int8* sNames)",
0x4f1c70,?DisplayVCWinLoss@@YA_NAAUVictoryConditionStruct@@AAH1_N@Z,DisplayVCWinLoss,"bool (__fastcall ?DisplayVCWinLoss@@YA_NAAUVictoryConditionStruct@@AAH1_N@Z)(VictoryConditionStruct* VictoryCondition, int* bGameWon, int* bGameLost, bool remoteCheck)",
0x4f2fc0,sub_4F2FC0,,"void* (__thiscall sub_4F2FC0)(void* this, int, int)",
0x4f2ff0,?DisplayLCWinLoss@@YA_NAAULossConditionStruct@@AAH1_N@Z,DisplayLCWinLoss,"bool (__fastcall ?DisplayLCWinLoss@@YA_NAAULossConditionStruct@@AAH1_N@Z)(LossConditionStruct* LossCondition, int* bGameWon, int* bGameLost, bool remoteCheck)",
0x4f3370,?CheckEndGame@@YAXH@Z,CheckEndGame,void (__fastcall ?CheckEndGame@@YAXH@Z)(int arg),
0x4f3930,sub_4F3930,,,
0x4f3bd0,sub_4F3BD0,,,
0x4f3d20,?ShutDown@@YAXPBD@Z,ShutDown,void (__fastcall ?ShutDown@@YAXPBD@Z)(int8* lpText),
0x4f3fd0,??1combatManager@@QAA@XZ,combatManager_dtor,void (__thiscall ??1combatManager@@QAA@XZ)(combatManager* this),0xf3940
0x4f4080,??1advManager@@QAA@XZ,advManager_dtor,void (__thiscall ??1advManager@@QAA@XZ)(advManager* this),0xf39f0
0x4f40f0,?FileError@@YAXPBD@Z,FileError,void (__fastcall ?FileError@@YAXPBD@Z)(int8* msg),
0x4f4140,?CongratsWait@@YAXHPADHHH@Z,CongratsWait,"void (__fastcall ?CongratsWait@@YAXHPADHHH@Z)(int mode, int8* rank, int iBase, int iScore, int iDays)",
0x4f44c0,?get_base_map_score@game@@QBAFXZ,game_get_base_map_score,int16 (__thiscall ?get_base_map_score@game@@QBAFXZ)(game* this),
0x4f4540,?get_map_score@game@@QBAFXZ,game_get_map_score,int16 (__thiscall ?get_map_score@game@@QBAFXZ)(game* this),
0x4f45f0,ShowCongrats,,void (__fastcall ShowCongrats)(int hsType),
0x4f4950,?MemError@@YAXXZ,MemError,,
0x4f49a0,?GameUnsaved@@YAHXZ,GameUnsaved,,
0x4f49e0,?HandleAppSpecificMenuCommands@@YAHH@Z,HandleAppSpecificMenuCommands,int (__fastcall ?HandleAppSpecificMenuCommands@@YAHH@Z)(int command),
0x4f51e0,sub_4F51E0,,,
0x4f5230,?GetNextHumanPlayer@@YAHH@Z,GetNextHumanPlayer,int (__fastcall ?GetNextHumanPlayer@@YAHH@Z)(int start),
0x4f5290,?HandleRemoteDeadPlayerExit@@YAXH_N@Z,HandleRemoteDeadPlayerExit,void (__fastcall ?HandleRemoteDeadPlayerExit@@YAXH_N@Z)(int iDPGamePos),
0x4f5540,?set@type_dialog_icon@@QAAXW4EGameResource@@J@Z,type_dialog_icon_set,"void (__thiscall ?set@type_dialog_icon@@QAAXW4EGameResource@@J@Z)(type_dialog_icon* this, EGameResource resource, int qualifier)",
0x4f6410,?CalculateNormalDialogSize@@YAXAAUTNormalDialogInfo@@@Z,CalculateNormalDialogSize,int (__thiscall ?CalculateNormalDialogSize@@YAXAAUTNormalDialogInfo@@@Z)(TNormalDialogInfo* this),
0x4f6930,?get_quickview_size@@YAXPBDPAH1@Z,get_quickview_size,"void (__fastcall ?get_quickview_size@@YAXPBDPAH1@Z)(int8* text, int* width, int* height)",
0x4f6aa0,sub_4F6AA0,,void (__thiscall sub_4F6AA0)(int8* this),
0x4f6b20,??0type_dialog_icon@@QAA@XZ,type_dialog_icon_ctor,void (__thiscall ??0type_dialog_icon@@QAA@XZ)(type_dialog_icon* this),
0x4f6b50,??1type_dialog_icon@@QAA@XZ,type_dialog_icon_dtor,void (__thiscall ??1type_dialog_icon@@QAA@XZ)(void* this),
0x4f6bc0,?NormalDialogTimeOut@@YAXPBDHHHHHHHHHHH@Z,NormalDialogTimeOut,"void (__fastcall ?NormalDialogTimeOut@@YAXPBDHHHHHHHHHHH@Z)(int8* cText, int iMBType, int timeOut, int x, int y, int iResType1, int iResExtra1, int iResType2, int iResExtra2, int iSpecial, int iResType3, int iResExtra3)",
0x4f6c00,?NormalDialog@@YAXPBDHHHHHHHHHHH@Z,NormalDialog,"void (__fastcall ?NormalDialog@@YAXPBDHHHHHHHHHHH@Z)(int8* cText, int iMBType, int x, int y, int iResType1, int iResExtra1, int iResType2, int iResExtra2, int iSpecial, int iTimeout, int iResType3, int iResExtra3)",0xf6570
0x4f6ea0,??0TNormalDialogInfo@@QAA@ABU0@@Z,TNormalDialogInfo_ctor,"TNormalDialogInfo* (__thiscall ??0TNormalDialogInfo@@QAA@ABU0@@Z)(TNormalDialogInfo* this, TNormalDialogInfo*)",
0x4f7020,DoNormalDialog,,void (__stdcall DoNormalDialog)(TNormalDialogInfo DialogInfo),
0x4f7cb0,sub_4F7CB0,,,
0x4f7d20,?extended_dialog@@YAXPBDAAV?$vector@Utype_dialog_resource@@V?$allocator@Utype_dialog_resource@@@std@@@std@@JJJ@Z,extended_dialog,"void (__fastcall ?extended_dialog@@YAXPBDAAV?$vector@Utype_dialog_resource@@V?$allocator@Utype_dialog_resource@@@std@@@std@@JJJ@Z)(int8* text, std::vector* resources, int x, int y, int timeout)",0xf7690
0x4f8040,?GetMapExtra@@YAGHHH@Z,GetMapExtra,"ushort (__fastcall ?GetMapExtra@@YAGHHH@Z)(int X, int Y, int Z)",0xf79b0
0x4f8070,?GetMapExtraPtr@@YAPAGHHH@Z,GetMapExtraPtr,"ushort* (__fastcall ?GetMapExtraPtr@@YAPAGHHH@Z)(int x, int y, int z)",0xf79e0
0x4f80a0,sub_4F80A0,,,
0x4f80c0,_WinMain@16,,"int (__stdcall _WinMain@16)(HINSTANCE hInstance, HINSTANCE hPrevInstance, LPSTR lpCmdLine, int nShowCmd)",
0x4f8290,AppWndProc,,"int (__stdcall AppWndProc)(void* hwnd, MACRO_WM msg, unsigned int wParam, int lParam)",
0x4f8630,?AppExit@@YAXXZ,AppExit,,
0x4f8640,?Process1WindowsMessage@@YAXXZ,Process1WindowsMessage,,0xf7fb0
0x4f86f0,?AppCommand@@YAJPAXIIJ@Z,AppCommand,"int (__fastcall ?AppCommand@@YAJPAXIIJ@Z)(void* hwnd, unsigned int msg, unsigned int wParam, int lParam)",
0x4f87d0,?UpdateDfltMenu@@YAXPAX@Z,UpdateDfltMenu,"int (__fastcall ?UpdateDfltMenu@@YAXPAX@Z)(void* hwnd, unsigned int msg, unsigned int wParam, int lParam)",
0x4f8810,?KBChangeMenu@@YAXPAX@Z,KBChangeMenu,void (__fastcall ?KBChangeMenu@@YAXPAX@Z)(HMENU menu),0xf8180
0x4f8870,?SetNoDialogMenus@@YIXH@Z,SetNoDialogMenus,void (__fastcall ?SetNoDialogMenus@@YIXH@Z)(int arg),0xf81e0
0x4f88b0,?SetMenus@@YIXPAXH@Z,SetMenus,,
0x4f8970,?Get@GameTime@@YAKXZ,GameTime_Get,,0xf82e0
0x4f8980,?DelayTil@GameTime@@YAXK@Z,GameTime_DelayTil,void (__fastcall ?DelayTil@GameTime@@YAXK@Z)(ulong time),
0x4f8a50,?Delay@GameTime@@YAXH@Z,GameTime_Delay,void (__fastcall ?Delay@GameTime@@YAXH@Z)(ulong time),0xf83c0
0x4f8b20,sub_4F8B20,,,
0x4f8b40,sub_4F8B40,,,
0x4f8ba0,sub_4F8BA0,,,
0x4f8c00,sub_4F8C00,,,
0x4f8c70,sub_4F8C70,,,
0x4f8cd0,sub_4F8CD0,,,
0x4f8d30,sub_4F8D30,,,
0x4f8d90,sub_4F8D90,,,
0x4f8df0,sub_4F8DF0,,,
0x4f8e50,sub_4F8E50,,,
0x4f8eb0,sub_4F8EB0,,,
0x4f8f10,??0TLevelUpWindow@@QAA@PAVhero@@HHH@Z,TLevelUpWindow_ctor,"TLevelUpWindow* (__thiscall ??0TLevelUpWindow@@QAA@PAVhero@@HHH@Z)(TLevelUpWindow* this, int Format, button*, int frame, int*)",
0x4f9d90,??_GTLevelUpWindow@@UAAPAXI@Z,op_GTLevelUpWindow,"CAdvPopup* (__thiscall ??_GTLevelUpWindow@@UAAPAXI@Z)(CAdvPopup* Memory, int8)",
0x4f9dc0,sub_4F9DC0,,void (__thiscall sub_4F9DC0)(CAdvPopup* this),
0x4f9e10,?WindowHandler@TLevelUpWindow@@UAAHAAUmessage@@@Z,TLevelUpWindow_WindowHandler,,
0x4fa250,sub_4FA250,,,
0x4fa270,sub_4FA270,,"unsigned int* (__thiscall sub_4FA270)(unsigned int* this, unsigned int, void*)",
0x4fa330,sub_4FA330,,,
0x4fa340,sub_4FA340,,,
0x4fa590,sub_4FA590,,,
0x4fa6e0,sub_4FA6E0,,"void* (__thiscall sub_4FA6E0)(void* this, void*, int*)",
0x4fa710,sub_4FA710,,,
0x4fa910,sub_4FA910,,"int (__thiscall sub_4FA910)(int this, int, int, void*)",
0x4fa940,sub_4FA940,,"int* (__thiscall sub_4FA940)(int** this, unsigned int*)",
0x4faa50,sub_4FAA50,,"int8 (__thiscall sub_4FAA50)(int** this, int*)",
0x4fabb0,sub_4FABB0,,"void* (__thiscall sub_4FABB0)(void* this, void*)",
0x4fabd0,sub_4FABD0,,"void* (__thiscall sub_4FABD0)(void* this, void*)",
0x4fac00,sub_4FAC00,,,
0x4fac20,?clear@LODFile@@QAAXXZ,LODFile_clear,void (__thiscall ?clear@LODFile@@QAAXXZ)(LODFile* this),
0x4faca0,?getItemIndex@LODFile@@QAAPAULODEntry@@PBD@Z,LODFile_getItemIndex,"LODEntry* (__thiscall ?getItemIndex@LODFile@@QAAPAULODEntry@@PBD@Z)(LODFile* this, int8* item_name)",0xfa610
0x4facf0,?Find@LODFile@@AAAXIIPBD@Z,LODFile_Find,"void (__thiscall ?Find@LODFile@@AAAXIIPBD@Z)(LODFile* this, uint begin, uint end, int8* item_name)",0xfa660
0x4fae10,??0LODFile@@QAA@XZ,LODFile_ctor,int8* (__thiscall ??0LODFile@@QAA@XZ)(LODFile* this),
0x4fae90,??1LODFile@@QAA@XZ,LODFile_dtor,void (__thiscall ??1LODFile@@QAA@XZ)(LODFile* this),0xfa800
0x4faf30,?open@LODFile@@QAAHPBDH@Z,LODFile_open,"int (__thiscall ?open@LODFile@@QAAHPBDH@Z)(LODFile* this, int8* filename, int flags)",0xfa8a0
0x4fb100,?pointAt@LODFile@@QAA_NPBD@Z,LODFile_pointAt,"bool (__thiscall ?pointAt@LODFile@@QAA_NPBD@Z)(LODFile* this, int8* itemName)",0xfaa70
0x4fb1b0,?read@LODFile@@QAAHPAXH@Z,LODFile_read,"int (__thiscall ?read@LODFile@@QAAHPAXH@Z)(LODFile* this, uchar* dest, int numBytes)",0xfab20
0x4fb2d0,sub_4FB2D0,,"int8* (__thiscall sub_4FB2D0)(void* this, int8*, unsigned int, void*)",
0x4fb540,sub_4FB540,,,
0x4fb560,sub_4FB560,,,
0x4fb5c0,sub_4FB5C0,,,
0x4fb620,sub_4FB620,,,
0x4fb690,sub_4FB690,,,
0x4fb6f0,sub_4FB6F0,,,
0x4fb750,sub_4FB750,,,
0x4fb7b0,sub_4FB7B0,,,
0x4fb810,sub_4FB810,,,
0x4fb870,sub_4FB870,,,
0x4fb8d0,sub_4FB8D0,,,
0x4fb930,??0TMainMenu@@QAA@XZ,TMainMenu_ctor,TMainMenu* (__thiscall ??0TMainMenu@@QAA@XZ)(TMainMenu* this),
0x4fbcc0,sub_4FBCC0,,"heroWindow* (__thiscall sub_4FBCC0)(heroWindow* Memory, int8)",
0x4fbcf0,??1TMainMenu@@UAA@XZ,TMainMenu_dtor,void (__thiscall ??1TMainMenu@@UAA@XZ)(heroWindow* this),
0x4fbd70,?DoModal@TMainMenu@@QAAXXZ,TMainMenu_DoModal,int (__thiscall ?DoModal@TMainMenu@@QAAXXZ)(heroWindow* this),
0x4fbda0,MainMenuHandler,,int (__thiscall MainMenuHandler)(message* msg),
0x4fc230,sub_4FC230,,,
0x4fc250,sub_4FC250,,,
0x4fc2b0,sub_4FC2B0,,,
0x4fc310,sub_4FC310,,,
0x4fc380,sub_4FC380,,,
0x4fc3e0,sub_4FC3E0,,,
0x4fc440,sub_4FC440,,,
0x4fc4a0,sub_4FC4A0,,,
0x4fc500,sub_4FC500,,,
0x4fc560,sub_4FC560,,,
0x4fc5c0,sub_4FC5C0,,,
0x4fc620,?SetCellVisited@ExtraInfoUnion@@QAAXF@Z,ExtraInfoUnion_SetCellVisited,"void (__thiscall ?SetCellVisited@ExtraInfoUnion@@QAAXF@Z)(ExtraInfoUnion* this, ushort player)",0xfbf90
0x4fc690,?readTimedEventList@NewfullMap@@QAAHPAX@Z,NewfullMap_readTimedEventList,"int (__thiscall ?readTimedEventList@NewfullMap@@QAAHPAX@Z)(NewfullMap* this, TAbstractFile* infile, int version)",
0x4fc830,?Read@TTimedEvent@@QAAHPAX@Z,TTimedEvent_Read,"int (__thiscall ?Read@TTimedEvent@@QAAHPAX@Z)(TTimedEvent* this, TAbstractFile* infile, int version)",
0x4fca20,?saveTimedEventList@NewfullMap@@QAAHPAX@Z,NewfullMap_saveTimedEventList,"int (__thiscall ?saveTimedEventList@NewfullMap@@QAAHPAX@Z)(NewfullMap* this, TAbstractFile* outfile)",
0x4fcad0,?Save@TTimedEvent@@QAAHPAX@Z,TTimedEvent_Save,"int (__thiscall ?Save@TTimedEvent@@QAAHPAX@Z)(TTimedEvent* this, TAbstractFile* infile)",
0x4fcb90,?loadTimedEventList@NewfullMap@@QAAHPAX@Z,NewfullMap_loadTimedEventList,"int (__thiscall ?loadTimedEventList@NewfullMap@@QAAHPAX@Z)(NewfullMap* this, TAbstractFile* infile, int version)",
0x4fcd30,?Load@TTimedEvent@@QAAHPAX@Z,TTimedEvent_Load,"int (__thiscall ?Load@TTimedEvent@@QAAHPAX@Z)(TTimedEvent* this, TAbstractFile* infile, int version)",
0x4fce00,?saveTownEventList@NewfullMap@@QAAHPAX@Z,NewfullMap_saveTownEventList,"int (__thiscall ?saveTownEventList@NewfullMap@@QAAHPAX@Z)(NewfullMap* this, TAbstractFile* outfile)",
0x4fcf00,?loadTownEventList@NewfullMap@@QAAHPAX@Z,NewfullMap_loadTownEventList,"int (__thiscall ?loadTownEventList@NewfullMap@@QAAHPAX@Z)(NewfullMap* this, TAbstractFile* infile, int version)",
0x4fd0f0,?get_trigger_cell@NewmapCell@@QAAPAV1@XZ,NewmapCell_get_trigger_cell,NewmapCell* (__thiscall ?get_trigger_cell@NewmapCell@@QAAPAV1@XZ)(NewmapCell* this),0xfcaa0
0x4fd220,?get_map_object@NewmapCell@@QBA?AW4TAdventureObjectType@@XZ,NewmapCell_get_map_object,TAdventureObjectType (__thiscall ?get_map_object@NewmapCell@@QBA?AW4TAdventureObjectType@@XZ)(NewmapCell* this),0xfcbd0
0x4fd280,?get_map_extraInfo@NewmapCell@@QBAKXZ,NewmapCell_get_map_extraInfo,uint (__thiscall ?get_map_extraInfo@NewmapCell@@QBAKXZ)(NewmapCell* this),0xfcc30
0x4fd2d0,?cell_is_trigger@NewmapCell@@QBA_NXZ,NewmapCell_cell_is_trigger,bool (__thiscall ?cell_is_trigger@NewmapCell@@QBA_NXZ)(NewmapCell* this),0xfcc80
0x4fd340,?is_diggable@NewmapCell@@QBA_NXZ,NewmapCell_is_diggable,bool (__thiscall ?is_diggable@NewmapCell@@QBA_NXZ)(NewmapCell* this),0xfccf0
0x4fd410,?HasTriggerableEvent@NewmapCell@@QBA?B_NXZ,NewmapCell_HasTriggerableEvent,bool (__thiscall ?HasTriggerableEvent@NewmapCell@@QBA?B_NXZ)(NewmapCell* this),0xfcdc0
0x4fd470,?get_special_terrain@NewmapCell@@QBA?AW4TAdventureObjectType@@XZ,NewmapCell_get_special_terrain,TAdventureObjectType (__thiscall ?get_special_terrain@NewmapCell@@QBA?AW4TAdventureObjectType@@XZ)(NewmapCell* this),0xfce20
0x4fd590,NewmapCell::SoD_get_magic_terrain_type,,EMagicTerrain (__thiscall NewmapCell::SoD_get_magic_terrain_type)(NewmapCell* this),0xfcf40
0x4fd6b0,??0NewfullMap@@QAA@XZ,NewfullMap_ctor,void (__thiscall ??0NewfullMap@@QAA@XZ)(NewfullMap* this),0xfd060
0x4fd810,std::vector_TObjectType_::vector,,void (__thiscall std::vector_TObjectType_::vector)(void* this),
0x4fd830,??1NewfullMap@@QAA@XZ,NewfullMap_dtor,void (__thiscall ??1NewfullMap@@QAA@XZ)(NewfullMap* this),0xfd1e0
0x4fdab0,??_ENewmapCell@@QAAPAXI@Z,op_ENewmapCell,"void (__thiscall ??_ENewmapCell@@QAAPAXI@Z)(NewmapCell* this, int8 flag)",
0x4fdb10,??1NewmapCell@@QAA@XZ,NewmapCell_dtor,void (__thiscall ??1NewmapCell@@QAA@XZ)(NewmapCell* this),0xfd4c0
0x4fdb40,?Init@NewfullMap@@AAAXH_N@Z,NewfullMap_Init,"void (__thiscall ?Init@NewfullMap@@AAAXH_N@Z)(NewfullMap* this, int size, bool two_layers)",
0x4fdca0,??0NewmapCell@@QAA@XZ,NewmapCell_ctor,void (__thiscall ??0NewmapCell@@QAA@XZ)(NewmapCell* this),0xfd650
0x4fdce0,?Read@NewfullMap@@QAAHPAXH_N@Z,NewfullMap_Read,"int (__thiscall ?Read@NewfullMap@@QAAHPAXH_N@Z)(NewfullMap* this, TGzFile* infile, int size, bool two_layers)",
0x4fdfa0,NewfullMap::readQuestGuardList,,"TQuestGuard* (__thiscall NewfullMap::readQuestGuardList)(NewfullMap* this, TAbstractFile* infile, int version)",
0x4fe210,?Load@NewfullMap@@QAAHPAXH_N@Z,NewfullMap_Load,"int (__thiscall ?Load@NewfullMap@@QAAHPAXH_N@Z)(NewfullMap* this, TGzFile* infile, int size, bool32 two_layers)",
0x4fe590,?Save@NewfullMap@@QAAHPAXH_N@Z,NewfullMap_Save,"int (__fastcall ?Save@NewfullMap@@QAAHPAXH_N@Z)(NewfullMap* this, TGzFile* outfile, int size, bool two_layers)",
0x4fe870,?readMapLayer@NewfullMap@@AAAHPAXHH@Z,NewfullMap_readMapLayer,"int (__thiscall ?readMapLayer@NewfullMap@@AAAHPAXHH@Z)(NewfullMap* this, TGzFile* infile, int size, int layer)",
0x4feae0,?saveMapLayer@NewfullMap@@AAAHPAXHH@Z,NewfullMap_saveMapLayer,"int (__fastcall ?saveMapLayer@NewfullMap@@AAAHPAXHH@Z)(NewfullMap* this, TGzFile* outfile, int size, int layer)",
0x4fed10,SoD_SetupRoEObject,,"void (__fastcall SoD_SetupRoEObject)(NewmapCell* cell, int version)",
0x4fef70,?loadMapLayer@NewfullMap@@AAAHPAXHH@Z,NewfullMap_loadMapLayer,"int (__thiscall ?loadMapLayer@NewfullMap@@AAAHPAXHH@Z)(NewfullMap* this, TGzFile* infile, int size, int layer)",
0x4ff260,?get_object_type_ptr@CObject@@QBAPAVCObjectType@@XZ,CObject_get_object_type_ptr,CObjectType* (__thiscall ?get_object_type_ptr@CObject@@QBAPAVCObjectType@@XZ)(CObject* this),0xfec10
