# every name in the IDB (HD-pressing addresses).
hd_va,kind,name,readable
0x66fb34,string,aSgrmwa31_pcx,
0x66fb44,string,aSgrmwa32_pcx,
0x66fb54,string,aSgrmarch_pcx,
0x66fb64,string,aSgrmwa41_pcx,
0x66fb74,string,aSgrmwa42_pcx,
0x66fb84,string,aSgrmwa5_pcx,
0x66fb90,string,aSgrmwa61_pcx,
0x66fba0,string,aSgrmwa62_pcx,
0x66fbb0,string,aSgrmtw21_pcx,
0x66fbc0,string,aSgrmtw22_pcx,
0x66fbd0,string,aSgrmtpw1_pcx,
0x66fbe0,string,aSgrmmlip_pcx,
0x66fbf0,string,aSgrmmoat_pcx,
0x66fc00,string,aSgrmdrwc_pcx,
0x66fc10,string,aSgrmdrw1_pcx,
0x66fc20,string,aSgrmdrw2_pcx,
0x66fc30,string,aSgrmdrw3_pcx,
0x66fc40,string,aSgcstw2c_pcx,
0x66fc50,string,aSgcstw1c_pcx,
0x66fc60,string,aSgcsmanc_pcx,
0x66fc70,string,aSgcsman1_pcx,
0x66fc80,string,aSgcsman2_pcx,
0x66fc90,string,aSgcstw11_pcx,
0x66fca0,string,aSgcstw12_pcx,
0x66fcb0,string,aSgcswa11_pcx,
0x66fcc0,string,aSgcswa12_pcx,
0x66fcd0,string,aSgcswa2_pcx,
0x66fcdc,string,aSgcswa31_pcx,
0x66fcec,string,aSgcswa32_pcx,
0x66fcfc,string,aSgcsarch_pcx,
0x66fd0c,string,aSgcswa41_pcx,
0x66fd1c,string,aSgcswa42_pcx,
0x66fd2c,string,aSgcswa5_pcx,
0x66fd38,string,aSgcswa61_pcx,
0x66fd48,string,aSgcswa62_pcx,
0x66fd58,string,aSgcstw21_pcx,
0x66fd68,string,aSgcstw22_pcx,
0x66fd78,string,aSgcstpwl_pcx,
0x66fd88,string,aSgcsmlip_pcx,
0x66fd98,string,aSgcsmoat_pcx,
0x66fda8,string,aSgcsdrwc_pcx,
0x66fdb8,string,aSgcsdrw1_pcx,
0x66fdc8,string,aSgcsdrw2_pcx,
0x66fdd8,string,aSgcsdrw3_pcx,
0x66fde8,string,aCh17_def,
0x66fdf4,string,aCh16_def,
0x66fe00,string,aCh015_def,
0x66fe0c,string,aCh014_def,
0x66fe18,string,aCh012_def,
0x66fe24,string,aCh013_def,
0x66fe30,string,aCh11_def,
0x66fe3c,string,aCh010_def,
0x66fe48,string,aCh09_def,
0x66fe54,string,aCh08_def,
0x66fe60,string,aCh07_def,
0x66fe6c,string,aCh06_def,
0x66fe78,string,aCh04_def,
0x66fe84,string,aCh05_def,
0x66fe90,string,aCh03_def,
0x66fe9c,string,aCh02_def,
0x66fea8,string,aCh01_def,
0x66feb4,string,aCh00_def,
0x66fec0,string,aWalls_txt,
0x66fecc,string,aCombatmanager,
0x66fedc,string,aCombat02d,
0x66fee8,string,aBattle02dWav,
0x66fef8,string,aCmflagr_def,
0x66ff04,string,aCmflagl_def,
0x66ff10,string,aCmnumwin_pcx,
0x66ff20,string,aCcellshd_pcx,
0x66ff30,user,celgrd,
0x66ff40,string,aCmbkbch_pcx,
0x66ff4c,string,aCmbkdeck_pcx,
0x66ff5c,string,aCmbkboat_pcx,
0x66ff6c,string,aGoodmrle_wav,
0x66ff7c,string,aBadmrle_wav,
0x66ff88,string,aFear_wav,
0x66ff94,string,aManadrai_wav,
0x66ffa4,string,aSshot_82m_0,
0x66ffb0,string,aDrawbrg_82m,
0x66ffbc,string,aIcm007_def,
0x66ffc8,string,aIcm006_def,
0x66ffd4,string,aIcm005_def,
0x66ffe0,string,aIcm004_def,
0x66ffec,string,aIcm003_def,
0x66fff8,string,aIcm002_def,
0x670004,string,aIcm001_def,
0x670010,string,aComslide_def,
0x670020,string,aCrollovr_pcx,
0x670030,string,aCbar_pcx,
0x67003c,string,aIcm012_def,
0x670048,string,aIcm011_def,
0x670054,string,aCoplacbr_pcx,
0x670064,string,aIlcks_def,
0x670070,string,aImrls_def,
0x67007c,string,aChrpop_pcx,
0x670088,string,aSDD,
0x670094,string,aSpellinf_pcx,
0x6700a4,string,aSpellint_def,
0x6700b4,string,aVerd10b_fnt,
0x6700c0,string,aTwcrport_def,
0x6700d0,string,aCcrpop_pcx,
0x6700dc,string,aDD_0,
0x6700e4,string,aDD,
0x6700f0,string,aSysopchk_def,
0x670100,string,aSysob11_def,
0x67010c,string,aSysob10_def,
0x670118,string,aSysopb9_def,
0x670124,string,aSyslb_def,
0x670130,string,aSoretrn_def,
0x67013c,string,aCodefaul_def,
0x67014c,string,aComopbck_pcx,
0x670160,string,aIokay_def,
0x67016c,string,aBox64x30_pcx,
0x67017c,string,aBigfont_fnt_0,
0x670188,string,aCpresult_pcx,
0x6701a8,mangled,?combatMusicFile@@3PAPADA,combatMusicFile
0x6701c0,string,aLosecastle,
0x6701cc,string,aSurrenderBattl,
0x6701e0,string,aRetreatBattle,
0x6701f0,string,aDefendCastle,
0x670200,string,aLosecombat,
0x67020c,string,aWinBattle,
0x670218,user,receive_action,
0x67023c,string,aObstacleNameSO,
0x670268,string,aPickup02d_82m,
0x670278,string,aSendingActionD,
0x67029c,mangled,?const_creature_bank_traits@@3AAY0L@$$CBUtype_creature_bank_traits@@A,const_creature_bank_traits
0x6702a0,user,guard_types,
0x67037c,user,reward_types,
0x6703a8,string,aCrbanks_txt,
0x6703b8,user,creatureTraits,
0x6747b0,mangled,?akCreatureTypeTraits@@3AAY0JG@$$CBUTCreatureTypeTraits@@A,akCreatureTypeTraits
0x6747b4,mangled,?gDwellingType@@3PAY0O@W4TCreatureType@@A,gDwellingType
0x6749ac,string,aSmcart_def,
0x6749b8,string,aCart,
0x6749c0,string,aSmtent_def,
0x6749cc,string,aFaid,
0x6749d4,string,aSmbal_def,
0x6749e0,string,aBall,
0x6749e8,string,aSmcata_def,
0x6749f4,string,aCata,
0x6749fc,string,aCtroll_def,
0x674a08,string,aTrll,
0x674a10,string,aCrogue_def,
0x674a1c,string,aCnomad_def,
0x674a28,string,aNmad,
0x674a30,string,aCmummy_def,
0x674a3c,string,aMumy,
0x674a44,string,aCboar_def,
0x674a50,string,aBoar,
0x674a58,string,aCpeas_def,
0x674a64,string,aPsnt,
0x674a6c,string,aChalf_def,
0x674a78,string,aHalf,
0x674a80,string,aCsharp_def,
0x674a8c,string,aCench_def,
0x674a98,string,aEnch,
0x674aa0,string,aCrsdgn_def,
0x674aac,string,aRust,
0x674ab4,string,aCfdrgn_def,
0x674ac0,string,aFaer,
0x674ac8,string,aCcdrgn_def,
0x674ad4,string,aCrys,
0x674adc,string,aCadrgn_def,
0x674ae8,string,aAzur,
0x674af0,string,aCphx_def,
0x674afc,string,aPhoe,
0x674b04,string,aCfbird_def,
0x674b10,string,aFirb,
0x674b18,string,aCnrg_def,
0x674b24,string,aEner,
0x674b2c,string,aBad4,
0x674b34,string,aCstorm_def,
0x674b40,string,aStor,
0x674b48,string,aBad3,
0x674b50,string,aCstone_def,
0x674b5c,string,aMagm,
0x674b64,string,aBad2,
0x674b6c,string,aCicee_def,
0x674b78,string,aIcel,
0x674b80,string,aBad1,
0x674b88,string,aCmagel_def,
0x674b94,string,aMgel,
0x674b9c,string,aCpsyel_def,
0x674ba8,string,aPsyc,
0x674bb0,string,aCsprite_def,
0x674bbc,string,aSprt,
0x674bc4,string,aCpixie_def,
0x674bd0,string,aPixi,
0x674bd8,string,aCdgole_def,
0x674be4,string,aDglm,
0x674bec,string,aCggole_def,
0x674bf8,string,aGglm,
0x674c00,string,aCwelem_def,
0x674c0c,string,aWelm,
0x674c14,string,aCfelem_def,
0x674c20,string,aFelm,
0x674c28,string,aCeelem_def,
0x674c34,string,aEelm,
0x674c3c,string,aCaelem_def,
0x674c48,string,aAelm,
0x674c50,string,aCchydr_def,
0x674c5c,string,aChyd,
0x674c64,string,aChydra_def,
0x674c70,string,aHydr,
0x674c78,string,aCwyvmn_def,
0x674c84,string,aWyvm,
0x674c8c,string,aCwyver_def,
0x674c98,string,aWyvn,
0x674ca0,string,aCgbasi_def,
0x674cac,string,aGbas,
0x674cb4,string,aCbasil_def,
0x674cc0,string,aBasl,
0x674cc8,string,aCdrfir_def,
0x674cd4,string,aFdfl,
0x674cdc,string,aCdrfly_def,
0x674ce8,string,aDfly,
0x674cf0,string,aCbgog_def,
0x674cfc,string,aBgor,
0x674d04,string,aCcgorg_def,
0x674d10,string,aCgor,
0x674d18,string,aCaliza_def,
0x674d24,string,aAliz,
0x674d2c,string,aCpliza_def,
0x674d38,string,aPliz,
0x674d40,string,aCgnolm_def,
0x674d4c,string,aGnlm,
0x674d54,string,aCgnoll_def,
0x674d60,string,aGnol,
0x674d68,string,aCabehe_def,
0x674d74,string,aBmth,
0x674d7c,string,aCybehe_def,
0x674d88,string,aYbmh,
0x674d90,string,aCcycllor_def,
0x674da0,string,aCycl,
0x674da8,string,aCcyclr_def,
0x674db4,string,aCcyc,
0x674dbc,string,aCtbird_def,
0x674dc8,string,aTbrd,
0x674dd0,string,aCroc_def,
0x674ddc,string,aRocc,
0x674de4,string,aCogmag_def,
0x674df0,string,aOgrm,
0x674df8,string,aCogre_def,
0x674e04,string,aOgre,
0x674e0c,string,aCorcch_def,
0x674e18,string,aOrcc,
0x674e20,string,aCorc_def,
0x674e2c,string,aOorc,
0x674e34,string,aCuwlfr_def,
0x674e40,string,aHgwr,
0x674e48,string,aCbwlfr_def,
0x674e54,string,aGwrd,
0x674e5c,string,aChgobl_def,
0x674e68,string,aHgob,
0x674e70,string,aCgobli_def,
0x674e7c,string,aGbln,
0x674e84,string,aCbdrgn_def,
0x674e90,string,aBkdr,
0x674e98,string,aCrdrgn_def,
0x674ea4,string,aRddr,
0x674eac,string,aCcmcor_def,
0x674eb8,string,aScrp,
0x674ec0,string,aCmcore_def,
0x674ecc,string,aMant,
0x674ed4,string,aCminok_def,
0x674ee0,string,aMink,
0x674ee8,string,aCminot_def,
0x674ef4,string,aMino,
0x674efc,string,aCmeduq_def,
0x674f08,string,aMedq,
0x674f10,string,aCmedus_def,
0x674f1c,string,aMedu,
0x674f24,string,aCeveye_def,
0x674f30,string,aEvli,
0x674f38,string,aCbehol_def,
0x674f44,string,aBhdr,
0x674f4c,string,aCharph_def,
0x674f58,string,aHhag,
0x674f60,string,aCharpy_def,
0x674f6c,string,aHarp,
0x674f74,string,aCitrog_def,
0x674f80,string,aItrg,
0x674f88,string,aCtrogl_def,
0x674f94,string,aTrog,
0x674f9c,string,aChdrgn_def,
0x674fa8,string,aGhdr,
0x674fb0,string,aCndrgn_def,
0x674fbc,string,aBodr,
0x674fc4,string,aCblord_def,
0x674fd0,string,aBlrd,
0x674fd8,string,aCbknig_def,
0x674fe4,string,aBknt,
0x674fec,string,aCplich_def,
0x674ff8,string,aPlch,
0x675000,string,aClich_def,
0x67500c,string,aLich,
0x675014,string,aCnosfe_def,
0x675020,string,aNosf,
0x675028,string,aCvamp_def,
0x675034,string,aVamp,
0x67503c,string,aCwrait_def,
0x675048,string,aWrth,
0x675050,string,aCwight_def,
0x67505c,string,aWght,
0x675064,string,aCzomlo_def,
0x675070,string,aZmbl,
0x675078,string,aCzombi_def,
0x675084,string,aZomb,
0x67508c,string,aCwskel_def,
0x675098,string,aSklw,
0x6750a0,string,aCskele_def,
0x6750ac,string,aSkel,
0x6750b4,string,aCadevl_def,
0x6750c0,string,aAdvl,
0x6750c8,string,aCdevil_def,
0x6750d4,string,aDevl,
0x6750dc,string,aCefres_def,
0x6750e8,string,aEsul,
0x6750f0,string,aCefree_def,
0x6750fc,string,aEfrt,
0x675104,string,aCpfoe_def,
0x675110,string,aPfoe,
0x675118,string,aCpfien_def,
0x675124,string,aPfnd,
0x67512c,string,aCthdem_def,
0x675138,string,aDhdm,
0x675140,string,aCohdem_def,
0x67514c,string,aShdm,
0x675154,string,aCcerbu_def,
0x675160,string,aCerb,
0x675168,string,aChhoun_def,
0x675174,string,aHhnd,
0x67517c,string,aCmagog_def,
0x675188,string,aMgog,
0x675190,string,aCgog_def,
0x67519c,string,aGogg,
0x6751a4,string,aCfamil_def,
0x6751b0,string,aFmlr,
0x6751b8,string,aCimp_def,
0x6751c4,string,aImpp,
0x6751cc,string,aCgtita_def,
0x6751d8,string,aGtit,
0x6751e0,string,aCltita_def,
0x6751ec,string,aLtit,
0x6751f4,string,aCnagag_def,
0x675200,string,aNgrd,
0x675208,string,aCnaga_def,
0x675214,string,aNsen,
0x67521c,string,aCsulta_def,
0x675228,string,aCalf,
0x675230,string,aCgenie_def,
0x67523c,string,aGeni,
0x675244,string,aCamage_def,
0x675250,string,aAmag,
0x675258,string,aCmage_def,
0x675264,string,aMage,
0x67526c,string,aCigole_def,
0x675278,string,aIglm,
0x675280,string,aCsgole_def,
0x67528c,string,aSglm,
0x675294,string,aCogarg_def,
0x6752a0,string,aOgrg,
0x6752a8,string,aCgargo_def,
0x6752b4,string,aSgrg,
0x6752bc,string,aCgremm_def,
0x6752c8,string,aMgrm,
0x6752d0,string,aCgrema_def,
0x6752dc,string,aAgrm,
0x6752e4,string,aCddrag_def,
0x6752f0,string,aGodr,
0x6752f8,string,aCgdrag_def,
0x675304,string,aGrdr,
0x67530c,string,aCwunic_def,
0x675318,string,aWunc,
0x675320,string,aCunico_def,
0x67532c,string,aUnic,
0x675334,string,aCbtree_def,
0x675340,string,aBtre,
0x675348,string,aCtree_def,
0x675354,string,aTree,
0x67535c,string,aCapegs_def,
0x675368,string,aApeg,
0x675370,string,aCpegas_def,
0x67537c,string,aPega,
0x675384,string,aCgrelf_def,
0x675390,string,aGelf,
0x675398,string,aCelf_def,
0x6753a4,string,aWelf,
0x6753ac,string,aCbdwar_def,
0x6753b8,string,aBdrf,
0x6753c0,string,aCdwarf_def,
0x6753cc,string,aDwrf,
0x6753d4,string,aCecent_def,
0x6753e0,string,aEcnt,
0x6753e8,string,aCcentr_def,
0x6753f4,string,aCntr,
0x6753fc,string,aCrangl_def,
0x675408,string,aAagl,
0x675410,string,aCangel_def,
0x67541c,string,aAngl,
0x675424,string,aCchamp_def,
0x675430,string,aChmp,
0x675438,string,aCcavlr_def,
0x675444,string,aCava,
0x67544c,string,aCzealt_def,
0x675458,string,aZelt,
0x675460,string,aCmonkk_def,
0x67546c,string,aMonk,
0x675474,string,aCcrusd_def,
0x675480,string,aCrus,
0x675488,string,aCsword_def,
0x675494,string,aSwrd,
0x67549c,string,aCrgrif_def,
0x6754a8,string,aRgrf,
0x6754b0,string,aCgriff_def,
0x6754bc,string,aGrif,
0x6754c4,string,aChcbow_def,
0x6754d0,string,aHcrs,
0x6754d8,string,aClcbow_def,
0x6754e4,string,aLcrs,
0x6754ec,string,aChalbd_def,
0x6754f8,string,aHalb,
0x675500,string,aCpkman_def,
0x67550c,string,aPike,
0x675514,string,aCrtraits_txt,
0x675548,string,aAdvobj,
0x675550,string,aCreature,
0x67555c,string,aSprite,
0x675564,string,aScnrback_def,
0x675574,string,aScnrbeg_def,
0x675580,user,textString,
0x675594,string,aCamcust_pcx,
0x6755a0,user,cTwoDots,
0x6755a4,user,a_h3c,
0x6755ac,string,aMaps,
0x6755b4,string,aI,
0x6755b8,user,TownsBildingsIcons_ST,
0x675be8,user,CampaignVoices,
0x675d7c,string,aH3x2uam,
0x675d84,string,aH3x2ual,
0x675d8c,string,aH3x2uak,
0x675d94,string,aH3x2uaj,
0x675d9c,string,aH3x2uai,
0x675da4,string,aH3x2uah,
0x675dac,string,aH3x2uag,
0x675db4,string,aH3x2uaf,
0x675dbc,string,aH3x2uae,
0x675dc4,string,aH3x2uad,
0x675dcc,string,aH3x2uac,
0x675dd4,string,aH3x2uab,
0x675ddc,string,aH3x2uaa,
0x675de4,string,aH3x2spe,
0x675dec,string,aH3x2spd,
0x675df4,string,aH3x2spc,
0x675dfc,string,aH3x2spb,
0x675e04,string,aH3x2spa,
0x675e0c,string,aH3x2rne,
0x675e14,string,aH3x2rnd,
0x675e1c,string,aH3x2rnc,
0x675e24,string,aH3x2rnb,
0x675e2c,string,aH3x2rna,
0x675e34,string,aH3x2nbe,
0x675e3c,string,aH3x2nbd,
0x675e44,string,aH3x2nbc,
0x675e4c,string,aH3x2nbb,
0x675e54,string,aH3x2nba,
0x675e5c,string,aH3x2hse,
0x675e64,string,aH3x2hsd,
0x675e6c,string,aH3x2hsc,
0x675e74,string,aH3x2hsb,
0x675e7c,string,aH3x2hsa,
0x675e84,string,aH3x2ele,
0x675e8c,string,aH3x2eld,
0x675e94,string,aH3x2elc,
0x675e9c,string,aH3x2elb,
0x675ea4,string,aH3x2ela,
0x675eac,string,aH3x2bbf,
0x675eb4,string,aH3x2bbe,
0x675ebc,string,aH3x2bbd,
0x675ec4,string,aH3x2bbc,
0x675ecc,string,aH3x2bbb,
0x675ed4,string,aH3x2bba,
0x675edc,string,aAbvopf4,
0x675ee4,string,aAbvopf3,
0x675eec,string,aAbvopf2,
0x675ef4,string,aAbvopf1,
0x675efc,string,aAbvofw5,
0x675f04,string,aAbvofw4,
0x675f0c,string,aAbvofw3,
0x675f14,string,aAbvofw2,
0x675f1c,string,aAbvofw1,
0x675f24,string,aAbvofl5,
0x675f2c,string,aAbvofl4,
0x675f34,string,aAbvofl3,
0x675f3c,string,aAbvofl2,
0x675f44,string,aAbvofl1,
0x675f4c,string,aAbvods5,
0x675f54,string,aAbvods4,
0x675f5c,string,aAbvods3,
0x675f64,string,aAbvods2,
0x675f6c,string,aAbvods1,
0x675f74,string,aAbvodb5,
0x675f7c,string,aAbvodb4,
0x675f84,string,aAbvodb3,
0x675f8c,string,aAbvodb2,
0x675f94,string,aAbvodb1,
0x675f9c,string,aAbvoab9,
0x675fa4,string,aAbvoab8,
0x675fac,string,aAbvoab7,
0x675fb4,string,aAbvoab6,
0x675fbc,string,aAbvoab5,
0x675fc4,string,aAbvoab4,
0x675fcc,string,aAbvoab3,
0x675fd4,string,aAbvoab2,
0x675fdc,string,aAbvoab1,
0x675fe4,string,aS1c,
0x675fe8,string,aS1b,
0x675fec,string,aS1a,
0x675ff0,string,aG3c,
0x675ff4,string,aG3b,
0x675ff8,string,aG3a,
0x675ffc,string,aE2d,
0x676000,string,aE2c,
0x676004,string,aE2b,
0x676008,string,aE2ae,
0x676010,string,aE2a,
0x676014,string,aG2d,
0x676018,string,aG2c,
0x67601c,string,aG2b,
0x676020,string,aG2a,
0x676024,string,aN1c_d,
0x67602c,string,aN1b,
0x676030,string,aN1a,
0x676034,string,aE1c,
0x676038,string,aE1b,
0x67603c,string,aE1a,
0x676040,string,aG1c,
0x676044,string,aG1b,
0x676048,string,aG1a,
0x67604c,string,aBoeup_6_pcx,
0x676058,string,aBoeup_5_pcx,
0x676064,string,aBoeup_4_pcx,
0x676070,string,aBoeup_3_pcx,
0x67607c,string,aBoeup_2_pcx,
0x676088,string,aBoeup_1_pcx,
0x676094,string,aBoeup_0_pcx,
0x6760a0,string,aBoedn_6_pcx,
0x6760ac,string,aBoedn_5_pcx,
0x6760b8,string,aBoedn_4_pcx,
0x6760c4,string,aBoedn_3_pcx,
0x6760d0,string,aBoedn_2_pcx,
0x6760dc,string,aBoedn_1_pcx,
0x6760e8,string,aBoedn_0_pcx,
0x6760f4,string,aBoegrail_pcx,
0x676104,string,aBoeuniv_pcx,
0x676110,string,aBodhrd2_pcx,
0x67611c,string,aBodhrd1_pcx,
0x676128,string,aBoemarka_pcx,
0x676138,string,aBoeblack_pcx,
0x676148,string,aBoemarks_pcx,
0x676158,string,aBoemark1_pcx,
0x676168,string,aBoehall4_pcx,
0x676178,string,aBoehall3_pcx,
0x676188,string,aBoehall2_pcx,
0x676198,string,aBoehall1_pcx,
0x6761a8,string,aBoecast3_pcx,
0x6761b8,string,aBoecast2_pcx,
0x6761c8,string,aBoecast1_pcx,
0x6761d8,string,aBoeship_pcx,
0x6761e4,string,aBoetav_pcx,
0x6761f0,string,aBoegld5_pcx,
0x6761fc,string,aBoegld4_pcx,
0x676208,string,aBoegld3_pcx,
0x676214,string,aBoegld2_pcx,
0x676220,string,aBoegld1_pcx,
0x67622c,string,aBofhydr2_pcx,
0x67623c,string,aBofwyvr2_pcx,
0x67624c,string,aBofgorg2_pcx,
0x67625c,string,aBofbas2_pcx,
0x676268,string,aBoffly2_pcx,
0x676274,string,aBoflizr2_pcx,
0x676284,string,aBofgnol2_pcx,
0x676294,string,aBofhydr1_pcx,
0x6762a4,string,aBofwyvr1_pcx,
0x6762b4,string,aBofgorg1_pcx,
0x6762c4,string,aBofbas1_pcx,
0x6762d0,string,aBoffly1_pcx,
0x6762dc,string,aBoflizr1_pcx,
0x6762ec,string,aBofgnol1_pcx,
0x6762fc,string,aBofgrail_pcx,
0x67630c,string,aBofcasta_pcx,
0x67631c,string,aBofcastd_pcx,
0x67632c,string,aBofgno2h_pcx,
0x67633c,string,aBofgno1h_pcx,
0x67634c,string,aBofcage_pcx,
0x676358,string,aBofapoth_pcx,
0x676368,string,aBofmark2_pcx,
0x676378,string,aBofmark1_pcx,
0x676388,string,aBofhall4_pcx,
0x676398,string,aBofhall3_pcx,
0x6763a8,string,aBofhall2_pcx,
0x6763b8,string,aBofhall1_pcx,
0x6763c8,string,aBofcast3_pcx,
0x6763d8,string,aBofcast2_pcx,
0x6763e8,string,aBofcast1_pcx,
0x6763f8,string,aBofship_pcx,
0x676404,string,aBoftav_pcx,
0x676410,string,aBofmage5_pcx,
0x676420,string,aBofmage4_pcx,
0x676430,string,aBofmage3_pcx,
0x676440,string,aBofmage2_pcx,
0x676450,string,aBofmage1_pcx,
0x676460,string,aBosbeh2_pcx,
0x67646c,string,aBoscyc2_pcx,
0x676478,string,aBosroc2_pcx,
0x676484,string,aBosogre2_pcx,
0x676494,string,aBosorc2_pcx,
0x6764a0,string,aBoswolf2_pcx,
0x6764b0,string,aBosgob2_pcx,
0x6764bc,string,aBosbeh1_pcx,
0x6764c8,string,aBoscyc1_pcx,
0x6764d4,string,aBosroc1_pcx,
0x6764e0,string,aBosogre1_pcx,
0x6764f0,string,aBosorc1_pcx,
0x6764fc,string,aBoswolf1_pcx,
0x67650c,string,aBosgob1_pcx,
0x676518,string,aBosholy_pcx,
0x676524,string,aBosvahal_pcx,
0x676534,string,aBosblak2_pcx,
0x676544,string,aBosmrk1c_pcx,
0x676554,string,aBosgob2h_pcx,
0x676564,string,aBosgob1h_pcx,
0x676574,string,aBosescap_pcx,
0x676584,string,aBosblak1_pcx,
0x676594,string,aBosmrk2_pcx,
0x6765a0,string,aBosmrk1_pcx,
0x6765ac,string,aBoshall4_pcx,
0x6765bc,string,aBoshall3_pcx,
0x6765cc,string,aBoshall2_pcx,
0x6765dc,string,aBoshall1_pcx,
0x6765ec,string,aBoscas3_pcx,
0x6765f8,string,aBoscas2_pcx,
0x676604,string,aBoscas1_pcx,
0x676610,string,aBostav1_pcx,
0x67661c,string,aBosmage5_pcx,
0x67662c,string,aBosmage4_pcx,
0x67663c,string,aBosmage3_pcx,
0x67664c,string,aBosmage2_pcx,
0x67665c,string,aBosmage1_pcx,
0x67666c,string,aBoddrag2_pcx,
0x67667c,string,aBodmant2_pcx,
0x67668c,string,aBodmino2_pcx,
0x67669c,string,aBodmedu2_pcx,
0x6766ac,string,aBodbeh2_pcx,
0x6766b8,string,aBodharp2_pcx,
0x6766c8,string,aBodtrog2_pcx,
0x6766d8,string,aBoddrag1_pcx,
0x6766e8,string,aBodmant1_pcx,
0x6766f8,string,aBodmino1_pcx,
0x676708,string,aBodmedu1_pcx,
0x676718,string,aBodbeh1_pcx,
0x676724,string,aBodharp1_pcx,
0x676734,string,aBodtrog1_pcx,
0x676744,string,aBodholy_pcx,
0x676750,string,aBodacad_pcx,
0x67675c,string,aBodport_pcx,
0x676768,string,aBodvort_pcx,
0x676774,string,aBodtrogh_pcx,
0x676784,string,aBodmarka_pcx,
0x676794,string,aBodsmith_pcx,
0x6767a4,string,aBodmark2_pcx,
0x6767b4,string,aBodmark1_pcx,
0x6767c4,string,aBodhall4_pcx,
0x6767d4,string,aBodhall3_pcx,
0x6767e4,string,aBodhall2_pcx,
0x6767f4,string,aBodhall1_pcx,
0x676804,string,aBodcas3_pcx,
0x676810,string,aBodcas2_pcx,
0x67681c,string,aBodcas1_pcx,
0x676828,string,aBodtav_pcx,
0x676834,string,aBodmage5_pcx,
0x676844,string,aBodmage4_pcx,
0x676854,string,aBodmage3_pcx,
0x676864,string,aBodmage2_pcx,
0x676874,string,aBodmage1_pcx,
0x676884,string,aBonbone2_pcx,
0x676894,string,aBonbkni2_pcx,
0x6768a4,string,aBonlich2_pcx,
0x6768b4,string,aBonvamp2_pcx,
0x6768c4,string,aBonwigh2_pcx,
0x6768d4,string,aBonzomb2_pcx,
0x6768e4,string,aBonskel2_pcx,
0x6768f4,string,aBonbone1_pcx,
0x676904,string,aBonbkni1_pcx,
0x676914,string,aBonlich1_pcx,
0x676924,string,aBonvamp1_pcx,
0x676934,string,aBonwigh1_pcx,
0x676944,string,aBonzomb1_pcx,
0x676954,string,aBonskel1_pcx,
0x676964,string,aBonholyg_pcx,
0x676974,string,aBonskelt_pcx,
0x676984,string,aBonnecro_pcx,
0x676994,string,aBonskelh_pcx,
0x6769a4,string,aBonshrod_pcx,
0x6769b4,string,aBonsmith_pcx,
0x6769c4,string,aBonmark2_pcx,
0x6769d4,string,aBonmark1_pcx,
0x6769e4,string,aBonhall4_pcx,
0x6769f4,string,aBonhall3_pcx,
0x676a04,string,aBonhall2_pcx,
0x676a14,string,aBonhall1_pcx,
0x676a24,string,aBoncast3_pcx,
0x676a34,string,aBoncast2_pcx,
0x676a44,string,aBoncast1_pcx,
0x676a54,string,aBonship_pcx,
0x676a60,string,aBontav_pcx,
0x676a6c,string,aBonmage5_pcx,
0x676a7c,string,aBonmage4_pcx,
0x676a8c,string,aBonmage3_pcx,
0x676a9c,string,aBonmage2_pcx,
0x676aac,string,aBonmage1_pcx,
0x676abc,string,aBoidvl2_pcx,
0x676ac8,string,aBoiefr2_pcx,
0x676ad4,string,aBoipit2_pcx,
0x676ae0,string,aBoidmn2_pcx,
0x676aec,string,aBoihnd2_pcx,
0x676af8,string,aBoigog2_pcx,
0x676b04,string,aBoiimp2_pcx,
0x676b10,string,aBoidvl1_pcx,
0x676b1c,string,aBoiefr1_pcx,
0x676b28,string,aBoipit1_pcx,
0x676b34,string,aBoidmn1_pcx,
0x676b40,string,aBoihnd1_pcx,
0x676b4c,string,aBoigog1_pcx,
0x676b58,string,aBoiimp1_pcx,
0x676b64,string,aBoiholy_pcx,
0x676b70,string,aBoihnd2h_pcx,
0x676b80,string,aBoihndh_pcx,
0x676b8c,string,aBoimago_pcx,
0x676b98,string,aBoicasg_pcx,
0x676ba4,string,aBoicasb_pcx,
0x676bb0,string,aBoiimp2h_pcx,
0x676bc0,string,aBoiimph_pcx,
0x676bcc,string,aBoiblak_pcx,
0x676bd8,string,aBoimrk2_pcx,
0x676be4,string,aBoimrk1_pcx,
0x676bf0,string,aBoihal4_pcx,
0x676bfc,string,aBoihal3_pcx,
0x676c08,string,aBoihal2_pcx,
0x676c14,string,aBoihal1_pcx,
0x676c20,string,aBoicas3_pcx,
0x676c2c,string,aBoicas2_pcx,
0x676c38,string,aBoicas1_pcx,
0x676c44,string,aBoitav_pcx,
0x676c50,string,aBoimag5_pcx,
0x676c5c,string,aBoimag4_pcx,
0x676c68,string,aBoimag3_pcx,
0x676c74,string,aBoimag2_pcx,
0x676c80,string,aBoimag1_pcx,
0x676c8c,string,aBottit2_pcx,
0x676c98,string,aBotnaga2_pcx,
0x676ca8,string,aBotgen2_pcx,
0x676cb4,string,aBotmag2_pcx,
0x676cc0,string,aBotgolm2_pcx,
0x676cd0,string,aBotgar2_pcx,
0x676cdc,string,aBotgrem2_pcx,
0x676cec,string,aBottit1_pcx,
0x676cf8,string,aBotnaga1_pcx,
