# MANUALLY MANAGED - reviewed rows; hand-owned after admission.
# Every verified function span in the pinned PEF code section; names
# come from source MAC_ADDRESS claims, the runtime maps and glue map.
# exe: Heroes PEF sha256=650be8880cfda81ffa7704ce3bcdb9c5a6528f67afdf77c0c0c63e8259250d86 size=3418835
# Offsets are relative to PEF code section 0; lowercase 0x hex.
offset	size
0x217abc	0x44
0x217b00	0x168
0x217c68	0x150
0x217db8	0x58
0x217e10	0x1d0
0x217fe0	0x1c0
0x2181a0	0x18c
0x21832c	0x108
0x218434	0xdc
0x218510	0x68
0x218578	0x160
0x2186d8	0x11c
0x2187f4	0xf4
0x2188e8	0x8
0x2188f0	0x78
0x218968	0x50
0x2189b8	0x90
0x218a48	0x100
0x218b48	0xac
0x218bf4	0xcc
0x218cc0	0x4c
0x218d0c	0x48
0x218d54	0x194
0x218ee8	0x20
0x218f08	0x50
0x218f58	0xa8
0x219000	0xa0
0x2190a0	0xb0
0x219150	0x118
0x219268	0x20
0x219288	0xf0
0x219378	0x14
0x21938c	0x344
0x2196d0	0x30
0x219700	0x230
0x219930	0x30
0x219960	0x58
0x2199b8	0x34
0x2199ec	0x30
0x219a1c	0xc4
0x219ae0	0xb8
0x219b98	0x40
0x219bd8	0x40
0x219c18	0xa0
0x219cb8	0x70
0x219d28	0x12c
0x219e54	0x94
0x219ee8	0xc3c
0x21ab24	0x54
0x21ab78	0x94
0x21ac0c	0xd8
0x21ace4	0x184
0x21ae68	0x2e0
0x21b148	0x44
0x21b18c	0x7c
0x21b208	0x4fc
0x21b704	0x78
0x21b77c	0x60
0x21b7dc	0x4cc
0x21bca8	0x678
0x21c320	0x78
0x21c398	0x50
0x21c3e8	0xc0
0x21c4a8	0x1d4
0x21c67c	0x94
0x21c710	0x55c
0x21cc6c	0x78
0x21cce4	0x10c
0x21cdf0	0xc
0x21cdfc	0x8
0x21ce04	0xc0
0x21cec4	0x8
0x21cecc	0x88
0x21cf54	0x20
0x21cf74	0x5c
0x21cfd0	0x8
0x21cfd8	0x4
0x21cfdc	0x8
0x21cfe4	0x60
0x21d044	0x74
0x21d0b8	0x6c
0x21d124	0x6c
0x21d190	0x1c0
0x21d350	0x6dc
0x21da2c	0x90
0x21dabc	0x84
0x21db40	0x78
0x21dbb8	0x8
0x21dbc0	0x1c0
0x21dd80	0x1c4
0x21df44	0x1c0
0x21e104	0x4cc
0x21e5d0	0x68
0x21e638	0xb8
0x21e6f0	0xb8
0x21e7a8	0xb8
0x21e860	0xb8
0x21e918	0xb8
0x21e9d0	0x58
0x21ea28	0x144
0x21eb6c	0x1c0
0x21ed2c	0x82c
0x21f558	0x84
0x21f5dc	0xd4
0x21f6b0	0x1d4
0x21f884	0x21c
0x21faa0	0xe8
0x21fb88	0x80
0x21fc08	0x24
0x21fc2c	0x7c
0x21fca8	0x40
0x21fce8	0x5c
0x21fd44	0x598
0x2202dc	0x220
0x2204fc	0xf0
0x2205ec	0xc
0x2205f8	0x1c0
0x2207b8	0x4
0x2207bc	0x94
0x220850	0x1c0
0x220a10	0x8
0x220a18	0xb0
0x220ac8	0x1c
0x220ae4	0x82c
0x221310	0x84
0x221394	0x12c
0x2214c0	0x4d4
0x221994	0x48
0x2219dc	0x1c0
0x221b9c	0x7c
0x221c18	0x54
0x221c6c	0x6c
0x221cd8	0x24
0x221cfc	0x24
0x221d20	0x1c0
0x221ee0	0x4
0x221ee4	0x21c
0x222100	0xc
0x22210c	0x1ec
0x2222f8	0x54
0x22234c	0x54
0x2223a0	0xf8
0x222498	0x2a4
0x22273c	0x168
0x2228a4	0x14
0x2228b8	0x388
0x222c40	0x4c
0x222c8c	0x190
0x222e1c	0x18c
0x222fa8	0x1c0
0x223168	0x64
0x2231cc	0x2c
0x2231f8	0x78
0x223270	0x70
0x2232e0	0xb8
0x223398	0x2c
0x2233c4	0x28
0x2233ec	0xb4
0x2234a0	0xb4
0x223554	0x84
0x2235d8	0x1c0
0x223798	0x78
0x223810	0x88
0x223898	0x14
0x2238ac	0x64
0x223910	0x74
0x223984	0x4c
0x2239d0	0x18
0x2239e8	0xbc
0x223aa4	0x2b8
0x223d5c	0x5c
0x223db8	0x14
0x223dcc	0x80
0x223e4c	0x48
0x223e94	0xc
0x223ea0	0x8
0x223ea8	0x9c
0x223f44	0x134
0x224078	0x1ac
0x224224	0x244
0x224468	0xd4
0x2245e4	0x90
0x224674	0x60
0x2246d4	0x54
0x224728	0x48
0x224770	0x54
0x2247c4	0x54
0x224818	0x14
0x22482c	0x30
0x22485c	0x10
0x22486c	0x24
0x224890	0x24
0x2248b4	0x28
0x2248dc	0x30
0x224e78	0x78
0x224ef0	0x8
0x224ef8	0x40
0x224f38	0xc4
0x224ffc	0x24
0x225020	0x80
0x2253a4	0x8
0x225ddc	0xf8
0x225ed4	0x8
0x226240	0xbc
0x22645c	0x78
0x2264d4	0x28
0x2264fc	0x9c
0x226598	0xc0
0x226658	0x64
0x2266bc	0x64
0x226720	0xcc
0x2267ec	0x84
0x226870	0x60
0x2268d0	0xc4
0x226994	0x58
0x2269ec	0x8
0x2269f4	0xa0
0x226a94	0x15c
0x226bf0	0x154
0x226d44	0x1b4
0x226ef8	0x84
0x226f7c	0xf0
0x22706c	0xc
0x227078	0xc
0x227084	0x1b0
0x2274a0	0x12c
0x2275cc	0xe8
0x227a60	0x14
0x227a74	0xa4
0x227b18	0x98
0x227bb0	0x118
0x227cc8	0x14
0x227cdc	0x38
0x227d14	0x3c
0x228184	0x8
0x22818c	0x28
0x2281b4	0xbc
0x228270	0xbc
0x22832c	0xbc
0x2283e8	0x2c
0x228414	0x38
0x22844c	0x18
0x228890	0x154
0x228b6c	0xf0
0x228c5c	0x14
0x2290ec	0x4
0x2290f0	0x84
0x229174	0x4
0x229178	0x5c
0x2291d4	0x8
0x2299dc	0x54
0x229dac	0x84
0x229e30	0x84
0x229eb4	0x84
0x229f38	0xa0
0x229fd8	0x8c
0x22a064	0x88
0x22a0ec	0x84
0x22a170	0xcc
0x22a23c	0xd0
0x22a30c	0xd0
0x22a3dc	0xd0
0x22b62c	0x7c
0x22b6a8	0x8c
0x22b734	0x1a4
0x22b8d8	0x58
0x22b930	0x4c
0x22b97c	0x2c
0x22b9a8	0x38
0x22b9e0	0x38
0x22ca30	0x424
0x22ce54	0x14
0x22ce68	0x14
0x22ce7c	0x74
0x22cef0	0x84
0x22cf74	0x18
0x22cf8c	0x48
0x22cfd4	0x8
0x22cfdc	0x50
0x22d02c	0x84
0x22d0b0	0x60
0x22d110	0x15c
0x22d26c	0x9c
0x22d308	0x18
0x22d320	0x2c
0x22d34c	0x48
0x22d394	0xbc
0x22d450	0x84
0x22d4d4	0x60
0x22d534	0x244
0x22d778	0x234
0x22d9ac	0x5cc
0x22df78	0x4
0x22df7c	0x5c
0x22dfd8	0x8
0x22dfe0	0x2a4
0x22e284	0x1d0
0x22e454	0x254
0x22e6a8	0x270
0x22e918	0x1c4
0x22eadc	0x70
0x22eb4c	0x38
0x22eb84	0x14
0x22eb98	0x80
0x22ec18	0x34
0x22ec4c	0x34
0x22ec80	0x18
0x22ec98	0x48
0x22ece0	0x6c
0x22ed4c	0x3c
0x22ed88	0x3c
0x22edc4	0xa0
0x22ee64	0x38
0x22ee9c	0x38
0x22eed4	0x18
0x22eeec	0x48
0x22ef34	0x35c
0x22f290	0x54
0x22f2e4	0x3c
0x22f320	0xa4
0x22f3c4	0x38
0x22f3fc	0x38
0x22f434	0x1d4
0x22f608	0x50
0x22f658	0x8
0x22f660	0x68
0x22f6c8	0xb4
0x22f77c	0x48
0x22f7c4	0xc0
0x22f884	0x5c
0x22f8e0	0x8
0x22f8e8	0x84
0x22f96c	0x4
0x22f970	0x4
0x22f974	0x5c
0x22f9d0	0x8
0x22f9d8	0xcc
0x22faa4	0x130
0x22fbd4	0xa0
0x22fc74	0x90
0x22fd04	0xbc
0x22fdc0	0xc8
0x22fe88	0x208
0x230090	0x16c
0x2301fc	0x58
0x230254	0xb0
0x230304	0x48
0x23034c	0xa0
0x2303ec	0x5c
0x230448	0x58
0x2304a0	0x1c
0x2304bc	0x4
0x2304c0	0x8
0x2304c8	0xfc
0x2305c4	0x68
0x23062c	0x144
0x230770	0x68
0x2307d8	0x20c
0x2309e4	0x38
0x230a1c	0x78
0x230a94	0x38
0x230acc	0x50
0x230b1c	0x38
0x230b54	0x60
0x230bb4	0x78
0x230c2c	0x80
0x230cac	0x32c
0x230fd8	0x58
0x231030	0x68
0x231098	0x68
0x231100	0x9c
0x23119c	0x60
0x2311fc	0x78
0x231274	0x5c
0x2312d0	0x31c
0x2315ec	0x58
0x231644	0x18
0x23165c	0x318
0x231974	0x38
0x2319ac	0xbc
0x231a68	0x38
0x231aa0	0x9c
0x231b3c	0x48
0x231b84	0xc8
0x231c4c	0x38
0x231c84	0x68
0x231cec	0x1c
0x231d08	0x8
0x231d10	0x8
0x231d18	0x50
0x231d68	0x44
0x231dac	0x50
0x231dfc	0x108
0x231f04	0x6c
0x231f70	0x6c
0x231fdc	0x70
0x23204c	0x64
0x2320b0	0x58
0x232108	0x6c
0x232174	0x78
0x2321ec	0xc0
0x2322ac	0x38
0x2322e4	0x50
0x232334	0x48
0x23237c	0x88
0x232404	0x38
0x23243c	0x50
0x23248c	0x58
0x2324e4	0x84
0x232568	0x48
0x2325b0	0x50
0x232600	0x44
0x232644	0x50
0x232694	0x48
0x2326dc	0x50
0x23272c	0x50
0x23277c	0x68
0x2327e4	0x8
0x2327ec	0xa4
0x232890	0x70
0x232900	0x34
0x232934	0x8
0x23293c	0x9c
0x2329d8	0x70
0x232a48	0x34
0x232a7c	0x8
0x232a84	0xa4
0x232b28	0x58
0x232b80	0x108
0x232c88	0x4c
0x232cd4	0x20
0x232cf4	0x8
0x232cfc	0x70
0x232d6c	0xa0
0x232e0c	0x5c
0x232e68	0x8
0x232e70	0xa8
0x232f18	0xac
0x232fc4	0x64
0x233028	0x6a8
0x2336d0	0x374
0x233a44	0x2d4
0x233d18	0x60
0x233d78	0xd4
0x233e4c	0x16c
0x233fb8	0x274
0x23422c	0xec
0x234318	0x5c
0x234374	0x8
0x23437c	0x84
0x234400	0x40
0x234440	0x24c
0x23468c	0x14
0x2346a0	0x18c
0x23482c	0x40
0x23486c	0x6a0
0x234f0c	0x40
0x234f4c	0x84
0x234fd0	0x40
0x235010	0x84
0x235094	0x5c
0x2350f0	0x8
0x2350f8	0x5c
0x235154	0x8
0x23515c	0x7a0
0x2358fc	0xb8
0x2359b4	0x76c
0x236120	0x2c4
0x2363e4	0x2ec
0x2366d0	0x84
0x236754	0x84
0x2367d8	0x84
0x23685c	0x1cc
0x236a28	0x694
0x2370bc	0x230
0x2372ec	0x304
0x2375f0	0x4880
0x23be70	0x14c
0x23bfbc	0x28c
0x23c248	0x9c
0x23c2e4	0x170
0x23c454	0x62c
0x23ca80	0x20c
0x23cc8c	0xf8
0x23cd84	0x458
0x23d1dc	0x4a8
0x23d684	0x408
0x23da8c	0x4
0x23da90	0x2a4
0x23dd34	0x614
0x23e348	0x3f0
0x23e738	0x1f0
0x23e928	0x184
0x23eaac	0x2b0
0x23ed5c	0x8
0x23ed64	0x10
0x23ed74	0x4a4
0x23f218	0x2f0
0x23f508	0x8
0x23f510	0x8
0x23f518	0x40c
0x23f924	0x798
0x2400bc	0x354
0x240410	0x2ac
0x2406bc	0x484
0x240b40	0x4
0x240b44	0x5c
0x240ba0	0x8
0x240ba8	0x270
0x240e18	0xcc
0x240ee4	0x358
0x24123c	0x638
0x241874	0x628
0x241e9c	0x770
0x24260c	0x434
0x242a40	0x448
0x242e88	0x380
0x243208	0x290
0x243498	0xd4
0x24356c	0x2b8
0x243824	0x2d4
0x243af8	0x53c
0x244034	0x254
0x244288	0x2f4
0x24457c	0x130
0x2446ac	0x55c
0x244c08	0xa1c
0x245624	0x24c
0x245870	0x364
0x245bd4	0x6e8
0x2462bc	0x6f4
0x2469b0	0x84
0x246a34	0x31c
0x246d50	0x30c
0x24705c	0x750
0x2477ac	0x54
0x247800	0x59c
0x247d9c	0x3e0
0x24817c	0x1ac
0x248328	0xf0
0x248418	0x414
0x24882c	0x5d4
0x248e00	0x3b4
0x2491b4	0x60
0x249214	0x46c
0x249680	0x5ac
0x249c2c	0x60
0x249c8c	0x1c4
0x249e50	0x110
0x249f60	0x194
0x24a0f4	0x9c
0x24a190	0x3f4
0x24a584	0x22c
0x24a7b0	0x110
0x24a8c0	0x44c
0x24ad0c	0x6cc
0x24b3d8	0x310
0x24b6e8	0x358
0x24ba40	0x90
0x24bad0	0x98
0x24bb68	0x78
0x24bbe0	0x7e4
0x24c3c4	0x2bc
0x24c680	0x54
0x24c6d4	0x1d8
0x24c8ac	0x588
0x24ce34	0x54
0x24ce88	0x404
0x24d28c	0x264
0x24d4f0	0xb00
0x24dff0	0x18c
0x24e17c	0x118
0x24e294	0x41c
0x24e6b0	0x124
0x24e7d4	0x11ac
0x24f980	0x398
0x24fd18	0x350
0x250068	0xd4
0x25013c	0x210
0x25034c	0x23c
0x250588	0x360
0x2508e8	0x334
0x250c1c	0x2ac
0x250ec8	0x118
0x250fe0	0x90
0x251070	0x140
0x2511b0	0x98
0x251248	0x60
0x2512a8	0x60
0x251308	0x60
0x251368	0x60
0x2513c8	0x60
0x251428	0x60
0x251488	0x7c
0x251504	0x6c
0x251570	0x60
0x2515d0	0x60
0x251630	0x2c
0x25165c	0x64
0x2516c0	0x64
0x251724	0xa0
0x2518f0	0x4
0x2518f4	0xc8
0x2519bc	0xa0
0x251a5c	0x7c
0x251ad8	0x354
0x251e2c	0x14
0x251e40	0xa8
0x251ee8	0x98
0x251f80	0x98
0x252018	0xd8
0x2520f0	0x2c
0x25211c	0x64
0x252180	0x64
0x2521e4	0x64
0x252248	0x64
0x2522ac	0x64
0x252310	0x64
0x252374	0x2c
0x2523a0	0x64
0x252404	0x64
0x252468	0xb0
0x252518	0x78
0x252590	0x78
0x252608	0x11c
0x252724	0x3c
0x252760	0x2c
0x25278c	0x2c
0x2527b8	0x100
0x2528b8	0x9c
0x252954	0x188
0x252adc	0xf8
0x252bd4	0x14
0x252d7c	0x14
0x252d90	0x120
0x252eb0	0x14
0x252ec4	0xf8
0x252fbc	0x14
0x252fd0	0xf0
0x2530c0	0x14
0x2530d4	0xf0
0x2531c4	0x14
0x2531d8	0x130
0x253308	0x14
0x25331c	0x8c
0x2533a8	0x2c
0x2533d4	0x2c
0x253400	0xc0
0x2534c0	0x254
0x253714	0x30c
0x253a20	0x70
0x253a90	0x48
0x253ad8	0x8
0x253ae0	0x54
0x253b34	0x30
0x253b64	0x44
0x253ba8	0x88
0x253c30	0x30
0x253c60	0x6c
0x253ccc	0x60
0x253d2c	0x1dc
0x253f08	0x70
0x253f78	0x48
0x253fc0	0x8
0x253fc8	0x54
0x25401c	0x30
0x25404c	0x44
0x254090	0x88
0x254118	0x30
0x254148	0x6c
0x2541b4	0x60
0x254214	0x1dc
0x2543f0	0x1fc
0x2545ec	0x124
0x254710	0x25c
0x25496c	0x30
0x25499c	0x30
0x2549cc	0x78
0x254a44	0x88
0x254acc	0x60
0x254b2c	0x6c
0x254b98	0x48
0x254be0	0xf4
0x254cd4	0x10
0x254ce4	0x14
0x254cf8	0x10
0x254d08	0xc8
0x254dd0	0x88
0x254e58	0xe4
0x254f3c	0x10
0x254f4c	0x20
0x254f6c	0x8
0x254f74	0x10
0x254f84	0x94
0x255018	0xd8
0x2550f0	0xc4
0x2551b4	0xd0
0x255284	0x64
0x2552e8	0x980
0x255c68	0xbc
0x255d24	0x5c
0x255d80	0x58
0x255dd8	0x8
0x255de0	0x64
0x255e44	0x60
0x255ea4	0x4c
0x255ef0	0x11c
0x25600c	0x8
0x256014	0x580
0x256594	0x10
0x2565a4	0x8
0x2565ac	0x638
0x256be4	0x630
0x257214	0xd54
0x257f68	0xd4
0x25803c	0x160
0x25819c	0x160
0x2582fc	0x4f8
0x2587f4	0xd0
0x2588c4	0x1a0
0x258a64	0x3c
0x258aa0	0x478
0x258f18	0x360
0x259278	0x288
0x259500	0x444
0x259944	0x54
0x259998	0x60
0x2599f8	0xac
0x259aa4	0xc8
0x259be4	0xb8
0x259c9c	0x24
0x259cc0	0x24
0x259ce4	0x60
0x259d44	0x8
0x259d4c	0x60
0x259dac	0x14
0x259dc0	0x64
0x259e24	0xcc
0x259ef0	0x64
0x259f54	0x124
0x25a078	0x28
0x25a0a0	0xd4
0x25a174	0x74
0x25a1e8	0x64
0x25a24c	0x140
0x25a38c	0x78
0x25a404	0x108
0x25a50c	0x2bc
0x25a7c8	0x14
0x25a7dc	0x38
0x25a814	0x554
0x25ad68	0x35c
0x25b0c4	0x80
0x25b144	0x2c
0x25b170	0x2d4
0x25b444	0xfc
0x25b540	0x12c
0x25b66c	0x4
0x25b670	0x144
0x25b7b4	0x4
0x25b7b8	0x120
0x25b8d8	0x1dc
0x25bab4	0x60
0x25bb14	0x1c0
0x25bcd4	0xf8
0x25bdcc	0x24c
0x25c018	0x64
0x25c07c	0x98
0x25c114	0x50
0x25c164	0x20
0x25c184	0x34
0x25c1b8	0x4c
0x25c204	0xb0
0x25c2b4	0x50
0x25c304	0x68
0x25c36c	0x48
0x25c3b4	0x38
0x25c3ec	0xf8
0x25c4e4	0x14c
0x25c630	0x84
0x25c6b4	0xa4
0x25c758	0x170
0x25c8c8	0x100
0x25c9c8	0x124
0x25caec	0x94
0x25cb80	0x1c4
0x25cd44	0x218
0x25cf5c	0x1e8
0x25d144	0x12c
0x25d270	0x1c0
0x25d430	0x27c
0x25d6ac	0x19c
0x25d848	0xe8
0x25d930	0x78
0x25d9a8	0x278
0x25dc20	0x9c
0x25dcbc	0x50
0x25dd0c	0x240
0x25df4c	0x1c0
0x25e10c	0x20
0x25e12c	0x20
0x25e14c	0x5c
0x25e1a8	0x54
0x25e1fc	0x104
0x25e300	0xa8
0x25e3a8	0x50
0x25e3f8	0x6c
0x25e464	0x104
0x25e568	0x7c
0x25e5e4	0x7c
0x25e660	0x50
0x25e6b0	0x98
0x25e748	0x80
0x25e7c8	0xbc
0x25e884	0xc4
0x25e948	0x24
0x25e96c	0x90
0x25e9fc	0x68
0x25ea64	0x26c
0x25ecd0	0x50
0x25ed20	0x4c
0x25ed6c	0x2c4
0x25f030	0x88
0x25f0b8	0x31c
0x25f3d4	0xa0
0x25f474	0x270
0x25f6e4	0x264
0x25f948	0xc8
0x25fa10	0x44
0x25fa54	0x224
0x25fc78	0x74
0x25fcec	0x54
0x25fd40	0x44
0x25fd84	0x24c
0x25ffd0	0x208
0x2601d8	0x17c
0x260354	0xd4
0x260428	0x130
0x260558	0x38
0x260590	0x2c0
0x260850	0xd0
0x260920	0x30
0x260950	0xbc
0x260a0c	0x390
0x260d9c	0x118
0x260eb4	0xb8
0x260f6c	0xe4
0x261050	0x1b8
0x261208	0x1d8
0x2613e0	0x218
0x2615f8	0x444
0x261a3c	0x544
0x261f80	0x32c
0x2622ac	0x24
0x2622d0	0xc4
0x262394	0x1d4
0x262568	0x100
0x262668	0x298
0x262900	0xec
0x2629ec	0x130
0x262b1c	0x5c
0x262b78	0x7c
0x262bf4	0x80
0x262c74	0xc8
0x262d3c	0x130
0x262e6c	0xd90
0x263bfc	0x7c
0x263c78	0x84
0x263cfc	0x8fc
0x2645f8	0x34
0x26462c	0x56c
0x264b98	0x78
0x264c10	0x80
0x264c90	0x184
0x264e14	0x30
0x264e44	0x5c0
0x265404	0x558
0x26595c	0xe8
0x265a44	0x1c0
0x265c04	0x28
0x265c2c	0x180
0x265dac	0x4
0x265db0	0x78
0x265e28	0x240
0x266068	0xd8
0x266140	0x248
0x266388	0x148
0x2664d0	0x27c
0x26674c	0x120
0x26686c	0x5e0
0x266e4c	0x164
0x266fb0	0x2e8
0x267298	0xb4
0x26734c	0x2dc
0x267628	0x280
0x2678a8	0x498
0x267d40	0x270
0x267fb0	0x24
0x267fd4	0x90
0x268064	0x74
0x2680d8	0x1c8
0x2682a0	0xe0
0x268380	0x24
0x2683a4	0x34
0x2683d8	0x14c
0x268524	0x8c
0x2685b0	0x84
0x268634	0x10
0x268644	0x158
0x26879c	0xbc
0x268858	0x5c
0x2688b4	0xc8
0x26897c	0x1b0
0x268b2c	0xe8
0x268c14	0x20
0x268c34	0x20
0x268c54	0x20
0x268c74	0x20
0x268c94	0x30
0x268cc4	0x74
0x268d38	0x9c
0x268dd4	0xc
0x268de0	0x44
0x268e24	0x12c
0x268f50	0xc4
0x269014	0x1bc
0x2691d0	0x340
0x269510	0xdc
0x2695ec	0x58
0x269644	0xb8
0x2696fc	0xd8
0x2697d4	0xdc
0x2698b0	0x8
0x2698b8	0x38
0x2698f0	0x8
0x2698f8	0x20
0x269918	0x50
0x269968	0x68
0x2699d0	0x48
0x269a18	0x48
0x269a60	0x8
0x269a68	0x8
0x269a70	0x50
0x269ac0	0x50
0x269b10	0x68
0x269b78	0x48
0x269bc0	0x48
0x269c08	0x8
0x269c10	0xc
0x269c1c	0x8
0x269c24	0x30
0x269c54	0x8
0x269c5c	0xa4
0x269d00	0x88
0x269d88	0x50
0x269dd8	0x7c
0x269e54	0x17c
0x269fd0	0x1b8
0x26a188	0xf8
0x26a280	0x40
0x26a2c0	0x140
0x26a400	0xa0
0x26a4a0	0x40
0x26a4e0	0x98
0x26a578	0x8
0x26a580	0x14
0x26a594	0x14
0x26a5a8	0x14
0x26a5bc	0x16c
0x26a728	0x58
0x26a780	0x88
0x26a808	0x20
0x26a828	0x5c
0x26a884	0x78
0x26a8fc	0x78
0x26a974	0xc8
0x26aa3c	0x14
0x26aa50	0x40
0x26aa90	0x10
0x26aaa0	0x10
0x26aab0	0x10
0x26aac0	0x54
0x26ab14	0xec
0x26ac00	0x7c
0x26ac7c	0x1c
0x26ac98	0xa4
0x26ad3c	0x84
0x26adc0	0x80
0x26ae40	0x1c
0x26ae5c	0x100
0x26af5c	0x48
0x26afa4	0x2c
0x26afd0	0x18
0x26afe8	0x30
0x26b018	0x30
0x26b048	0x198
0x26b210	0x88
0x26b298	0x40
0x26b2d8	0x124
0x26b3fc	0x48
0x26b444	0x68
0x26b5ac	0x60
0x26b60c	0xa0
0x26b6ac	0xc0
0x26b76c	0x34
0x26b7a0	0xf0
0x26b890	0x5c
0x26b8ec	0x3c
0x26b928	0xb4
0x26b9dc	0x48
0x26ba24	0x48
0x26ba6c	0x40
0x26baac	0x22c
0x26bcd8	0x6c
0x26bd44	0x94
0x26bdd8	0x30
0x26be08	0x60
0x26be68	0xc
0x26be74	0xe8
0x26bf5c	0x1e0
0x26c13c	0x60
0x26c19c	0x70
0x26c20c	0x118
0x26c324	0x168
0x26c48c	0x90
0x26c51c	0xe4
0x26c600	0x38
0x26c638	0x138
0x26c770	0x78
0x26c7e8	0x48
0x26c830	0x68
0x26c898	0x114
0x26c9ac	0xf0
0x26ca9c	0xf8
0x26cf0c	0x94
0x26cfa0	0x50
0x26cff0	0x68
0x26d058	0x2c8
0x26d320	0x2b4
0x26d5d4	0x260
0x26d834	0xdc
0x26d910	0xc
0x26d91c	0x90
0x26d9ac	0xf0
0x26da9c	0x8c
0x26db28	0x9c
0x26dbc4	0x188
0x26dd4c	0x300
0x26e04c	0x58
0x26e0a4	0x30
0x26e0d4	0x88
0x26e15c	0x7ac
0x26e908	0xc
0x26e914	0x54
0x26e968	0xbc
0x26ea24	0x4c
0x26ea70	0x1ac
0x26ec1c	0x68
0x26ec84	0x68
0x26ecec	0x70
0x26ed5c	0x60
0x26edbc	0x70
0x26ee2c	0x68
0x26ee94	0x68
0x26eefc	0x124
0x26f020	0x68
0x26f088	0x68
0x26f0f0	0x70
0x26f160	0x60
0x26f1c0	0x70
0x26f230	0x68
0x26f298	0x68
0x26f300	0x38
0x26f338	0x74
0x26f3ac	0x74
0x26f420	0x7c
0x26f49c	0x6c
0x26f508	0x7c
0x26f584	0x74
0x26f5f8	0x74
0x26f66c	0x44
0x26f6b0	0x74
0x26f724	0x74
0x26f798	0x7c
0x26f814	0x6c
0x26f880	0x7c
0x26f8fc	0x74
0x26f970	0x74
0x26f9e4	0x44
0x26fa28	0x5c
0x26fa84	0x5c
0x26fae0	0x64
0x26fb44	0x54
0x26fb98	0x64
0x26fbfc	0x5c
0x26fc58	0x5c
0x26fcb4	0x2c
0x26fce0	0x80
0x26fd60	0x80
0x26fde0	0x88
0x26fe68	0x78
0x26fee0	0x88
0x26ff68	0x80
0x26ffe8	0x80
0x270068	0x50
0x2700b8	0x80
0x270138	0x80
0x2701b8	0x88
0x270240	0x78
0x2702b8	0x88
0x270340	0x80
0x2703c0	0x80
0x270440	0x50
0x270490	0x8c
0x27051c	0x8c
0x2705a8	0x94
0x27063c	0x84
0x2706c0	0x94
0x270754	0x8c
0x2707e0	0x8c
0x27086c	0x5c
0x2708c8	0x8c
0x270954	0x8c
0x2709e0	0x94
0x270a74	0x84
0x270af8	0x94
0x270b8c	0x8c
0x270c18	0x8c
0x270ca4	0x5c
0x270d00	0x84
0x270d84	0x84
0x270e08	0x8c
0x270e94	0x7c
0x270f10	0x8c
0x270f9c	0x84
0x271020	0x84
0x2710a4	0x54
0x2710f8	0x84
0x27117c	0x84
0x271200	0x8c
0x27128c	0x7c
0x271308	0x8c
0x271394	0x84
0x271418	0x84
0x27149c	0x54
0x2714f0	0x90
0x271580	0x90
0x271610	0x98
0x2716a8	0x88
0x271730	0x98
0x2717c8	0x90
0x271858	0x90
0x2718e8	0x60
0x271948	0x90
0x2719d8	0x90
0x271a68	0x98
0x271b00	0x88
0x271b88	0x98
0x271c20	0x90
0x271cb0	0x90
0x271d40	0x60
0x271da0	0x84
0x271e24	0x84
0x271ea8	0x8c
0x271f34	0x7c
0x271fb0	0x8c
0x27203c	0x84
0x2720c0	0x84
0x272144	0x58
0x27219c	0x84
0x272220	0x84
0x2722a4	0x8c
0x272330	0x7c
0x2723ac	0x8c
0x272438	0x84
0x2724bc	0x84
0x272540	0x58
0x272598	0x90
0x272628	0x90
0x2726b8	0x98
0x272750	0x88
0x2727d8	0x98
0x272870	0x90
0x272900	0x90
0x272990	0x64
0x2729f4	0x90
0x272a84	0x90
0x272b14	0x98
0x272bac	0x88
0x272c34	0x98
0x272ccc	0x90
0x272d5c	0x90
0x272dec	0x64
0x272e50	0x78
0x272ec8	0x78
0x272f40	0x80
0x272fc0	0x70
0x273030	0x80
0x2730b0	0x78
0x273128	0x78
0x2731a0	0x4c
0x2731ec	0xa4
0x273290	0xa4
0x273334	0xa4
0x2733d8	0xa4
0x27347c	0xa4
0x273520	0xa4
0x2735c4	0xa4
0x273668	0xb0
0x273718	0xa4
0x2737bc	0xa4
0x273860	0xa4
0x273904	0xa4
0x2739a8	0xa4
0x273a4c	0xa4
0x273af0	0xa4
0x273b94	0xb0
0x273c44	0xbc
0x273d00	0xbc
0x273dbc	0xbc
0x273e78	0xbc
0x273f34	0xbc
0x273ff0	0xbc
0x2740ac	0xbc
0x274168	0xc8
0x274230	0xbc
0x2742ec	0xbc
0x2743a8	0xbc
0x274464	0xbc
0x274520	0xbc
0x2745dc	0xbc
0x274698	0xbc
0x274754	0xc8
0x27481c	0x94
0x2748b0	0x94
0x274944	0x94
0x2749d8	0x94
0x274a6c	0x94
0x274b00	0x94
0x274b94	0x94
0x274c28	0x8c
0x274cb4	0x94
0x274d48	0x94
0x274ddc	0x94
0x274e70	0x94
0x274f04	0x94
0x274f98	0x94
0x27502c	0x94
0x2750c0	0x8c
0x27514c	0xa0
0x2751ec	0xa0
0x27528c	0xa0
0x27532c	0xa0
0x2753cc	0xa0
0x27546c	0xa0
0x27550c	0xa0
0x2755ac	0x98
0x275644	0xa0
0x2756e4	0xa0
0x275784	0xa0
0x275824	0xa0
0x2758c4	0xa0
0x275964	0xa0
0x275a04	0xa0
