# MANUALLY MANAGED - reviewed rows; hand-owned after admission.
# Every verified function span in the pinned PEF code section; names
# come from source MAC_ADDRESS claims, the runtime maps and glue map.
# exe: Heroes PEF sha256=650be8880cfda81ffa7704ce3bcdb9c5a6528f67afdf77c0c0c63e8259250d86 size=3418835
# Offsets are relative to PEF code section 0; lowercase 0x hex.
offset	size
0xe9f60	0xe8
0xea048	0xe4
0xea12c	0xe8
0xea214	0x60
0xea274	0xe4
0xea358	0xe8
0xea440	0xe4
0xea524	0xe8
0xea60c	0x3c
0xea648	0x12c
0xea774	0x60
0xea7d4	0x108
0xea8dc	0x8c
0xeab04	0x60
0xeac6c	0x14
0xeac80	0x118
0xead98	0x14
0xeadac	0x2ec
0xeb098	0x14
0xeb0ac	0xf8
0xeb1a4	0xd8
0xeb27c	0x28
0xeb640	0x14
0xeb654	0x208
0xeb85c	0x454
0xebcb0	0x14
0xebcc4	0x120
0xebde4	0xf0
0xebed4	0x278
0xec4b4	0x14
0xec4c8	0x270
0xec738	0xd8
0xecbac	0x14
0xecbc0	0x240
0xece00	0x740
0xed540	0x14
0xed554	0x9c
0xed5f0	0x240
0xed830	0x710
0xedf40	0x14
0xedf54	0x108
0xee05c	0x14
0xee070	0x88
0xee2f0	0x14
0xee304	0xb8
0xee3bc	0xd8
0xee834	0x14
0xee848	0x100
0xee948	0x14
0xee95c	0x70
0xee9cc	0x70
0xeea3c	0x70
0xeeaac	0x38
0xeeae4	0x3c
0xeeb20	0x38
0xeeb58	0x38
0xeeb90	0x78
0xeec08	0x70
0xeec78	0x220
0xeee98	0x84
0xeef1c	0x84
0xeefa0	0x108
0xef0a8	0x2bc
0xef364	0xf0
0xef454	0x338
0xef78c	0x14
0xef7a0	0xdc
0xef87c	0x160
0xef9dc	0x380
0xefd5c	0x1b0
0xeff0c	0x50
0xf09d0	0x64
0xf0a34	0x64
0xf0a98	0x19c
0xf0c34	0x70
0xf0ca4	0x3c
0xf0ce0	0x1e8
0xf0ec8	0x30
0xf0ef8	0x74
0xf0f6c	0x38
0xf0fa4	0x590
0xf1534	0xb4
0xf15e8	0x58
0xf1640	0x2c0
0xf1900	0x1c0
0xf1ac0	0x1ec
0xf1cac	0xec
0xf1d98	0x1c
0xf1db4	0x294
0xf2048	0x1cc
0xf2214	0x30
0xf2244	0x60
0xf22a4	0x3c
0xf22e0	0x194
0xf2474	0x170
0xf25e4	0x104
0xf26e8	0x194
0xf287c	0xac
0xf2928	0x18c
0xf2ab4	0xa04
0xf34b8	0x974
0xf3e2c	0x1b8
0xf3fe4	0x568
0xf454c	0x528
0xf4a74	0x84
0xf4af8	0xc8
0xf4bc0	0x5c
0xf4c1c	0x68
0xf4c84	0x6c
0xf4cf0	0x50
0xf4d40	0x54
0xf4d94	0x68
0xf4dfc	0xc4
0xf4ec0	0x8c
0xf4f4c	0xa0
0xf4fec	0x1c
0xf5008	0xb4
0xf50bc	0x214
0xf52d0	0x298
0xf5568	0xb4
0xf561c	0x9c
0xf56b8	0x240
0xf58f8	0xd0
0xf59c8	0x124
0xf5aec	0x104
0xf5bf0	0x14c
0xf5d3c	0x554
0xf6290	0xb8
0xf6348	0x48
0xf6390	0xd0
0xf6460	0x220
0xf6680	0x20
0xf66a0	0x50
0xf66f0	0x3d0
0xf6ac0	0x664
0xf7124	0xc8
0xf71ec	0x124
0xf7310	0x50
0xf7360	0x38
0xf7398	0x13c
0xf74d4	0x7c
0xf7550	0x15c
0xf76ac	0x7b8
0xf7e64	0x42c
0xf8290	0x38
0xf82c8	0x94
0xf835c	0x90
0xf83ec	0xc8
0xf84b4	0x184
0xf8638	0xb4
0xf86ec	0x1e0
0xf88cc	0x5dc
0xf8ea8	0x5d4
0xf947c	0x208
0xf9684	0x2c
0xf96b0	0xf40
0xfa5f0	0x78b4
0x101ea4	0xfc
0x101fa0	0x110
0x1020b0	0x5c
0x10210c	0x224
0x102330	0x27c
0x1025ac	0x918
0x102ec4	0x98
0x102f5c	0x4c
0x102fa8	0x38
0x102fe0	0x38
0x103018	0x20
0x103038	0x198
0x1031d0	0x308
0x1034d8	0x124
0x1035fc	0x258
0x103854	0x200
0x103a54	0xb0
0x103b04	0xd4
0x103bd8	0x9c
0x103c74	0x134
0x103da8	0x2f0
0x104098	0x18c
0x104224	0x128
0x10434c	0x300
0x10464c	0x2b8
0x104904	0x84
0x104988	0x280
0x104c08	0x138
0x104d40	0x11c
0x104e5c	0x114
0x104f70	0x90
0x105000	0xa8
0x1050a8	0xf8
0x1051a0	0x124
0x1052c4	0x128
0x1053ec	0x128
0x105514	0x98
0x1055ac	0x98
0x105644	0x8c
0x1056d0	0x98
0x105768	0x98
0x105800	0x98
0x105898	0x348
0x105be0	0x38
0x105c18	0x94
0x105cac	0x1b0
0x105e5c	0x1b0
0x10600c	0x84
0x106090	0xf8
0x106188	0x94
0x10621c	0xec
0x106308	0x70
0x106378	0x60
0x1063d8	0x28
0x106400	0x1c
0x10641c	0xec
0x106508	0x10c
0x106614	0xd0
0x1066e4	0x38
0x10671c	0xd0
0x1067ec	0x15c
0x106948	0x88
0x1069d0	0x50
0x106a20	0x9c
0x106abc	0xdc
0x106b98	0x140
0x106cd8	0x8
0x106ce0	0x54
0x106d34	0x138
0x106e6c	0x12c
0x106f98	0x108
0x1070a0	0x3b0
0x107450	0x34
0x107484	0x34
0x1074b8	0x68
0x107520	0x60
0x107580	0x278
0x1077f8	0xd4
0x1078cc	0xd4
0x1079a0	0xd4
0x107a74	0x134
0x107ba8	0x30
0x107bd8	0x54
0x107c2c	0xc
0x107c38	0x1d8
0x107e10	0x30
0x107e40	0x16c
0x107fac	0x30
0x107fdc	0x30
0x10800c	0x1c0
0x1081cc	0x2c
0x1081f8	0x40
0x108238	0x44
0x10827c	0x1c0
0x10843c	0xe20
0x10925c	0xb4
0x109310	0x48
0x109358	0xb0
0x109408	0x734
0x109b3c	0x260
0x109d9c	0x11c
0x109eb8	0x210
0x10a0c8	0x32c
0x10a3f4	0xb4
0x10a4a8	0x1c0
0x10a668	0xe4
0x10a74c	0x40
0x10a78c	0x48
0x10a7d4	0xa4
0x10a878	0x4
0x10a87c	0x8
0x10a884	0x38
0x10a8bc	0xc4
0x10a980	0x5b8
0x10af38	0x78
0x10afb0	0x20
0x10afd0	0x54
0x10b024	0x60
0x10b084	0x684
0x10b708	0x44
0x10b74c	0xd4
0x10b820	0x474
0x10bc94	0xe8
0x10bd7c	0x300
0x10c07c	0x60
0x10c0dc	0x34
0x10c110	0x40
0x10c150	0x40
0x10c190	0x90
0x10c220	0x8
0x10c228	0x8
0x10c230	0x1c0
0x10c3f0	0xa8
0x10c498	0x7c
0x10c514	0x33c
0x10c850	0x8
0x10c858	0xc
0x10c864	0xc
0x10c870	0x4
0x10c874	0x6ec
0x10cf60	0x50
0x10cfb0	0x10
0x10cfc0	0x60
0x10d020	0x54
0x10d074	0x5c
0x10d0d0	0x210
0x10d2e0	0x190
0x10d470	0x1c0
0x10d630	0x88
0x10d6b8	0xdc
0x10d794	0x94
0x10d828	0xc4
0x10d8ec	0xc4
0x10d9b0	0x28
0x10d9d8	0x1c0
0x10db98	0x2c8
0x10de60	0x208
0x10e068	0x7c
0x10e0e4	0x28
0x10e10c	0x78
0x10e184	0x24
0x10e1a8	0x8
0x10e1b0	0x38
0x10e1e8	0x15c
0x10e344	0x154
0x10e498	0x80
0x10e518	0x44
0x10e55c	0xc
0x10e568	0xe8
0x10e650	0x1c0
0x10e810	0x40
0x10e850	0xb8
0x10e908	0x90
0x10e998	0xd8
0x10ea70	0x80
0x10eaf0	0x1e0
0x10ecd0	0x1ac
0x10ee7c	0x248
0x10f0c4	0x30
0x10f0f4	0x158
0x10f24c	0x208
0x10f454	0x430
0x10f884	0xdc
0x10f960	0x19c
0x10fafc	0x1a4
0x10fca0	0xc8
0x10fd68	0x12b8
0x111020	0x8
0x111028	0x264
0x11128c	0x490
0x11171c	0xec
0x111808	0x58
0x111860	0x25c
0x111abc	0x60
0x111b1c	0x84
0x111ba0	0xc4
0x111c64	0xd4
0x111d38	0x184
0x111ebc	0x6c
0x111f28	0x4dc
0x112404	0x25c
0x112660	0x20
0x112680	0x36c
0x1129ec	0x3e8
0x112dd4	0x294
0x113068	0xc4
0x11312c	0xdc
0x113208	0x154c
0x114754	0x1d0
0x114924	0x3b8
0x114cdc	0x380
0x11505c	0xe0
0x11513c	0x1dc
0x115318	0x130
0x115448	0x1c4
0x11560c	0x88
0x115694	0x458
0x115aec	0xd0
0x115bbc	0x78
0x115c34	0x2a8
0x115edc	0x8c
0x115f68	0x4
0x115f6c	0x484
0x1163f0	0xcc
0x1164bc	0x2c4
0x116780	0x20
0x1167a0	0xa80
0x117220	0xa8c
0x117cac	0xec
0x117d98	0x6c
0x117e04	0x64
0x117e68	0x48
0x117eb0	0x8
0x117eb8	0x58
0x117f10	0x224
0x118134	0xac
0x1181e0	0x12f8
0x1194d8	0x254
0x11972c	0x38
0x119764	0x38
0x11979c	0x6c
0x119808	0x1ac
0x1199b4	0x1c0
0x119b74	0x1280
0x11adf4	0x68
0x11ae5c	0x57c
0x11b3d8	0x1c0
0x11b598	0x5c
0x11b5f4	0x8c
0x11b680	0x70
0x11b6f0	0x148
0x11b838	0x1c
0x11b854	0x7c
0x11b8d0	0x5c
0x11b92c	0x8
0x11b934	0x7c
0x11b9b0	0x50
0x11ba00	0x174
0x11bb74	0x80
0x11bbf4	0x174
0x11bd68	0x9c
0x11be04	0x38
0x11be3c	0x64
0x11bea0	0x180
0x11c020	0x480
0x11c4a0	0x14
0x11c4b4	0x1c0
0x11c674	0x550
0x11cbc4	0xb4
0x11cc78	0x58
0x11ccd0	0x574
0x11d244	0x1c0
0x11d404	0x130
0x11d534	0xbc
0x11d5f0	0x284
0x11d874	0xc4
0x11d938	0x1e4
0x11db1c	0xbc
0x11dbd8	0x1f0
0x11ddc8	0x148
0x11df10	0xbc
0x11dfcc	0xc0
0x11e08c	0xb0
0x11e13c	0xc0
0x11e1fc	0x20
0x11e21c	0x130
0x11e34c	0x98
0x11e3e4	0x70
0x11e454	0xc0
0x11e514	0xe4
0x11e5f8	0xb4
0x11e6ac	0x14c
0x11e7f8	0x88
0x11e880	0x19c
0x11ea1c	0x40
0x11ea5c	0x4
0x11ea60	0x5c
0x11eabc	0x8
0x11eac4	0x84
0x11eb48	0x8
0x11eb50	0x5c
0x11ebac	0x8
0x11ebb4	0x5c
0x11ec10	0x8
0x11ec18	0x5c
0x11ec74	0x8
0x11ec7c	0x5c
0x11ecd8	0x8
0x11ece0	0x5c
0x11ed3c	0x8
0x11ed44	0x5c
0x11eda0	0x8
0x11eda8	0x5c
0x11ee04	0x8
0x11ee0c	0x84
0x11ee90	0x5c
0x11eeec	0x8
0x11eef4	0x5c
0x11ef50	0x8
0x11ef58	0x22c
0x11f184	0xa0
0x11f224	0x68
0x11f28c	0xc8
0x11f354	0x80
0x11f3d4	0x8
0x11f3dc	0x1f0
0x11f5cc	0xb0
0x11f67c	0x11c
0x11f798	0x9c
0x11f834	0x114
0x11f948	0x274
0x11fbbc	0x164
0x11fd20	0x394
0x1200b4	0x334
0x1203e8	0x2d8
0x1206c0	0x354
0x120a14	0x84
0x120a98	0x20
0x120ab8	0x80
0x120b38	0x114
0x120c4c	0x148
0x120d94	0xdc
0x120e70	0xa4
0x120f14	0x180
0x121094	0xc4
0x121158	0x90
0x1211e8	0xc4
0x1212ac	0xa0
0x12134c	0x118
0x121464	0x58
0x1214bc	0x168
0x121624	0x17c
0x1217a0	0x6c
0x12180c	0x6c
0x121878	0x570
0x121de8	0x180
0x121f68	0xb4
0x12201c	0x14
0x122030	0x5c
0x12208c	0x58
0x1220e4	0x14
0x1220f8	0xc4
0x1221bc	0x4b0
0x12266c	0xb4
0x122720	0x49c
0x122bbc	0x3b0
0x122f6c	0x318
0x123284	0x5c
0x1232e0	0x8
0x1232e8	0x264
0x12354c	0xa4
0x1235f0	0x154
0x123744	0x2e0
0x123a24	0xec
0x123b10	0x3dc
0x123eec	0x58
0x123f44	0xc4
0x124008	0xc4
0x1240cc	0xd8
0x1241a4	0xd4
0x124278	0x700
0x124978	0x5c
0x1249d4	0x58
0x124a2c	0x58
0x124a84	0x998
0x12541c	0x1d4
0x1255f0	0xe8
0x1256d8	0xe4
0x1257bc	0x74
0x125830	0x134
0x125964	0x110
0x125a74	0x104
0x125b78	0x280
0x125df8	0xc4
0x125ebc	0x3ac
0x126268	0x108
0x126370	0x108
0x126478	0x528
0x1269a0	0x3a0
0x126d40	0x380
0x1270c0	0x1b8
0x127278	0x440
0x1276b8	0x138
0x1277f0	0x2a8
0x127a98	0x1a0
0x127c38	0x14
0x127c4c	0x320
0x127f6c	0x48c
0x1283f8	0x8
0x128400	0x8
0x128408	0x104
0x12850c	0x1fc
0x128708	0x5c
0x128764	0x70
0x1287d4	0x88
0x12885c	0xb4
0x128910	0x58
0x128968	0x60
0x1289c8	0x14
0x1289dc	0x50
0x128a2c	0x158
0x128b84	0x64
0x128be8	0x1c4
0x128dac	0xc
0x128db8	0x6c
0x128e24	0x78
0x128e9c	0x60
0x128efc	0x108
0x129004	0x2bc
0x1292c0	0x14
0x1292d4	0x98
0x12936c	0xbc
0x129558	0xc0
0x129618	0xf8
0x129710	0xa4
0x129860	0x270
0x129ad0	0x8
0x129ad8	0x4
0x129adc	0x8
0x129ae4	0x4
0x129ae8	0x8
0x129af0	0x4
0x129af4	0x124
0x129c18	0xc8
0x129ce0	0x9c
0x129d7c	0xa0
0x129e1c	0x9c
0x129eb8	0x9c
0x12a044	0x9c
0x12a0e0	0xa8
0x12a188	0xb0
0x12a238	0xb0
0x12a394	0x144
0x12a590	0x130
0x12a6c0	0x98
0x12a758	0x128
0x12a880	0x98
0x12a918	0x64
0x12a97c	0x38
0x12a9b4	0x64
0x12aa18	0x64
0x12aa7c	0x70
0x12aaec	0x64
0x12ab50	0x70
0x12abc0	0x64
0x12ac24	0xb4
0x12acd8	0x64
0x12ad3c	0x3c
0x12ad78	0x64
0x12addc	0x3c
0x12ae18	0x64
0x12ae7c	0x70
0x12aeec	0x64
0x12af50	0x74
0x12afc4	0x64
0x12b028	0x38
0x12b060	0x64
0x12b0c4	0x64
0x12b128	0xe4
0x12b20c	0xe8
0x12b2f4	0x38
0x12b32c	0x94
0x12b3c0	0x8c
0x12b44c	0x150
0x12b59c	0x304
0x12b8a0	0x14
0x12b8b4	0x108
0x12b9bc	0x2bc
0x12bc78	0xf8
0x12bd70	0xbc
0x12c198	0x1c0
0x12c358	0x3e0
0x12c738	0x148
0x12cfa4	0x14
0x12d138	0x130
0x12d7dc	0x14
0x12d938	0x13c
0x12da74	0x20c
0x12dfec	0x14
0x12e108	0x1d8
0x12e2e0	0x440
0x12e720	0x14
0x12e734	0x120
0x12e854	0x178
0x12e9cc	0x314
0x12ece0	0x14
0x12ecf4	0xf8
0x12edec	0xf0
0x12eedc	0xa4
0x12f594	0x14
0x12f5a8	0x12c
0x12fc00	0x14
0x12fd54	0x108
0x12fe5c	0x14
0x12fe70	0x108
0x12ff78	0x14
0x130094	0x14
0x1301b8	0x184
0x13033c	0xf4
0x130430	0x17c
0x1305ac	0xf0
0x13069c	0x14
0x1306b0	0x3c
0x1306ec	0x38
0x130724	0x19c
0x1308c0	0x1b4
0x130a74	0x1f4
0x130c68	0x8c
0x130cf4	0x6c
0x130d60	0x100
0x130e60	0x21c
0x13107c	0xc8
0x131144	0x3c
0x131180	0x3c
0x1311bc	0x10c
0x1312c8	0xb4
0x13137c	0x114
0x131490	0x24
0x1314b4	0x6c
0x131520	0x70
0x131590	0x60
0x1315f0	0xcc
0x1316bc	0x4c
0x131708	0x1c0
0x1318c8	0x1c0
0x131a88	0x37c
0x131e04	0x194
0x131f98	0x1c0
0x132158	0xc4
0x13221c	0x184
0x1323a0	0x3bc
0x13275c	0x94
0x1327f0	0x278
0x132a68	0x820
0x133288	0x1c0
0x133448	0x290c
0x135d54	0x3d4
0x136128	0x188
0x1362b0	0x74
0x136324	0xc0
0x1363e4	0x8cc
0x136cb0	0x1cc
0x136e7c	0x90
0x136f0c	0x84
0x136f90	0x84
0x137014	0xe8
0x1370fc	0xd90
0x137e8c	0x44
0x137ed0	0x1e48
0x139d18	0x84
0x139d9c	0x5c
0x139df8	0x8
0x139e00	0xe4
0x139ee4	0xa0
0x139f84	0x94
0x13a018	0xc18
0x13ac30	0x74
0x13aca4	0x690
0x13b334	0xa0
0x13b3d4	0x64
0x13b438	0xf8
0x13b530	0x14
0x13b544	0x38
0x13b57c	0x1c0
0x13b73c	0x40
0x13b77c	0x68
0x13b7e4	0x88
0x13b86c	0x84
0x13b8f0	0x120
0x13ba10	0x68
0x13ba78	0x48
0x13bac0	0x60
0x13bb20	0xa0
0x13bbc0	0xe0
0x13bca0	0x160
0x13be00	0x8
0x13be08	0x274
0x13c07c	0x170
0x13c1ec	0x40
0x13c22c	0x68
0x13c294	0x124
0x13c3b8	0x68
0x13c420	0x48
0x13c468	0x60
0x13c4c8	0x8
0x13c4d0	0x2c4
0x13c794	0x1c8
0x13c95c	0x248
0x13cba4	0x1c0
0x13cd64	0xe8
0x13ce4c	0x9c
0x13cee8	0xa8
0x13cf90	0x240
0x13d1d0	0x90
0x13d260	0x8c
0x13d2ec	0x68
0x13d354	0x40
0x13d394	0x1c0
0x13d554	0x64
0x13d5b8	0xc8
0x13d680	0x4
0x13d684	0x4
0x13d688	0x9c
0x13d724	0x64
0x13d788	0x7c
0x13d804	0xd4
0x13d8d8	0x1d0
0x13daa8	0x140
0x13dbe8	0xfc
0x13dce4	0x108
0x13ddec	0xac
0x13de98	0x24
0x13debc	0x1e0
0x13e09c	0xbc
0x13e158	0x7ac
0x13e904	0x178
0x13ea7c	0x9c
0x13eb18	0xe4
0x13ebfc	0x40
0x13ec3c	0x114
0x13ed50	0x324
0x13f074	0x160
0x13f1d4	0x80
0x13f254	0x118
0x13f36c	0x48
0x13f3b4	0x274
0x13f628	0xb0
0x13f6d8	0xac
0x13f784	0x158
0x13f8dc	0x368
0x13fc44	0x110
0x13fd54	0x2ec
0x140040	0x198
0x1401d8	0x3a4
0x14057c	0x374
0x1408f0	0x270
0x140b60	0xcc
0x140c2c	0x114
0x140d40	0x78
0x140db8	0x38
0x140df0	0x2c
0x140e1c	0x174
0x140f90	0x180
0x141110	0x144
0x141254	0x158
0x1413ac	0xb0
0x14145c	0x1fc
0x141658	0xd0
0x141728	0xd8
0x141800	0x100
0x141900	0x90
0x141990	0xa0
0x141a30	0x1c8
0x141bf8	0x1a0
0x141d98	0xb8
0x141e50	0xc4
0x141f14	0x7c
0x141f90	0x80
0x142010	0x1d8
0x1421e8	0x6c
0x142254	0x50
0x1422a4	0x20
0x1422c4	0x2d8
0x14259c	0x12c
0x1426c8	0x6c
0x142734	0x318
0x142a4c	0xc8
0x142b14	0x84
0x142b98	0xdc
0x142c74	0x164
0x142dd8	0x184
0x142f5c	0x28
0x142f84	0x28
0x142fac	0x34
0x142fe0	0x308
0x1432e8	0x2e8
0x1435d0	0x298
0x143868	0x23c
0x143aa4	0xb0
0x143b54	0x80
0x143bd4	0x20
0x143bf4	0xc4
0x143cb8	0x84
0x143d3c	0x184
0x143ec0	0x108
0x143fc8	0xd8
0x1440a0	0x64
0x144104	0xdc
0x1441e0	0x104
0x1442e4	0x14
0x1442f8	0x28
0x144320	0xa0
0x1443c0	0x144
0x144504	0x140
0x144644	0xd4
0x144718	0x2c
0x144744	0xd4
0x144818	0xfc
0x144914	0x8c
0x1449a0	0xb4
0x144a54	0xe8
0x144b3c	0x2c
0x144b68	0xf0
0x144c58	0x170
0x144dc8	0x98
0x144e60	0x1a0
0x145000	0x390
0x145390	0x500
0x145890	0xe0
0x145970	0xac
0x145a1c	0x124
0x145b40	0x20c
0x145d4c	0xc0
0x145e0c	0xb8
0x145ec4	0x140
0x146004	0x130
0x146134	0xa58
0x146b8c	0x2f4
0x146e80	0xf4
0x146f74	0xd4
0x147048	0x34
0x14707c	0x1c0
0x14723c	0x40
0x14727c	0x548
0x1477c4	0x10c
0x1478d0	0xfc
0x1479cc	0xec
0x147ab8	0x70
0x147b28	0x1e0
0x147d08	0x178
0x147e80	0xf0
0x147f70	0x148
0x1480b8	0x190
0x148248	0x240
0x148488	0x574
0x1489fc	0x428
0x148e24	0x1c0
0x148fe4	0x54
0x149038	0xfc0
0x149ff8	0xc8
0x14a0c0	0x134
0x14a1f4	0x4c
0x14a240	0x40
0x14a280	0x3e0
0x14a660	0x1c0
0x14a820	0xc04
0x14b424	0xac
0x14b4d0	0x2c
0x14b4fc	0x1c0
0x14b6bc	0x514
0x14bbd0	0x60
0x14bc30	0x2c
0x14bc5c	0x1c0
0x14be1c	0xa90
0x14c8ac	0x234
0x14cae0	0xac
0x14cb8c	0x340
0x14cecc	0xe4
0x14cfb0	0x2c
0x14cfdc	0x1c0
0x14d19c	0x70
0x14d20c	0x7c
0x14d288	0x88
0x14d310	0x186c
0x14eb7c	0xac
0x14ec28	0x2a0
0x14eec8	0x438
0x14f300	0xcc
0x14f3cc	0x50
0x14f41c	0x50
0x14f46c	0x5cc
0x14fa38	0xec
0x14fb24	0x30
0x14fb54	0xb8c
0x1506e0	0xd8
0x1507b8	0xc4
0x15087c	0xc0
0x15093c	0x130
0x150a6c	0x58
0x150ac4	0xac
0x150b70	0x48
0x150bb8	0x688
0x151240	0x1c0
0x151400	0x7c
0x15147c	0x48
0x1514c4	0x1c0
0x151684	0x328
0x1519ac	0x120
0x151acc	0x158
0x151c24	0x110
0x151d34	0x1c0
0x151ef4	0x44
0x151f38	0x8
0x151f40	0xb4
0x151ff4	0x98
0x15208c	0x5c
0x1520e8	0x84
0x152194	0x3c
0x1521d0	0x40
0x152210	0x70
0x152280	0x6c
0x1522ec	0x88
0x152374	0x88
0x1523fc	0x1f4
0x152700	0x224
0x152924	0x210
0x152b34	0x4
0x152b38	0x5c
0x152b94	0x8
0x152b9c	0x60
0x152bfc	0x3c
0x152c38	0x16c
0x152da4	0x54
0x152df8	0x1d0
0x152fc8	0x1b4
0x153204	0x54
0x153258	0x104
0x15335c	0x84
0x1533e0	0x54
0x153434	0xa8
0x1534dc	0x84
0x153560	0x260
0x153848	0x60
0x1538a8	0x9c
0x153944	0x54
0x153998	0xb4
0x153a4c	0x8c
0x153ad8	0x54
0x153b2c	0xb4
0x153be0	0x8c
0x153c6c	0x54
0x153cc0	0x144
0x153e04	0x108
0x153f0c	0x6c
0x153f78	0x54
0x153fcc	0x618
0x1545e4	0x7c
0x154660	0x20
0x154680	0x20
0x1546a0	0x88
0x154728	0x20
0x154748	0x7c
0x1547c4	0x78
0x15483c	0x118
0x154954	0xf0
0x154a44	0x14
0x154a58	0x64
0x154abc	0x38
0x154af4	0x558
0x15504c	0x178
0x1551c4	0x8
0x1551cc	0x4
0x1551d0	0x58
0x155228	0xc4
0x1552ec	0xe0
0x1553cc	0x80
0x15544c	0x40
0x15548c	0x80
0x15550c	0x40
0x15554c	0x6c
0x1555b8	0x40
0x1555f8	0x7c
0x155674	0x44
0x1556b8	0x820
0x155ed8	0x84
0x155f5c	0x5c
0x155fb8	0x8
0x155fc0	0x1468
0x157428	0x14c8
0x1588f0	0x46c
0x158d5c	0x148
0x158ea4	0xf4
0x158f98	0x118
0x1590b0	0xa0
0x159150	0xf8
0x159248	0x144
0x15938c	0x7c
0x159408	0x1d8
0x1595e0	0x34
0x159614	0x3a8
0x1599bc	0x1f4
0x159bb0	0xc4
0x159c74	0xa4
0x159d18	0x1d4
0x159eec	0xb8
0x159fa4	0x13c
0x15a0e0	0x40
0x15a120	0x118
0x15a238	0xd4
0x15a30c	0xd4
0x15a3e0	0xd4
0x15a4b4	0x158
0x15a60c	0xd4
0x15a6e0	0x154
0x15a834	0x2a8
0x15aadc	0xd4
0x15abb0	0x94
0x15ac44	0xb0
0x15acf4	0xc8
0x15adbc	0x110
0x15aecc	0x114
0x15afe0	0x120
0x15b100	0xd0
0x15b1d0	0xd4
0x15b2a4	0x374
0x15b618	0x68
0x15b680	0x60
0x15b6e0	0x8c
0x15b76c	0x5c
0x15b7c8	0x70
0x15b838	0x80
0x15b8b8	0x48
0x15b900	0x99c
0x15c29c	0x84
0x15c320	0xd8
0x15c3f8	0x178
0x15c570	0x3e4
0x15c954	0x294
0x15cbe8	0x5c
0x15cc44	0x2c
0x15cc70	0x8c
0x15ccfc	0x32c
0x15d028	0x84
0x15d0ac	0x11c
0x15d1c8	0xdc
0x15d2a4	0x1e0
0x15d484	0x60
0x15d4e4	0x60
0x15d544	0x60
0x15d5a4	0x60
0x15d604	0x60
0x15d664	0xb0
0x15d714	0x64
0x15d778	0x108
0x15d880	0x14
0x15d894	0x38
0x15d8cc	0x1c0
0x15da8c	0x84
0x15db10	0x58
0x15db68	0x8c
0x15dbf4	0xc
0x15dc00	0x1c0
0x15ddc0	0x2640
0x160400	0x114
0x160514	0x34
0x160548	0x158
0x1606a0	0x390
0x160a30	0x6c
0x160a9c	0x6c
0x160b08	0x6c
0x160b74	0x6c
0x160be0	0xc4
0x160ca4	0x68
0x160d0c	0x60
0x160d6c	0x7c
0x160de8	0x4cc
0x1612b4	0x20
0x1612d4	0x4
0x1612d8	0x1c0
0x161498	0x41c
0x1618b4	0xe4
0x161998	0x3e4
0x161d7c	0x1b8
0x161f34	0xf8
0x16202c	0x35c
0x162388	0x104
0x16248c	0x560
0x1629ec	0x22c
0x162c18	0x45c
0x163074	0x12c
0x1631a0	0xbac
0x163d4c	0x1c0
0x163f0c	0xe8
0x163ff4	0x98
0x16408c	0x78
0x164104	0x8
0x16410c	0x60
0x16416c	0x4
0x164170	0x4
0x164174	0x4
0x164178	0x134
0x1642ac	0xe0
0x16438c	0x180
0x16450c	0x108
0x164614	0x78
0x16468c	0x68
0x1646f4	0x78
0x16476c	0x40
0x1647ac	0x34
0x1647e0	0x9c
0x16487c	0x8
0x164884	0x1c
0x1648a0	0x80
0x164920	0x80
0x1649a0	0x7c
0x164a1c	0x68
0x164a84	0x68
0x164aec	0x14c
0x164c38	0x4c
0x164c84	0x30
0x164cb4	0xb8
0x164d6c	0x8
0x164d74	0xd0
0x164e44	0xc0
0x164f04	0x250
0x165154	0x54
0x1651a8	0x6c
0x165214	0x5c
0x165270	0x5c
0x1652cc	0xc4
0x165390	0x144
0x1654d4	0x4c
0x165520	0x54
0x165574	0xc8
0x16563c	0x8
0x165644	0x38
0x16567c	0x74
0x1656f0	0x74
0x165764	0x30
0x165794	0xc0
0x165854	0x68
0x1658bc	0x8c
0x165948	0x1e4
0x165b2c	0x50
0x165b7c	0x54
0x165bd0	0xc8
0x165c98	0x8
0x165ca0	0x28
0x165cc8	0x80
0x165d48	0x80
0x165dc8	0xb0
0x165e78	0xc0
0x165f38	0x68
0x165fa0	0xac
0x16604c	0x490
0x1664dc	0x5c
0x166538	0x8
0x166540	0x78
0x1665b8	0xb8
0x166670	0xb4
0x166724	0xc0
0x1667e4	0x8
0x1667ec	0x9c
0x166888	0x74
0x1668fc	0x1e8
0x166ae4	0x54
0x166b38	0xa4
0x166bdc	0xac
0x166c88	0xc0
0x166d48	0xac
0x166df4	0x160
0x166f54	0x84
0x166fd8	0x8
0x166fe0	0x100
0x1670e0	0x12c
0x16720c	0xc0
0x1672cc	0x8
0x1672d4	0xa4
0x167378	0xc0
0x167438	0x28c
0x1676c4	0x2b8
0x16797c	0x138
0x167ab4	0x134
0x167be8	0xe4
0x167ccc	0x118
0x167de4	0x4c
0x167e30	0x2c
0x167e5c	0xe0
0x167f3c	0xc0
0x167ffc	0x8
0x168004	0xf0
0x1680f4	0x94
0x168188	0x234
0x1683bc	0xb4
0x168470	0x80
0x1684f0	0x78
0x168568	0x78
0x1685e0	0x1e0
0x1687c0	0x40
